sku,nombre,categoria,subcategoria,marca,calibre_awg,num_conductores,voltaje,apantallado,chaqueta,norma,aplicacion,potencia_hp,voltaje_entrada,serie,descripcion_corta,imagen
566-9947-500,"Belden 9947 — Cable de control 22 AWG, 15 conductores, apantallado",Cables de control,,Belden,22,15,300 V,Sí,Polyvinyl Chloride (PVC),NEC Art. 800 CMG; CEC CMG; UL 1685 FT4; IEC 60332-1-2; UL AWM 2464; EU CE Mark; RoHS,"Aplicaciones RS-232; comunicaciones de cómputo; señales analógicas de bajo voltaje (4-20 mA, 0-10 V); control digital de bajo voltaje (24 V); audio de nivel de línea; cableado de panel",,,,"Cable de control marca Belden, referencia 9947. Especificaciones: 22 AWG, 15 conductores, apantallado, régimen de voltaje 300 V.",
566-29502-100-10,"Belden 29502 — Cable para variador VFD 12 AWG, 4 conductores, apantallado",Cables para variadores VFD,,Belden,12,4,1 kV,Sí,Polyvinyl Chloride (PVC),NEC Art. 336 TC-ER; WTTC 1000V; AWM I/II A/B; CEC CIC TC; ICEA S-95-658; MSHA; EU CE Mark; RoHS; China RoHS II,Variadores de frecuencia (VFD); sistemas de motor y accionamiento AC; ubicaciones peligrosas Clase 1 División 2,,,,"Cable para variador VFD marca Belden, referencia 29502. Especificaciones: 12 AWG, 4 conductores, apantallado, régimen de voltaje 1 kV.",
566-5500FE-500-08,"Belden 5500FE — Cable apantallado 22 AWG, 2 conductores",Cables especiales,Cables apantallados,Belden,22,2,300 V,Sí,Polyvinyl Chloride (PVC),NEC Art. 800 CMR; CEC CMG; UL 1666 Riser; IEEE 1202 FT4; IEC 60332-1-2; CPR Euroclass Eca; EU CE Mark; RoHS,Sistemas de seguridad; intercomunicador/PA; audio/altavoz; ambientes ruidosos,,,,"Cable apantallado marca Belden, referencia 5500FE. Especificaciones: 22 AWG, 2 conductores, régimen de voltaje 300 V.",
566-6504FE-500-877,"Belden 6504FE — Cable de control 22 AWG, 6 conductores, apantallado",Cables de control,,Belden,22,6,300 V,Sí,Polyvinyl Chloride (PVC),NEC CMP; CEC CMP; NFPA 262 (UL 910); FT6; EU CE Mark; RoHS; CA Prop 65; China RoHS,Sistemas de seguridad; intercomunicador/PA; audio/altavoz; controles de potencia limitada; ambientes ruidosos,,,,"Cable de control marca Belden, referencia 6504FE. Especificaciones: 22 AWG, 6 conductores, apantallado, régimen de voltaje 300 V.",
566-8762MN-100-08,"Belden 8762MN — Cable de control 20 AWG, 2 conductores, apantallado",Cables de control,,Belden,20,2,300 V,Sí,Polyvinyl Chloride (PVC),UL AWM 2937; NEC CM; CEC CM; UL 1685; IEC 60332-1-2; CPR Eca; EU CE Mark; RoHS,"Audio, control e instrumentación; apto para aplicaciones NFPA 79",,,,"Cable de control marca Belden, referencia 8762MN. Especificaciones: 20 AWG, 2 conductores, apantallado, régimen de voltaje 300 V.",
566-5502FE-U500-08,"Belden 5502FE — Cable de control 22 AWG, 4 conductores, apantallado",Cables de control,,Belden,22,4,300 V,Sí,Polyvinyl Chloride (PVC),NEC CMR; CEC CMG; UL 1666 Riser; FT4; CPR Euroclass Eca; EU CE Mark; RoHS,Sistemas de seguridad y alarma; intercomunicador/PA; audio/sonido,,,,"Cable de control marca Belden, referencia 5502FE. Especificaciones: 22 AWG, 4 conductores, apantallado, régimen de voltaje 300 V.",
566-76103WS-100-08,"Belden 76103WS — Cable apantallado 26 AWG, 3 conductores",Cables especiales,Cables apantallados,Belden,26,3,300 V,Sí,"Polyvinyl Chloride (PVC), Oil Resistant",NEC CMG; UL AWM 2661; EU CE Mark; REACH; RoHS 2,"Cable de alta flexión continua para automatización industrial; ejes lineales, robots y portaenergías (MachFlex)",,,,"Cable apantallado marca Belden, referencia 76103WS. Especificaciones: 26 AWG, 3 conductores, régimen de voltaje 300 V.",
566-8779MN008100,"Belden 8779MN — Cable de control 22 AWG, 8 conductores, apantallado",Cables de control,,Belden,22,8,300 V,Sí,Polyvinyl Chloride (PVC),UL AWM 2937; FT2; EU CE Mark; RoHS 2,"Audio, control e instrumentación en espacios reducidos (SpaceMaker); apto para aplicaciones NFPA 79",,,,"Cable de control marca Belden, referencia 8779MN. Especificaciones: 22 AWG, 8 conductores, apantallado, régimen de voltaje 300 V.",
566-88723-1000,"Belden 88723 — Cable de instrumentación 22 AWG, 4 conductores, apantallado",Cables especiales,Cables de instrumentación,Belden,22,4,300 V,Sí,Fluorinated Ethylene Propylene (FEP),NEC Art. 800 CMP; CEC CMP; NFPA 262 (UL 910); FT6; IEC 60332-1-2; CPR Eca; EU CE Mark; REACH; RoHS,"Ambientes de temperatura extrema (alta/baja); resistente a químicos; aplicaciones exteriores y enterradas; señales analógicas de bajo voltaje (4-20 mA, 0-10 V); control digital de bajo voltaje (24 V); audio de nivel de línea; comunicaciones de voz; cableado de panel",,,,"Cable de instrumentación marca Belden, referencia 88723. Especificaciones: 22 AWG, 4 conductores, apantallado, régimen de voltaje 300 V.",
566-3105A-500,"Belden 3105A — Cable de instrumentación 22 AWG, 2 conductores, apantallado",Cables especiales,Cables de instrumentación,Belden,22,2,300 V,Sí,Polyvinyl Chloride (PVC),NEC CM/PLTC; EU CE Mark; RoHS; resistente a luz solar y aceite,"RS-485; ambientes industriales severos; IIoT; automatización de fábrica/proceso; video, audio y comunicaciones de datos",,,,"Cable de instrumentación marca Belden, referencia 3105A. Especificaciones: 22 AWG, 2 conductores, apantallado, régimen de voltaje 300 V.",
566-5301FE-500-08,"Belden 5301FE — Cable de control 18 AWG, 3 conductores, apantallado",Cables de control,,Belden,18,3,300 V,Sí,Polyvinyl Chloride (PVC),NEC CMR; CEC CMG; UL 1666 Riser; FT4; CPR Eca; EU CE Mark; RoHS,Sistemas de intercomunicación/PA; sistemas de sonido/audio,,,,"Cable de control marca Belden, referencia 5301FE. Especificaciones: 18 AWG, 3 conductores, apantallado, régimen de voltaje 300 V.",
566-5502UE-U1000-08,"Belden 5502UE — Cable de control 22 AWG, 4 conductores, sin apantallar",Cables de control,,Belden,22,4,300 V,No,Polyvinyl Chloride (PVC),NEC CMR; CEC CMG; FT4; EU CE Mark; RoHS,Sistemas de seguridad; intercomunicador/PA; sistemas de sonido/audio; controles de potencia limitada; línea telefónica,,,,"Cable de control marca Belden, referencia 5502UE. Especificaciones: 22 AWG, 4 conductores, sin apantallar, régimen de voltaje 300 V.",
566-83604-100,"Belden 83604 — Cable de control 20 AWG, 4 conductores, apantallado",Cables de control,,Belden,20,4,300 V,Sí,Fluorinated Ethylene Propylene (FEP),NEC Art. 800 CMP; CEC CMP; NFPA 262 (UL 910); FT6; EU CE Mark; RoHS,"Ambientes de temperatura extrema (alta/baja); resistente a químicos; aplicaciones exteriores y enterradas; señales analógicas de bajo voltaje (4-20 mA, 0-10 V); control de bajo voltaje (24 V); audio de nivel de línea; comunicaciones de voz; cableado de panel",,,,"Cable de control marca Belden, referencia 83604. Especificaciones: 20 AWG, 4 conductores, apantallado, régimen de voltaje 300 V.",
566-7200A-500,"Belden 7200A — Cable apantallado 24 AWG, 2 conductores",Cables especiales,Cables apantallados,Belden,24,2,300 V,Sí,Polyvinyl Chloride (PVC),NEC CM; EU CE Mark; RoHS,"Aplicaciones de alta flexión continua (MachFlex); RS-485, HART, fieldbus",,,,"Cable apantallado marca Belden, referencia 7200A. Especificaciones: 24 AWG, 2 conductores, régimen de voltaje 300 V.",
566-19363-250,"Belden 19363 — Cable encauchetado 16 AWG, 3 conductores, apantallado",Cable flexible,Cable encauchetado,Belden,16,3,300 V,Sí,Polyvinyl Chloride (PVC),UL Tipo SJT (300 V); EU CE Mark; RoHS; WEEE,"Cordaje portátil; alimentación temporal de herramientas, equipos y electrodomésticos",,,,"Cable encauchetado marca Belden, referencia 19363. Especificaciones: 16 AWG, 3 conductores, apantallado, régimen de voltaje 300 V.",
566-1035A-1000-10,"Belden 1035A — Cable de instrumentación 16 AWG, 2 conductores, sin apantallar",Cables especiales,Cables de instrumentación,Belden,16,2,300 V,No,Polyvinyl Chloride (PVC),UL PLTC; ITC; CMG; UL AWM 2464; resistente a luz solar; EU CE Mark; RoHS,"Control industrial; bandejas portacables y canalizaciones; control digital; instrumentación (4-20 mA, 0-10 V); control digital de bajo voltaje (24 V); encoders; circuitos de control; DCS; PLC; solenoides, válvulas, actuadores, posicionadores",,,,"Cable de instrumentación marca Belden, referencia 1035A. Especificaciones: 16 AWG, 2 conductores, sin apantallar, régimen de voltaje 300 V.",
566-7924A-1000,"Belden 7924A — Cable de instrumentación 24 AWG, 8 conductores, sin apantallar",Cables especiales,Cables de instrumentación,Belden,24,8,300 V,No,Polyvinyl Chloride (PVC),DataTuff Cat 5e; CMX-Outdoor; CMR,Ethernet industrial Cat 5e; uso exterior; minería; ambientes severos; IIoT; automatización de fábrica/proceso; cámaras IP y dispositivos; comunicación de datos,,,,"Cable de instrumentación marca Belden, referencia 7924A. Especificaciones: 24 AWG, 8 conductores, sin apantallar, régimen de voltaje 300 V.",
566-7929A-1000,"Belden 7929A — Cable de instrumentación 24 AWG, 8 conductores, apantallado",Cables especiales,Cables de instrumentación,Belden,24,8,300 V,Sí,Polyvinyl Chloride (PVC),DataTuff Cat 5e; CMR; CMG,Ethernet industrial Cat 5e; minería; ambientes severos; IIoT; automatización de fábrica/proceso; cámaras IP; comunicación de datos,,,,"Cable de instrumentación marca Belden, referencia 7929A. Especificaciones: 24 AWG, 8 conductores, apantallado, régimen de voltaje 300 V.",
566-7932A-1000,"Belden 7932A — Cable de instrumentación 24 AWG, 4 conductores, sin apantallar",Cables especiales,Cables de instrumentación,Belden,24,4,300 V,No,Polyvinyl Chloride (PVC),NEC CMR; UL 1666 Riser; FT4; resistente a luz solar y aceite; EtherNet/IP; EU CE Mark; RoHS 2,Ethernet industrial Cat 5e (2 pares); ambientes severos; IIoT; automatización de fábrica/proceso; cámaras IP; comunicación de datos,,,,"Cable de instrumentación marca Belden, referencia 7932A. Especificaciones: 24 AWG, 4 conductores, sin apantallar, régimen de voltaje 300 V.",
566-8112-100,"Belden 8112 — Cable de red 24 AWG, 25 conductores, apantallado",Cables de red,,Belden,24,25,30 V,Sí,Polyvinyl Chloride (PVC),UL Style 2919; NEC CMG (100 Ω),Cable computador EIA RS-232/RS-422; transmisión de datos; telecomunicaciones,,,,"Cable de red marca Belden, referencia 8112. Especificaciones: 24 AWG, 25 conductores, apantallado, régimen de voltaje 30 V.",
566-8408-1500-01,"Belden 8408 — Cable apantallado 16 AWG, 2 conductores",Cables especiales,Cables apantallados,Belden,16,2,,Sí,,UL VW-1; EU CE Mark; RoHS; WEEE; China RoHS II,Micrófono robusto y desplegable para estudio o presentaciones en vivo; audio analógico balanceado,,,,"Cable apantallado marca Belden, referencia 8408. Especificaciones: 16 AWG, 2 conductores.",
566-8443-U1000-60,"Belden 8443 — Cable de control 22 AWG, 3 conductores, sin apantallar",Cables de control,,Belden,22,3,150 V,No,Polyvinyl Chloride (PVC),NEC CMG; CEC CMG; UL AWM Style 2576; UL 1685 FT4; FT4; IEC 60332-1-2; CPR Eca; EU CE,"Audio, control e instrumentación (no apantallado); cableado de baja tensión",,,,"Cable de control marca Belden, referencia 8443. Especificaciones: 22 AWG, 3 conductores, sin apantallar, régimen de voltaje 150 V.",
566-9365-500U,"Belden 9365 — Cable para bandeja (tray) 18 AWG, 3 conductores, apantallado",Cables especiales,Cable para bandeja / tray cable,Belden,18,3,300 V,Sí,Polyvinyl Chloride (PVC),NEC Art. 725/727/800 PLTC; ITC-ER; PLTC-ER; CMG; resistente a luz solar; apto para enterramiento,Instrumentación; sensores; válvulas; posicionadores; RTD; señales 4-20 mA y 0-10 V,,,,"Cable para bandeja (tray) marca Belden, referencia 9365. Especificaciones: 18 AWG, 3 conductores, apantallado, régimen de voltaje 300 V.",
566-9463-500,"Belden 9463 — Cable de control 20 AWG, 2 conductores, apantallado",Cables de control,,Belden,20,2,300 V,Sí,Polyvinyl Chloride (PVC),NEC CM/CL2; UL AWM Style 2464,"Ambientes severos; interfaz Allen-Bradley Data Highway Plus (DH+) entre procesadores PLC, dispositivos I/O, interfaces de operador y computadores; interbloqueo de procesadores PLC; mensajería peer-to-peer; programación remota; actualizaciones de I/O",,,,"Cable de control marca Belden, referencia 9463. Especificaciones: 20 AWG, 2 conductores, apantallado, régimen de voltaje 300 V.",
566-9492-U500-60,"Belden 9492 — Cable para bandeja (tray) 20 AWG, 3 conductores, sin apantallar",Cables especiales,Cable para bandeja / tray cable,Belden,20,3,300 V,No,Polyvinyl Chloride (PVC),UL PLTC (300 V); PLTC-ER,Instrumentación de alto desempeño; cable para bandeja (tray); transmisión de señales en circuitos de control y monitoreo industrial,,,,"Cable para bandeja (tray) marca Belden, referencia 9492. Especificaciones: 20 AWG, 3 conductores, sin apantallar, régimen de voltaje 300 V.",
31303326000,Cu (cobre) desnudo blando 8 AWG,Conductores desnudos,Alambre desnudo,Procables,8,,,,,ASTM B3 / NTC 1051,Redes de distribución y transmisión de energía eléctrica; puestas a tierra,,,,Cu (cobre) desnudo blando 8 AWG,
31303259000,Cu (cobre) desnudo blando 10 AWG,Conductores desnudos,Alambre desnudo,Procables,10,,,,,ASTM B3 / NTC 1051,Redes de distribución y transmisión de energía eléctrica; puestas a tierra,,,,Cu (cobre) desnudo blando 10 AWG,
31303205000,Cu (cobre) desnudo blando 12 AWG,Conductores desnudos,Alambre desnudo,Procables,12,,,,,ASTM B3 / NTC 1051,Redes de distribución y transmisión de energía eléctrica; puestas a tierra,,,,Cu (cobre) desnudo blando 12 AWG,
31303163000,Cu (cobre) desnudo blando 14 AWG,Conductores desnudos,Alambre desnudo,Procables,14,,,,,ASTM B3 / NTC 1051,Redes de distribución y transmisión de energía eléctrica; puestas a tierra,,,,Cu (cobre) desnudo blando 14 AWG,
31321038000,Cable Cu (cobre) desnudo blando 350 kcmil (B) 37H,Conductores desnudos,Cable desnudo,Procables,350 kcmil,,,,,ASTM B3 / NTC 1051,Redes de distribución y transmisión de energía eléctrica; puestas a tierra,,,,Cable Cu (cobre) desnudo blando 350 kcmil (B) 37H,
31321034000,Cable Cu (cobre) desnudo blando 250 kcmil (B) 37H,Conductores desnudos,Cable desnudo,Procables,250 kcmil,,,,,ASTM B3 / NTC 1051,Redes de distribución y transmisión de energía eléctrica; puestas a tierra,,,,Cable Cu (cobre) desnudo blando 250 kcmil (B) 37H,
31319011000,Cable Cu (cobre) desnudo blando 4/0 AWG (B) 19H,Conductores desnudos,Cable desnudo,Procables,4/0,,,,,ASTM B3 / NTC 1051,Redes de distribución y transmisión de energía eléctrica; puestas a tierra,,,,Cable Cu (cobre) desnudo blando 4/0 AWG (B) 19H,
31321028000,Cable Cu (cobre) desnudo blando 2/0 AWG (B) 19H,Conductores desnudos,Cable desnudo,Procables,2/0,,,,,ASTM B3 / NTC 1051,Redes de distribución y transmisión de energía eléctrica; puestas a tierra,,,,Cable Cu (cobre) desnudo blando 2/0 AWG (B) 19H,
31321026000,Cable Cu (cobre) desnudo blando 1/0 AWG (B) 19H,Conductores desnudos,Cable desnudo,Procables,1/0,,,,,ASTM B3 / NTC 1051,Redes de distribución y transmisión de energía eléctrica; puestas a tierra,,,,Cable Cu (cobre) desnudo blando 1/0 AWG (B) 19H,
31321024000,Cable Cu (cobre) desnudo blando 2 AWG (B) 7H,Conductores desnudos,Cable desnudo,Procables,2,,,,,ASTM B3 / NTC 1051,Redes de distribución y transmisión de energía eléctrica; puestas a tierra,,,,Cable Cu (cobre) desnudo blando 2 AWG (B) 7H,
31321022000,Cable Cu (cobre) desnudo blando 4 AWG (B) 7H,Conductores desnudos,Cable desnudo,Procables,4,,,,,ASTM B3 / NTC 1051,Redes de distribución y transmisión de energía eléctrica; puestas a tierra,,,,Cable Cu (cobre) desnudo blando 4 AWG (B) 7H,
31321020000,Cable Cu (cobre) desnudo blando 6 AWG (B) 7H,Conductores desnudos,Cable desnudo,Procables,6,,,,,ASTM B3 / NTC 1051,Redes de distribución y transmisión de energía eléctrica; puestas a tierra,,,,Cable Cu (cobre) desnudo blando 6 AWG (B) 7H,
31321018000,Cable Cu (cobre) desnudo blando 8 AWG (B) 7H,Conductores desnudos,Cable desnudo,Procables,8,,,,,ASTM B3 / NTC 1051,Redes de distribución y transmisión de energía eléctrica; puestas a tierra,,,,Cable Cu (cobre) desnudo blando 8 AWG (B) 7H,
31321016000,Cable Cu (cobre) desnudo blando 10 AWG (B)7H,Conductores desnudos,Cable desnudo,Procables,10,,,,,ASTM B3 / NTC 1051,Redes de distribución y transmisión de energía eléctrica; puestas a tierra,,,,Cable Cu (cobre) desnudo blando 10 AWG (B)7H,
31353140001,THHN/THWN-2 8 AWG 600V 90°C,Cable THHN / THWN-2,,Procables,8,,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,THHN/THWN-2 8 AWG 600V 90°C,
31353140002,THHN/THWN-2 8 AWG Cu (cobre) 600V90°C,Cable THHN / THWN-2,,Procables,8,,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,THHN/THWN-2 8 AWG Cu (cobre) 600V90°C,
31353100001,THHN/THWN-2 10 AWG Cu600V 90°C,Cable THHN / THWN-2,,Procables,10,,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,THHN/THWN-2 10 AWG Cu600V 90°C,
31353080001,THHN/THWN-2 12AWG Cu (cobre) 600V90°C,Cable THHN / THWN-2,,Procables,12,,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,THHN/THWN-2 12AWG Cu (cobre) 600V90°C,
31353060001,THHN/THWN-2 14AWG Cu (cobre) 600V90°C,Cable THHN / THWN-2,,Procables,14,,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,THHN/THWN-2 14AWG Cu (cobre) 600V90°C,
31353040001,THHN/THWN-2 16 AWG Cu (cobre) 600V90°C,Cable THHN / THWN-2,,Procables,16,,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,THHN/THWN-2 16 AWG Cu (cobre) 600V90°C,
31353020001,THHN/THWN-2 18 AWG Cu (cobre) 600V90°C,Cable THHN / THWN-2,,Procables,18,,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,THHN/THWN-2 18 AWG Cu (cobre) 600V90°C,
31353101001,Cable THHN/THWN-2 2x10 AWG Cu (cobre) 600V 90°C,Cable THHN / THWN-2,,Procables,10,2,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,Cable THHN/THWN-2 2x10 AWG Cu (cobre) 600V 90°C,
31353081001,Cable THHN/THWN-2 2x12 AWG Cu (cobre) 600V 90°C,Cable THHN / THWN-2,,Procables,12,2,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,Cable THHN/THWN-2 2x12 AWG Cu (cobre) 600V 90°C,
31353061001,Cable THHN/THWN-2 2x14 AWG Cu (cobre) 600V 90°C,Cable THHN / THWN-2,,Procables,14,2,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,Cable THHN/THWN-2 2x14 AWG Cu (cobre) 600V 90°C,
31353149901,Cable THHN/THWN-2 8 AWG Cu (cobre) 600V 90°C 7H (XD),Cable THHN / THWN-2,,Procables,8,,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,Cable THHN/THWN-2 8 AWG Cu (cobre) 600V 90°C 7H (XD),
31352605601,THHN/THWN-2 6 AWG Cu (cobre) 600V 90° Flex,Cable THHN / THWN-2,,Procables,6,,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,THHN/THWN-2 6 AWG Cu (cobre) 600V 90° Flex,
31352604801,THHN/THWN-2 4 AWG Cu (cobre) 600V 90° Flex,Cable THHN / THWN-2,,Procables,4,,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,THHN/THWN-2 4 AWG Cu (cobre) 600V 90° Flex,
31352603601,THHN/THWN-2 2 AWG Cu (cobre) 600V 90° Flex,Cable THHN / THWN-2,,Procables,2,,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,THHN/THWN-2 2 AWG Cu (cobre) 600V 90° Flex,
31352602801,THHN/THWN-2 1/0 AWG Cu (cobre) 600V 90° Flex,Cable THHN / THWN-2,,Procables,1/0,,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,THHN/THWN-2 1/0 AWG Cu (cobre) 600V 90° Flex,
31352602401,THHN/THWN-2 2/0 AWG Cu (cobre) 600V 90° Flex,Cable THHN / THWN-2,,Procables,2/0,,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,THHN/THWN-2 2/0 AWG Cu (cobre) 600V 90° Flex,
31352602001,THHN/THWN-2 3/0 AWG Cu (cobre) 600V 90° Flex,Cable THHN / THWN-2,,Procables,3/0,,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,THHN/THWN-2 3/0 AWG Cu (cobre) 600V 90° Flex,
31352601601,THHN/THWN-2 4/0 AWG Cu (cobre) 600V 90° Flex,Cable THHN / THWN-2,,Procables,4/0,,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,THHN/THWN-2 4/0 AWG Cu (cobre) 600V 90° Flex,
31352610201,THHN/THWN-2 250 kcmil Cu (cobre) 600V 90° Flex,Cable THHN / THWN-2,,Procables,250 kcmil,,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,THHN/THWN-2 250 kcmil Cu (cobre) 600V 90° Flex,
31352610101,THHN/THWN-2 350 kcmil Cu (cobre) 600V 90° Flex,Cable THHN / THWN-2,,Procables,350 kcmil,,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,THHN/THWN-2 350 kcmil Cu (cobre) 600V 90° Flex,
31352610102,THHN/THWN-2 500 kcmil Cu (cobre) 600V 90° Flex,Cable THHN / THWN-2,,Procables,500 kcmil,,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,THHN/THWN-2 500 kcmil Cu (cobre) 600V 90° Flex,
31354002601,THWN-2 8 AWG Cu (J) PVC/NY 600V 90°C G&OII VW-1,Cable THHN / THWN-2,,Procables,8,,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,THWN-2 8 AWG Cu (J) PVC/NY 600V 90°C G&OII VW-1,
31354002605,THWN-2 8 AWG Cu (J) PVC/NY 600V 105C G&OII VW-1,Cable THHN / THWN-2,,Procables,8,,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,THWN-2 8 AWG Cu (J) PVC/NY 600V 105C G&OII VW-1,
31354001601,TFFN 18 AWG Cu (J) PVC/NY 600V 90°C G&OII VW-1,Cable THHN / THWN-2,,Procables,18,,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,TFFN 18 AWG Cu (J) PVC/NY 600V 90°C G&OII VW-1,
31354001801,TFFN 16 AWG Cu (J) PVC/NY 600V 90°C G&OII VW-1,Cable THHN / THWN-2,,Procables,16,,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,TFFN 16 AWG Cu (J) PVC/NY 600V 90°C G&OII VW-1,
31354002101,THWN-2 10 AWG Cu (J) PVC/NY 600V 90°C G&OII VW-1,Cable THHN / THWN-2,,Procables,10,,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,THWN-2 10 AWG Cu (J) PVC/NY 600V 90°C G&OII VW-1,
31354002201,THWN-2 12 AWG Cu (J) PVC/NY 600V 90°C G&OII VW-1,Cable THHN / THWN-2,,Procables,12,,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,THWN-2 12 AWG Cu (J) PVC/NY 600V 90°C G&OII VW-1,
31354002301,THWN-2 14 AWG Cu (J) PVC/NY 600V 90°C G&OII VW-1,Cable THHN / THWN-2,,Procables,14,,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,THWN-2 14 AWG Cu (J) PVC/NY 600V 90°C G&OII VW-1,
31354002401,THWN-2 16 AWG Cu (J) PVC/NY 600V 90°C G&OII VW-1,Cable THHN / THWN-2,,Procables,16,,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,THWN-2 16 AWG Cu (J) PVC/NY 600V 90°C G&OII VW-1,
31354002501,THWN-2 18 AWG Cu (J) PVC/NY 600V 90°C G&OII VW-1,Cable THHN / THWN-2,,Procables,18,,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,THWN-2 18 AWG Cu (J) PVC/NY 600V 90°C G&OII VW-1,
31354003601,THWN-2 6 AWG Cu (J) PVC/NY 600V 90°C G&OII VW-1,Cable THHN / THWN-2,,Procables,6,,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,THWN-2 6 AWG Cu (J) PVC/NY 600V 90°C G&OII VW-1,
31354004801,THWN-2 4 AWG Cu (J) PVC/NY 600V 90°C G&OII VW-1,Cable THHN / THWN-2,,Procables,4,,600 V,,,NTC 2050 / UL 83,"Instalaciones eléctricas interiores, cableado en ductos, tuberías y bandejas; usos en seco y húmedo; temperatura máx. 90°C",,,,THWN-2 4 AWG Cu (J) PVC/NY 600V 90°C G&OII VW-1,
