sku,nombre,categoria,subcategoria,marca,calibre_awg,num_conductores,voltaje,apantallado,chaqueta,norma,aplicacion,potencia_hp,voltaje_entrada,serie,descripcion_corta,imagen
1505A,Belden 1505A — Coax - RG-59/U Type RG59/U SOLID BC DUOFOIL,Cables especiales,Cable coaxial,Belden,20,1,,Sí,PVC,CMR; CM,,,,,,
1526A,Belden 1526A — Coax - RG-59/U Type 20/1TR BC PVC/PVC SHLD,Cables especiales,Cable coaxial,Belden,20,,300 V,Sí,PVC,CMG/PLTC; CMG/FT4,,,,,,
1529A,Belden 1529A — 18/3P-22/1C 300V Cable PLTC BC Shielded PLTC/ITC/CMG PVC/PVC,Cables especiales,Cable para bandeja / tray cable,,18,3,300 V,Sí,PVC - Polyvinyl Chloride,CMG/PLTC; CMG/FT4,,,,,,
1533R,Belden 1533R — 24/4P Cat5e Cable F/UTP CMR PVC Black 1000 ft Reel,Cables de red,,Belden,24,,,,PVC - Polyvinyl Chloride,CMR; CMR,,,,,,
1583A,Belden 1583A — 24/4P Cat5e Cable U/UTP CMR PVC Black 1000 ft Reel,Cables de red,,Belden,24,,,,PVC - Polyvinyl Chloride,CM/CMR; CMR/FT4,,,,,,
1583AU,Belden 1583AU — 24/4P Cat5e Cable U/UTP CMR PVC Black 1000 ft Reel,Cables de red,,Belden,24,,,,PVC - Polyvinyl Chloride,CM/CMR; CMR/FT4,,,,,,
1583AU2,Belden 1583AU2 — 24/4P Cat5e Cable U/UTP CMR PVC White 1000 ft Reel,Cables de red,,Belden,24,,,,PVC - Polyvinyl Chloride,CM/CMR; CMR/FT4,,,,,,
1583AU3,Belden 1583AU3 — 24/4P Cat5e Cable U/UTP CMR PVC Red 1000 ft Reel,Cables de red,,Belden,24,,,,PVC - Polyvinyl Chloride,CM/CMR; CMR/FT4,,,,,,
1583AU4,Belden 1583AU4 — 24/4P Cat5e Cable U/UTP CMR PVC Green 1000 ft Reel,Cables de red,,Belden,24,,,,PVC - Polyvinyl Chloride,CM/CMR; CMR/FT4,,,,,,
1583AU5,Belden 1583AU5 — 24/4P Cat5e Cable U/UTP CMR PVC Blue 1000 ft Reel,Cables de red,,Belden,24,,,,PVC - Polyvinyl Chloride,CM/CMR; CMR/FT4,,,,,,
1583AU6,Belden 1583AU6 — 24/4P Cat5e Cable U/UTP CMR PVC Gray 1000 ft Reel,Cables de red,,Belden,24,,,,PVC - Polyvinyl Chloride,CM/CMR; CMR/FT4,,,,,,
1583AU7,Belden 1583AU7 — 24/4P Cat5e Cable U/UTP CMR PVC Orange 1000 ft Reel,Cables de red,,Belden,24,,,,PVC - Polyvinyl Chloride,CM/CMR; CMR/FT4,,,,,,
1583AU8,Belden 1583AU8 — 24/4P Cat5e Cable U/UTP CMR PVC Yellow 1000 ft Reel,Cables de red,,Belden,24,,,,PVC - Polyvinyl Chloride,CM/CMR; CMR/FT4,,,,,,
1583B,Belden 1583B — 24/4P Cat5e Cable U/UTP CMR PVC Pink 1000 ft Reel,Cables de red,,Belden,24,,,,PVC - Polyvinyl Chloride,CM/CMR; CMR/FT4,,,,,,
1585A,Belden 1585A — 24/4P Cat5e Cable U/UTP CMP PVC Black 1000 ft Reel,Cables de red,,Belden,24,,,,Flamarrest PVC - Polyvinyl Chloride,CMP; CMP/FT6,,,,,,
1585AU,Belden 1585AU — 24/4P Cat5e Cable U/UTP CMP PVC Black 1000 ft Reel,Cables de red,,Belden,24,,,,Flamarrest PVC - Polyvinyl Chloride,CMP; CMP/FT6,,,,,,
1585AU2,Belden 1585AU2 — 24/4P Cat5e Cable U/UTP CMP PVC White 1000 ft Reel,Cables de red,,Belden,24,,,,Flamarrest PVC - Polyvinyl Chloride,CMP; CMP/FT6,,,,,,
1585AU3,Belden 1585AU3 — 24/4P Cat5e Cable U/UTP CMP PVC Red 1000 ft Reel,Cables de red,,Belden,24,,,,Flamarrest PVC - Polyvinyl Chloride,CMP; CMP/FT6,,,,,,
1585AU4,Belden 1585AU4 — 24/4P Cat5e Cable U/UTP CMP PVC Green 1000 ft Reel,Cables de red,,Belden,24,,,,Flamarrest PVC - Polyvinyl Chloride,CMP; CMP/FT6,,,,,,
1585AU5,Belden 1585AU5 — 24/4P Cat5e Cable U/UTP CMP PVC Blue 1000 ft Reel,Cables de red,,Belden,24,,,,Flamarrest PVC - Polyvinyl Chloride,CMP; CMP/FT6,,,,,,
1585AU6,Belden 1585AU6 — 24/4P Cat5e Cable U/UTP CMP PVC Gray 1000 ft Reel,Cables de red,,Belden,24,,,,Flamarrest PVC - Polyvinyl Chloride,CMP; CMP/FT6,,,,,,
1585AU7,Belden 1585AU7 — 24/4P Cat5e Cable U/UTP CMP PVC Orange 1000 ft Reel,Cables de red,,Belden,24,,,,Flamarrest PVC - Polyvinyl Chloride,CMP; CMP/FT6,,,,,,
1585B,Belden 1585B — 24/4P Cat5e Cable U/UTP CMP PVC Pink 1000 ft Reel,Cables de red,,Belden,24,,,,Flamarrest PVC - Polyvinyl Chloride,CMP; CMP/FT6,,,,,,
1624P-5,Belden 1624P-5 — 24/4P Cat5 Cable F/UTP CMP PVC Blue 1000 ft Reel,Cables de red,,Belden,24,,,,Flamarrest PVC - Polyvinyl Chloride,CMR; CMR,,,,,,
1624R-4,Belden 1624R-4 — 24/4P Cat5 Cable F/UTP CMR PVC Green 1000 ft Reel,Cables de red,,Belden,24,,,,PVC - Polyvinyl Chloride,CMR; CMR,,,,,,
1624R-5,Belden 1624R-5 — 24/4P Cat5 Cable F/UTP CMR PVC Blue 1000 ft Reel,Cables de red,,Belden,24,,,,PVC - Polyvinyl Chloride,CMR; CMR,,,,,,
1624R-6,Belden 1624R-6 — 24/4P Cat5 Cable F/UTP CMR PVC Gray 1000 ft Reel,Cables de red,,Belden,24,,,,PVC - Polyvinyl Chloride,CMR; CMR,,,,,,
1694A,Belden 1694A — 18 AWG 75 Ohm SDI Coax RG-6 Cable BC Shielded CMR FPE/PVC 300V,Cables especiales,Cable coaxial,Belden,18,1,,Sí,PVC - Polyvinyl Chloride,CMR; CMG/FT4,,,,,,
1695A,Belden 1695A — Coax - Low Loss Serial Digital Coax RG6 SOLID BC DUOFOIL/BRAID CMP,Cables especiales,Cable coaxial,Belden,18,1,,Sí,PVC - Polyvinyl Chloride,CMP; CMP/FT6,,,,,,
1700AU5,Belden 1700AU5 — 24/4P Cat5e+ Cable U/UTP CMR PVC Blue 1000 ft Reel,Cables de red,,Belden,24,,,,PVC - Polyvinyl Chloride,CM; CM,,,,,,
1700AU8,Belden 1700AU8 — 24/4P Cat5e+ Cable U/UTP CMR PVC Yellow 1000 ft Reel,Cables de red,,Belden,24,,,,PVC - Polyvinyl Chloride,CM; CM,,,,,,
1752A,Belden 1752A — 24/4P Cat5e+ Patch Cable U/UTP CM PVC Blue 1000 ft Reel,Cables de red,,Belden,24,,300 V,,PVC - Polyvinyl Chloride,CM,,,,,,
183076F,Belden 183076F — Cable multiconductor - Cont. Armor DataBus ISA/SP-50 FOUNDATION Fieldbus/Profibus 1,Cables de red,,Belden,18,1,300,Sí,PVC - Polyvinyl Chloride,ITC PLTC; CM,,,,,,
183092A,Belden 183092A — Coax - ControlNet Quad Shielded Coax RG6/U QUAD SHLD COAX CCW,Cables especiales,Cable coaxial,Belden,18,1,300,Sí,PVC - Polyvinyl Chloride,CL2R CMR; CL2R CMR,,,,,,
1872A-5,Belden 1872A-5 — 23/4P Cat6+ Cable U/UTP CMR PVC Blue 1000 ft Reel,Cables de red,,Belden,23,,,,PVC - Polyvinyl Chloride,CMR; CMR/FT4,,,,,,
19122,Belden 19122 — 18/2C Cordón portátilage Cable Type SPT-1 BC NS PVC/PVC 300V,Cable flexible,Cable encauchetado,Belden,18,2,300 V,Sí,PVC - Polyvinyl Chloride,SPT-1,,,,,,
19364,Belden 19364 — 14/3C Cordón portátilage Cable Type SJT BC Shielded PVC/PVC 300V,Cable flexible,Cable encauchetado,Belden,14,3,300 V,Sí,PVC - Polyvinyl Chloride,SJT; SJO,,,,,,
19402,Belden 19402 — 18/3C Cordón portátilage Cable Type SVT BC NS PVC/PVC 300V,Cable flexible,Cable encauchetado,Belden,18,3,300 V,Sí,PVC - Polyvinyl Chloride,SVT,,,,,,
19510,Belden 19510 — 16/3C Cordón portátilage Cable Type SJTOW-A BC NS PVC/PVC 300V,Cable flexible,Cable encauchetado,Belden,16,3,300 V,Sí,PVC - Polyvinyl Chloride,SJTOW; SJTOW; SJTOW,,,,,,
2412-2,Belden 2412-2 — 23/4P Cat6+ Enhanced Cable U/UTP CMR PVC White 1000 ft Reel,Cables de red,,Belden,23,,,,PVC - Polyvinyl Chloride,CMR; FT4,,,,,,
2412-4,Belden 2412-4 — 23/4P Cat6+ Enhanced Cable U/UTP CMR PVC Green 1000 ft Reel,Cables de red,,Belden,23,,,,PVC - Polyvinyl Chloride,CMR; FT4,,,,,,
2412-5,Belden 2412-5 — 23/4P Cat6+ Enhanced Cable U/UTP CMR PVC Blue 1000 ft Reel,Cables de red,,Belden,23,,,,PVC - Polyvinyl Chloride,CMR; FT4,,,,,,
2413-2,Belden 2413-2 — 23/4P Cat6+ Enhanced Cable U/UTP CMP PVC White 1000 ft Reel,Cables de red,,Belden,23,,,,Flamarrest PVC - Polyvinyl Chloride,CMP; CMP; FT6,,,,,,
2413-5,Belden 2413-5 — 23/4P Cat6+ Enhanced Cable U/UTP CMP PVC Blue 1000 ft Reel,Cables de red,,Belden,23,,,Sí,Flamarrest PVC - Polyvinyl Chloride,CMP; CMP; FT6,,,,,,
27254,Belden 27254 — Cable multiconductor - 600V Type MC Metal Clad Cable 12/2C PLUS GRD XLP/PVC AIA,Cables de control,,Belden,12,3,,,PVC,,,,,,,
29500,Belden 29500 — 16/3C Cable VFD w/Ground Flexible Motor Supply XLPE/PVC 1000V,Cables para variadores VFD,,Belden,16,3,1000 V,Sí,PVC - Polyvinyl Chloride,TC-ER; FT4,,,,,,
29501,Belden 29501 — 14/3C Cable VFD w/Ground Flexible Motor Supply XLPE/PVC 1000V,Cables para variadores VFD,,Belden,14,3,1000 V,Sí,PVC - Polyvinyl Chloride,TC-ER; FT4,,,,,,
29502,Belden 29502 — 12/3C Cable VFD w/Ground Flexible Motor Supply XLPE/PVC 1000V,Cables para variadores VFD,,Belden,12,3,1000 V,Sí,PVC - Polyvinyl Chloride,TC-ER; FT4,,,,,,
29503,Belden 29503 — 10/3C Cable VFD w/Ground Flexible Motor Supply XLPE/PVC 1000V,Cables para variadores VFD,,Belden,10,3,1000 V,Sí,PVC - Polyvinyl Chloride,TC-ER; FT4,,,,,,
29504,Belden 29504 — 8/3C Cable VFD w/Ground Flexible Motor Supply XLPE/PVC 1000V,Cables para variadores VFD,,Belden,8,3,1000 V,Sí,PVC - Polyvinyl Chloride,TC-ER; FT4,,,,,,
29505,Belden 29505 — 6/3C Cable VFD w/Ground Flexible Motor Supply XLPE/PVC 1000V,Cables para variadores VFD,,Belden,6,3,1000 V,Sí,PVC - Polyvinyl Chloride,TC-ER; FT4,,,,,,
29506,Belden 29506 — 4/3C Cable VFD w/Ground Flexible Motor Supply XLPE/PVC 1000V,Cables para variadores VFD,,Belden,4,3,1000 V,Sí,PVC - Polyvinyl Chloride,TC-ER; FT4,,,,,,
29507,Belden 29507 — 2/3C Cable VFD w/Ground Flexible Motor Supply XLPE/PVC 1000V,Cables para variadores VFD,,Belden,2,3,1000 V,Sí,PVC - Polyvinyl Chloride,TC-ER; FT4,,,,,,
29512,Belden 29512 — 12/3C + 16/1P Composite Cable VFD w/Ground Flexible Motor Supply XLPE/PVC 1000V,Cables para variadores VFD,,Belden,12,3,1000 V,Sí,PVC - Polyvinyl Chloride,TC,,,,,,
29513,Belden 29513 — 10/3C + 16/1P Composite Cable VFD w/Ground Flexible Motor Supply XLPE/PVC 1000V,Cables para variadores VFD,,Belden,10,3,1000 V,Sí,PVC - Polyvinyl Chloride,TC,,,,,,
29520C,Belden 29520C — 16/3C Cable VFD w/Grounds XLPE/PVC 600V,Cables para variadores VFD,,Belden,16,3,600 V,Sí,PVC - Polyvinyl Chloride,TC-ER; FT4,,,,,,
29521C,Belden 29521C — 14/3C Cable VFD w/Grounds XLPE/PVC 600/1000V,Cables para variadores VFD,,Belden,14,3,600 V,Sí,PVC - Polyvinyl Chloride,TC-ER; 336-ER; FT4,,,,,,
29522C,Belden 29522C — 12/3C Cable VFD w/Grounds XLPE/PVC 600/1000V,Cables para variadores VFD,,Belden,12,3,600 V,Sí,PVC - Polyvinyl Chloride,TC-ER; FT4,,,,,,
29523C,Belden 29523C — 10/3C Cable VFD w/Grounds XLPE/PVC 600/1000V,Cables para variadores VFD,,Belden,10,3,600 V,Sí,PVC - Polyvinyl Chloride,TC-ER; FT4,,,,,,
29524C,Belden 29524C — 8/3C Cable VFD w/Grounds XLPE/PVC 600/1000V,Cables para variadores VFD,,Belden,8,3,600 V,Sí,PVC - Polyvinyl Chloride,TC-ER; FT4,,,,,,
29525C,Belden 29525C — 6/3C Cable VFD w/Grounds XLPE/PVC 600/1000V,Cables para variadores VFD,,Belden,6,3,600 V,Sí,PVC - Polyvinyl Chloride,TC-ER; FT4,,,,,,
29526C,Belden 29526C — 4/3C Cable VFD w/Grounds XLPE/PVC 600/1000V,Cables para variadores VFD,,Belden,4,3,600 V,Sí,PVC - Polyvinyl Chloride,TC-ER; FT4,,,,,,
29527C,Belden 29527C — 2/3C Cable VFD w/Grounds XLPE/PVC 600/1000V,Cables para variadores VFD,,Belden,2,3,600 V,Sí,PVC - Polyvinyl Chloride,TC-ER; FT4,,,,,,
29528,Belden 29528 — 1/3C Cable VFD w/Grounds Flexible Motor Supply XLPE/PVC 1000V,Cables para variadores VFD,,Belden,1,3,1000 V,Sí,PVC - Polyvinyl Chloride,TC-ER; FT4,,,,,,
29528C,Belden 29528C — 1/3C Cable VFD w/Grounds XLPE/PVC 600/1000V,Cables para variadores VFD,,Belden,1,3,600 V,Sí,PVC - Polyvinyl Chloride,TC-ER; FT4,,,,,,
29529,Belden 29529 — 1/0-3C Cable VFD w/Grounds Flexible Motor Supply XLPE/PVC 1000V,Cables para variadores VFD,,Belden,1/0,3,1000 V,Sí,PVC - Polyvinyl Chloride,TC-ER; FT4,,,,,,
29529C,Belden 29529C — 1/0-3C Cable VFD w/Grounds XLPE/PVC 600/1000V,Cables para variadores VFD,,Belden,1/0,3,600 V,Sí,PVC - Polyvinyl Chloride,TC-ER; FT4,,,,,,
29530,Belden 29530 — 2/0-3C Cable VFD w/Grounds Flexible Motor Supply XLPE/PVC 1000V,Cables para variadores VFD,,Belden,2/0,3,1000 V,Sí,PVC - Polyvinyl Chloride,TC-ER; FT4,,,,,,
29530C,Belden 29530C — 2/0-3C Cable VFD w/Grounds XLPE/PVC 600/1000V,Cables para variadores VFD,,Belden,2/0,3,600 V,Sí,PVC - Polyvinyl Chloride,TC-ER; FT4,,,,,,
29531,Belden 29531 — 3/0-3C Cable VFD w/Grounds Flexible Motor Supply XLPE/PVC 1000V,Cables para variadores VFD,,Belden,3/0,3,1000 V,Sí,PVC - Polyvinyl Chloride,TC-ER; FT4,,,,,,
29531C,Belden 29531C — 3/0-3C Cable VFD w/Grounds XLPE/PVC 600/1000V,Cables para variadores VFD,,Belden,3/0,3,600 V,Sí,PVC - Polyvinyl Chloride,TC-ER; FT4,,,,,,
29532,Belden 29532 — 4/0-3C Cable VFD w/Grounds Flexible Motor Supply XLPE/PVC 1000V,Cables para variadores VFD,,Belden,4/0,3,1000 V,Sí,PVC - Polyvinyl Chloride,TC-ER; FT4,,,,,,
29532C,Belden 29532C — 4/0-3C Cable VFD w/Grounds XLPE/PVC 600/1000V,Cables para variadores VFD,,Belden,4/0,3,600 V,Sí,PVC - Polyvinyl Chloride,TC-ER; FT4,,,,,,
29534,Belden 29534 — 350/3C Cable VFD w/Grounds XLPE/PVC 2000V,Cables para variadores VFD,,Belden,350 MCM,3,2000 V,Sí,PVC - Polyvinyl Chloride,TC-ER; FT4,,,,,,
3025A,Belden 3025A — 18/2P-22/1C 300V Cable PLTC BC Shielded PLTC/ITC/CMG PVC/PVC,Cables especiales,Cable para bandeja / tray cable,Belden,18,2,300 V,Sí,PVC - Polyvinyl Chloride,CMG/PLTC; CMG/FT4,,,,,,
3072F,Belden 3072F — 18/1P DataTray Twinaxial Blue Hose Cable TC Shielded PLTC/TC PP/PVC 600V,Cables especiales,Cables de instrumentación,Belden,18,2,600 V,Sí,PVC - Polyvinyl Chloride,TC; CMG/PLTC; CMG/FT4,,,,,,
3073F,Belden 3073F — 18/1P DataTray 100Ω Twinax Cable TC Shielded PLTC/ITC/CMG/TC PP/PVC 600V,Cables especiales,Cable para bandeja / tray cable,Belden,18,2,600 V,Sí,PVC - Polyvinyl Chloride,TC; CMG; CMG/FT4,,,,,,
3074F,Belden 3074F — 18/1P DataTray 120Ω Twinax Cable TC Shielded PLTC/ITC/CMG/TC PP/PVC 600V,Cables especiales,Cable para bandeja / tray cable,Belden,18,2,600 V,Sí,PVC - Polyvinyl Chloride,TC; CMG; CMG/FT4,,,,,,
3076F,Belden 3076F — 18/1P Cable Fieldbus Cable TC Shielded PLTC-ER/ITC-ER/CMX/CM PP/PVC 300V,Cables especiales,Cables de instrumentación,Belden,18,1,300 V,Sí,PVC - Polyvinyl Chloride,CM/PLTC; CM,,,,,,
3076F-5,Belden 3076F-5 — 18/1P Cable Fieldbus Cable TC Shielded PLTC-ER/ITC-ER/CMX/CM PP/PVC 300V,Cables especiales,Cables de instrumentación,Belden,18,1,300 V,Sí,PVC - Polyvinyl Chloride,CM/PLTC; CM,,,,,,
3079A-6,Belden 3079A-6 — 22/1P Cable DataBus Profibus Cable BC Shielded PLTC/CMG PE/PVC 300V,Cables de red,,Belden,22,2,300 V,Sí,PVC - Polyvinyl Chloride,20201; PLTC/CMG; CMG/FT4,,,,,,
3079E,Belden 3079E — 22/1P Cable DataBus Profibus Cable BC Shielded PLTC/CMG PE/PVC 300V,Cables de red,,Belden,22,1,300 V,Sí,PVC - Polyvinyl Chloride,PLTC/CMG; CMG/FT4,,,,,,
3080A,Belden 3080A — 14/1P 600V Cable para bandeja BC Shielded TC/NPLF/THHN PVCNYL/PVC,Cable THHN / THWN-2,,Belden,14,1,600 V,Sí,PVC - Polyvinyl Chloride,TC; FT4,,,,,,
3082A,Belden 3082A — 15/1P-18/1P DeviceBus Cable TC I/O Shield CMG/PLTC-ER PVC/FPE/PVC 300V,Cables especiales,Cable para bandeja / tray cable,Belden,15,2,600 V,Sí,PVC - Polyvinyl Chloride,AWM; PLTC-ER; CMG/FT4,,,,,,
3082F,Belden 3082F — 15/1P-18/1P DeviceBus High Flex Cable TC I/O Shield CMG/PLTC PVC/FPE/PVC 300V,Cables especiales,Cable para bandeja / tray cable,Belden,15,2,600 V,Sí,PVC - Polyvinyl Chloride,AWM; PLTC-ER; CMG/FT4,,,,,,
3083A,Belden 3083A — 15/1P-18/1P DeviceBus Cable TC I/O Shield CMG/PLTC-ER PVC/FPE/CPE 300V,Cables especiales,Cable para bandeja / tray cable,Belden,15,2,600 V,Sí,CPE - Chlorinated Polyethylene,AWM; PLTC-ER; CMG/FT4,,,,,,
3084A,Belden 3084A — 22/1P-24/1P DeviceBus Cable TC I/O Shield CMG/CL2 PVC/FPE/PVC 300V,Cables especiales,Cables apantallados,Belden,22,2,,Sí,PVC  - Polyvinyl Chloride,AWM; CL2/CMG; CMG/FT4,,,,,,
3084F,Belden 3084F — 22/1P-24/1P DeviceBus High Flex Cable TC I/O Shield CMG/CL2 PVC/PP/PVC 300V,Cables especiales,Cables apantallados,Belden,22,2,,Sí,PVC  - Polyvinyl Chloride,AWM; CL2/CMG; CMG/FT4,,,,,,
3085A,Belden 3085A — 22/1P-24/1P DeviceBus Cable TC I/O Shield CMG/CL2 PVC/FPE/CPE 300V,Cables especiales,Cables apantallados,Belden,22,2,,Sí,CPE - Chlorinated Polyethylene,CL2/CMG; CMG/FT4,,,,,,
3087A,Belden 3087A — 22/2P DeviceBus for Honeywell SDS TC Inner Shield CL2 FPE/PVC 300V,Cables especiales,Cables apantallados,Belden,22,2,30 V,Sí,PVC  - Polyvinyl Chloride,AWM; CL2; FT1,,,,,,
3088A,Belden 3088A — 18/1P 600V Cable para bandeja BC Shielded TC/NPLF PVCNYL/PVC,Cables especiales,Cable para bandeja / tray cable,Belden,18,1,600,Sí,PVC - Polyvinyl Chloride,FT4 1685; NPLF TC,,,,,,
3089A,Belden 3089A — 18/1TR 600V Cable para bandeja BC Shielded TC-ER/NPLF PVCNYL/PVC,Cables especiales,Cable para bandeja / tray cable,Belden,18,1,600 V,Sí,PVC  - Polyvinyl Chloride,TC/NLPF; FT4,,,,,,
3090A,Belden 3090A — 16/1P 600V Cable para bandeja BC Shielded TC/NPLF PVCNYL/PVC,Cables especiales,Cable para bandeja / tray cable,Belden,16,1,600 V,Sí,PVC  - Polyvinyl Chloride,TC/NLPF; FT4,,,,,,
3090AE,Belden 3090AE — 16/1P 600V Cable para bandeja w/Ground BC Shielded TC-ER/NPLF PVCNYL/PVC,Cables especiales,Cable para bandeja / tray cable,Belden,16,1,600 V,Sí,PVC  - Polyvinyl Chloride,TC-ER; FT4,,,,,,
3091A,Belden 3091A — 16/1TR 600V Cable para bandeja BC Shielded TC-ER/NPLF PVCNYL/PVC,Cables especiales,Cable para bandeja / tray cable,Belden,16,1,600 V,Sí,PVC  - Polyvinyl Chloride,TC/NLPF; FT4,,,,,,
3092A,Belden 3092A — 18 AWG Coax RG-6/U ControlBus Cable BCCS Quad Shield CMR FPE/PVC 300V,Cables especiales,Cable coaxial,Belden,18,1,,Sí,PVC - Polyvinyl Chloride,CL2R/CMR; CMG/FT4,,,,,,
3092A-5,Belden 3092A-5 — 18 AWG Coax RG-6/U ControlBus Cable BCCS Quad Shield CMR FPE/PVC 300V,Cables especiales,Cable coaxial,Belden,18,1,,Sí,PVC - Polyvinyl Chloride,CL2R/CMR; CMG/FT4,,,,,,
3092F,Belden 3092F — 20 AWG Coax RG-6/U ControlBus Cable BC Quad Shield CMR FPE/PVC 300V,Cables especiales,Cable coaxial,Belden,20,1,,Sí,PVC - Polyvinyl Chloride,CL2R/CMR; CMG/FT4,,,,,,
3093A,Belden 3093A — 18 AWG Coax RG-6/U ControlBus Cable BCCS Quad Shield CMP FFEP/PVDF 300V,Cables especiales,Cable coaxial,Belden,18,1,,Sí,PVDF - Polyvinylidene Fluoride,CMP; CMP/FT6,,,,,,
3094A,Belden 3094A — 14 AWG Coax RG-11/U ControlBus Cable BCCS Quad Shield CMR FPE/PVC 300V,Cables especiales,Cable coaxial,Belden,14,1,,Sí,PVC - Polyvinyl Chloride,CLSR/CMR; CMG/FT4,,,,,,
3105A,Belden 3105A — 22/1P EIA Industrial RS-485 Cable TC Shielded PLTC/CM PE/PVC 300V,Cables especiales,Cables de instrumentación,,22,1,300 V,Sí,PVC - Polyvinyl Chloride,PLTC/ITC; CM/PLTC; CM/FT1,,,,,,
3106A,Belden 3106A — 22/1P + 22/1C EIA Industrial RS-485 Cable TC Shielded PLTC/CM PE/PVC 300V,Cables especiales,Cables de instrumentación,,22,1,300 V,Sí,PVC - Polyvinyl Chloride,PLTC/ITC; CM/PLTC; CM/FT1,,,,,,
3107A,Belden 3107A — 22/2P EIA Industrial RS-485 Cable TC Shielded PLTC/CM PE/PVC 300V,Cables especiales,Cables de instrumentación,,22,2,300 V,Sí,PVC - Polyvinyl Chloride,PLTC/ITC; CM/PLTC; CM/FT1,,,,,,
3108A,Belden 3108A — 22/3P EIA Industrial RS-485 Cable TC Shielded PLTC/CM PE/PVC 300V,Cables especiales,Cables de instrumentación,,22,3,300 V,Sí,PVC - Polyvinyl Chloride,PLTC/ITC; CM/PLTC; CM/FT1,,,,,,
3109A,Belden 3109A — 22/4P EIA Industrial RS-485 Cable TC Shielded PLTC/CM PE/PVC 300V,Cables especiales,Cables de instrumentación,,22,4,300 V,Sí,PVC - Polyvinyl Chloride,PLTC/ITC; CM/PLTC; CM/FT1,,,,,,
3120A,Belden 3120A — 24/3P DeviceBus Cable TC Shielded AWM 20233 PE/PUR 300V,Cables especiales,Cables apantallados,Belden,22,3,300 V,Sí,PUR - Polyurethane,AWM,,,,,,
3125A,Belden 3125A — 16/1P-22/1P DeviceBus Cable TC Shielded CM FPE/FPE/PVC 300V,Cables especiales,Cables apantallados,Belden,16,2,150 V,Sí,PVC - Polyvinyl Chloride,UL 1685; CL2/CM; CM,,,,,,
34410,Belden 34410 — Hook-up/Lead - UL AWM Style 3191 10/1C TC HYPALON,Cables especiales,Cables apantallados,Belden,10,1,600 V,Sí,,3191,,,,,,
34414,Belden 34414 — Hook-up/Lead - UL AWM Style 3191 14/1C TC HYPALON,Cables especiales,Cables apantallados,Belden,14,1,600 V,Sí,,3191,,,,,,
34418,Belden 34418 — Hook-up/Lead - UL AWM Style 3191 18/1C TC HYPALON,Cables especiales,Cables apantallados,Belden,10,1,600 V,Sí,,3191,,,,,,
37104,Belden 37104 — Hook-up/Lead - UL AWM Style 3340 and 3374 4/1C TC EPDM,Cables especiales,Cables apantallados,Belden,4,1,600 V,Sí,,3340,,,,,,
37110,Belden 37110 — Hook-up/Lead - UL AWM Style 3340 and 3374 10/1C TC EPDM,Cables especiales,Cables apantallados,Belden,10,1,600 V,Sí,,3340,,,,,,
37112,Belden 37112 — Hook-up/Lead - UL AWM Style 3340 and 3374 12/1C TC EPDM,Cables especiales,Cables apantallados,Belden,12,1,600 V,Sí,,3340,,,,,,
37114,Belden 37114 — Hook-up/Lead - UL AWM Style 3340 and 3374 14/1C TC EPDM,Cables especiales,Cables apantallados,Belden,14,1,600 V,Sí,,3340,,,,,,
37118,Belden 37118 — Hook-up/Lead - UL AWM Style 3340 and 3374 18/1C TC EPDM,Cables especiales,Cables apantallados,Belden,18,1,600 V,Sí,,3340,,,,,,
37540,Belden 37540 — Hook-up/Lead - UL AWM Style 3499 4/0-1C EPDM TC 805*26 TC,Cables especiales,Cables apantallados,Belden,4/0,1,7500 V,Sí,,AWM 3499,,,,,,
5000FE,Belden 5000FE — Cable multiconductor - Commercial Audio Systems - 2 Conductors Cabled 12/2C BC PVC/P,Cables de control,,Belden,12,2,300 V,Sí,PVC - Polyvinyl Chloride,CMR; CMG/FT4,,,,,,
5000UE,Belden 5000UE — 12/2C Cable de altavoz BC NS CL3R-FPLR PP/PVC 300V Gray 1000 ft Reel,Cables de control,,Belden,12,2,300 V,Sí,PVC - Polyvinyl Chloride,CMR/CL3R,,,,,,
5000UP,Belden 5000UP — 12/2C Cable de altavoz BC NS CL3 PVC/PVC 300V Black 1000 ft Reel,Cables de control,,Belden,12,2,300 V,Sí,PVC - Polyvinyl Chloride,1685; CL3,,,,,,
5020UL,Belden 5020UL — 12/2C Fire Cable de alarma BC NS FPLR PP/PVC 300V Red 1000 ft Reel,Cables de control,,Belden,12,2,300 V,Sí,PVC - Polyvinyl Chloride,FPLR; CMG/FT4,,,,,,
5100FE,Belden 5100FE — Cable multiconductor - Commercial Audio Systems - 2 Conductors Cabled 14/2C BC PVC/P,Cables de control,,Belden,14,2,300 V,Sí,PVC - Polyvinyl Chloride,CMR; CMG/FT4,,,,,,
5100UE,Belden 5100UE — 14/2C Cable de altavoz BC NS CL3R-FPLR PP/PVC 300V Gray 500 ft Reel,Cables de control,,Belden,14,2,300 V,Sí,PVC - Polyvinyl Chloride,CMR/CL3R,,,,,,
5101UE,Belden 5101UE — Cable multiconductor - Commercial Audio Systems 14/3C BC PVC/PVC,Cables de control,,Belden,14,3,300 V,Sí,PVC - Polyvinyl Chloride,CMR/CL3R,,,,,,
