sku_candidato,nombre_fuente,categoria_fuente_slug,subcategoria_fuente_slug,producto_url,imagen_url_externa,titulo_imagen_fuente,ultima_actualizacion_fuente,estado_contenido,estado_imagen,notas,sku_fuente,nombre_catalogo,categoria_url_fuente,imagen_thumbnail_url
CC-CABLE-ENCAUCHETADO-3X10-CU,Cable Encauchetado 3X10 Cu,cable-encauchetado,cable-encauchetado-cobre,https://cablescolombia.com/producto/cable-encauchetado-3x10-cu,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/524/7d587d186c658ac0.webp,Cable Encauchetado 3X10 Cu,2026-08-02,requiere_revision,requiere_permiso,"Inventario desde sitemap público. Validar SKU, ficha técnica, descripción propia, categoría Surtilec y permiso de imagen antes de importar.",,,,
CC-CABLE-ENCAUCHETADO-3X12-CU,Cable Encauchetado 3X12 Cu,cable-encauchetado,cable-encauchetado-cobre,https://cablescolombia.com/producto/cable-encauchetado-3x12-cu,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/525/01a921ddf9c0a11d.webp,Cable Encauchetado 3X12 Cu,2026-08-02,requiere_revision,requiere_permiso,"Inventario desde sitemap público. Validar SKU, ficha técnica, descripción propia, categoría Surtilec y permiso de imagen antes de importar.",,,,
CC-CABLE-ENCAUCHETADO-3X14-CU,Cable Encauchetado 3X14 Cu,cable-encauchetado,cable-encauchetado-cobre,https://cablescolombia.com/producto/cable-encauchetado-3x14-cu,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/526/f8b74c52158697ef.webp,Cable Encauchetado 3X14 Cu,2026-08-02,requiere_revision,requiere_permiso,"Inventario desde sitemap público. Validar SKU, ficha técnica, descripción propia, categoría Surtilec y permiso de imagen antes de importar.",,,,
CC-CABLE-ENCAUCHETADO-3X16-CU,Cable Encauchetado 3X16 Cu,cable-encauchetado,cable-encauchetado-cobre,https://cablescolombia.com/producto/cable-encauchetado-3x16-cu,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/527/e59e289671fe94b0.webp,Cable Encauchetado 3X16 Cu,2026-08-02,requiere_revision,requiere_permiso,"Inventario desde sitemap público. Validar SKU, ficha técnica, descripción propia, categoría Surtilec y permiso de imagen antes de importar.",,,,
CC-CABLE-ENCAUCHETADO-3X18-CU,Cable Encauchetado 3X18 Cu,cable-encauchetado,cable-encauchetado-cobre,https://cablescolombia.com/producto/cable-encauchetado-3x18-cu,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/528/28e05914bdd2594b.webp,Cable Encauchetado 3X18 Cu,2026-08-02,requiere_revision,requiere_permiso,"Inventario desde sitemap público. Validar SKU, ficha técnica, descripción propia, categoría Surtilec y permiso de imagen antes de importar.",,,,
CC-CABLE-ENCAUCHETADO-4X8-CU,Cable Encauchetado 4X8 Cu,cable-encauchetado,cable-encauchetado-cobre,https://cablescolombia.com/producto/cable-encauchetado-4x8-cu,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/533/e59bc0e3e14b58f9.webp,Cable Encauchetado 4X8 Cu,2026-08-02,requiere_revision,requiere_permiso,"Inventario desde sitemap público. Validar SKU, ficha técnica, descripción propia, categoría Surtilec y permiso de imagen antes de importar.",CBE-10034975,Cable Encauchetado 4X8 Cu,https://cablescolombia.com/categoria/cable-encauchetado/cable-encauchetado-cobre,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/533/thumb/b16ad629a58408f1f9aadb53a8641102.webp
CC-CABLE-ENCAUCHETADO-4X10-CU,Cable Encauchetado 4X10 Cu,cable-encauchetado,cable-encauchetado-cobre,https://cablescolombia.com/producto/cable-encauchetado-4x10-cu,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/534/e608a37aa1034d96.webp,Cable Encauchetado 4X10 Cu,2026-08-02,requiere_revision,requiere_permiso,"Inventario desde sitemap público. Validar SKU, ficha técnica, descripción propia, categoría Surtilec y permiso de imagen antes de importar.",,,,
CC-CABLE-ENCAUCHETADO-4X12-CU,Cable Encauchetado 4X12 Cu,cable-encauchetado,cable-encauchetado-cobre,https://cablescolombia.com/producto/cable-encauchetado-4x12-cu,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/535/0984c9d8fb2d6130.webp,Cable Encauchetado 4X12 Cu,2026-08-02,requiere_revision,requiere_permiso,"Inventario desde sitemap público. Validar SKU, ficha técnica, descripción propia, categoría Surtilec y permiso de imagen antes de importar.",CBE-10034814,Cable Encauchetado 4X12 Cu,https://cablescolombia.com/categoria/cable-encauchetado/cable-encauchetado-cobre,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/535/thumb/01eb15e657b6855afe3a3df8721b1dcb.webp
CC-CABLE-ENCAUCHETADO-4X14-CU,Cable Encauchetado 4X14 Cu,cable-encauchetado,cable-encauchetado-cobre,https://cablescolombia.com/producto/cable-encauchetado-4x14-cu,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/537/e9e2b82b8b3f3628.webp,Cable Encauchetado 4X14 Cu,2026-08-02,requiere_revision,requiere_permiso,"Inventario desde sitemap público. Validar SKU, ficha técnica, descripción propia, categoría Surtilec y permiso de imagen antes de importar.",,,,
CC-CABLE-ENCAUCHETADO-4X16-CU,Cable Encauchetado 4X16 Cu,cable-encauchetado,cable-encauchetado-cobre,https://cablescolombia.com/producto/cable-encauchetado-4x16-cu,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/538/b6452519b3ab50fa.webp,Cable Encauchetado 4X16 Cu,2026-08-02,requiere_revision,requiere_permiso,"Inventario desde sitemap público. Validar SKU, ficha técnica, descripción propia, categoría Surtilec y permiso de imagen antes de importar.",CBE-10034797,Cable Encauchetado 4X16 Cu,https://cablescolombia.com/categoria/cable-encauchetado/cable-encauchetado-cobre,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/538/thumb/65597264f5abc855673dbbe3e1a2f555.webp
CC-CABLE-ENCAUCHETADO-4X18-CU,Cable Encauchetado 4X18 Cu,cable-encauchetado,cable-encauchetado-cobre,https://cablescolombia.com/producto/cable-encauchetado-4x18-cu,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/540/4133abca9bdfca70.webp,Cable Encauchetado 4X18 Cu,2026-08-02,requiere_revision,requiere_permiso,"Inventario desde sitemap público. Validar SKU, ficha técnica, descripción propia, categoría Surtilec y permiso de imagen antes de importar.",,,,
CC-CABLE-ENCAUCHETADO-LIBRE-DE-HALOGENOS-STF-LS-2X18AWG,Cable Encauchetado Libre De Halogenos STF LS 2X18AWG,cable-encauchetado,cable-encauchetado-libre-de-halogenos,https://cablescolombia.com/producto/cable-encauchetado-libre-de-halogenos-stf-ls-2x18awg,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/82084/99bec7e6ab728dcd.webp,Cable Encauchetado Libre De Halogenos STF LS 2X18AWG,2026-08-02,requiere_revision,requiere_permiso,"Inventario desde sitemap público. Validar SKU, ficha técnica, descripción propia, categoría Surtilec y permiso de imagen antes de importar.",,,,
CC-CABLE-ENCAUCHETADO-LIBRE-DE-HALOGENOS-STF-LS-3X18AWG,Cable Encauchetado Libre De Halogenos STF LS 3X18AWG,cable-encauchetado,cable-encauchetado-libre-de-halogenos,https://cablescolombia.com/producto/cable-encauchetado-libre-de-halogenos-stf-ls-3x18awg,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/82085/cfa4771417a166ea.webp,Cable Encauchetado Libre De Halogenos STF LS 3X18AWG,2026-08-02,requiere_revision,requiere_permiso,"Inventario desde sitemap público. Validar SKU, ficha técnica, descripción propia, categoría Surtilec y permiso de imagen antes de importar.",,,,
CC-CABLE-ENCAUCHETADO-LIBRE-DE-HALOGENOS-STF-LS-4X18AWG,Cable Encauchetado Libre De Halogenos STF LS 4X18AWG,cable-encauchetado,cable-encauchetado-libre-de-halogenos,https://cablescolombia.com/producto/cable-encauchetado-libre-de-halogenos-stf-ls-4x18awg,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/82086/dd4f93666e3c09c2.webp,Cable Encauchetado Libre De Halogenos STF LS 4X18AWG,2026-08-02,requiere_revision,requiere_permiso,"Inventario desde sitemap público. Validar SKU, ficha técnica, descripción propia, categoría Surtilec y permiso de imagen antes de importar.",,,,
CC-CABLE-ENCAUCHETADO-LIBRE-DE-HALOGENOS-STF-LS-2X16AWG,Cable Encauchetado Libre De Halogenos STF LS 2X16AWG,cable-encauchetado,cable-encauchetado-libre-de-halogenos,https://cablescolombia.com/producto/cable-encauchetado-libre-de-halogenos-stf-ls-2x16awg,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/82087/086ab7795cb669ff.webp,Cable Encauchetado Libre De Halogenos STF LS 2X16AWG,2026-08-02,requiere_revision,requiere_permiso,"Inventario desde sitemap público. Validar SKU, ficha técnica, descripción propia, categoría Surtilec y permiso de imagen antes de importar.",,,,
CC-CABLE-ENCAUCHETADO-LIBRE-DE-HALOGENOS-STF-LS-3X16AWG,Cable Encauchetado Libre De Halogenos STF LS 3X16AWG,cable-encauchetado,cable-encauchetado-libre-de-halogenos,https://cablescolombia.com/producto/cable-encauchetado-libre-de-halogenos-stf-ls-3x16awg,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/82088/9da4674d8e42a6ae.webp,Cable Encauchetado Libre De Halogenos STF LS 3X16AWG,2026-08-02,requiere_revision,requiere_permiso,"Inventario desde sitemap público. Validar SKU, ficha técnica, descripción propia, categoría Surtilec y permiso de imagen antes de importar.",,,,
CC-CABLE-ENCAUCHETADO-LIBRE-DE-HALOGENOS-STF-LS-4X16AWG,Cable Encauchetado Libre De Halogenos STF LS 4X16AWG,cable-encauchetado,cable-encauchetado-libre-de-halogenos,https://cablescolombia.com/producto/cable-encauchetado-libre-de-halogenos-stf-ls-4x16awg,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/82089/d77f683d36a211d4.webp,Cable Encauchetado Libre De Halogenos STF LS 4X16AWG,2026-08-02,requiere_revision,requiere_permiso,"Inventario desde sitemap público. Validar SKU, ficha técnica, descripción propia, categoría Surtilec y permiso de imagen antes de importar.",,,,
CC-CABLE-ENCAUCHETADO-LIBRE-DE-HALOGENOS-STF-LS-2X14AWG,Cable Encauchetado Libre De Halogenos STF LS 2X14AWG,cable-encauchetado,cable-encauchetado-libre-de-halogenos,https://cablescolombia.com/producto/cable-encauchetado-libre-de-halogenos-stf-ls-2x14awg,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/82090/10857f8b9baa33de.webp,Cable Encauchetado Libre De Halogenos STF LS 2X14AWG,2026-08-02,requiere_revision,requiere_permiso,"Inventario desde sitemap público. Validar SKU, ficha técnica, descripción propia, categoría Surtilec y permiso de imagen antes de importar.",,,,
CC-CABLE-ENCAUCHETADO-LIBRE-DE-HALOGENOS-STF-LS-3X14AWG,Cable Encauchetado Libre De Halogenos STF LS 3X14AWG,cable-encauchetado,cable-encauchetado-libre-de-halogenos,https://cablescolombia.com/producto/cable-encauchetado-libre-de-halogenos-stf-ls-3x14awg,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/82091/2ef7696bb58cc3b0.webp,Cable Encauchetado Libre De Halogenos STF LS 3X14AWG,2026-08-02,requiere_revision,requiere_permiso,"Inventario desde sitemap público. Validar SKU, ficha técnica, descripción propia, categoría Surtilec y permiso de imagen antes de importar.",,,,
CC-CABLE-ENCAUCHETADO-LIBRE-DE-HALOGENOS-STF-LS-4X14AWG,Cable Encauchetado Libre De Halogenos STF LS 4X14AWG,cable-encauchetado,cable-encauchetado-libre-de-halogenos,https://cablescolombia.com/producto/cable-encauchetado-libre-de-halogenos-stf-ls-4x14awg,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/82092/3d8f04526d36bd28.webp,Cable Encauchetado Libre De Halogenos STF LS 4X14AWG,2026-08-02,requiere_revision,requiere_permiso,"Inventario desde sitemap público. Validar SKU, ficha técnica, descripción propia, categoría Surtilec y permiso de imagen antes de importar.",,,,
CC-CABLE-ENCAUCHETADO-LIBRE-DE-HALOGENOS-STF-LS-2X12AWG,Cable Encauchetado Libre De Halogenos STF LS 2X12AWG,cable-encauchetado,cable-encauchetado-libre-de-halogenos,https://cablescolombia.com/producto/cable-encauchetado-libre-de-halogenos-stf-ls-2x12awg,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/82093/9efd367ef0cb550f.webp,Cable Encauchetado Libre De Halogenos STF LS 2X12AWG,2026-08-02,requiere_revision,requiere_permiso,"Inventario desde sitemap público. Validar SKU, ficha técnica, descripción propia, categoría Surtilec y permiso de imagen antes de importar.",,,,
CC-CABLE-ENCAUCHETADO-LIBRE-DE-HALOGENOS-STF-LS-3X12AWG,Cable Encauchetado Libre De Halogenos STF LS 3X12AWG,cable-encauchetado,cable-encauchetado-libre-de-halogenos,https://cablescolombia.com/producto/cable-encauchetado-libre-de-halogenos-stf-ls-3x12awg,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/82094/31c09b1ada410540.webp,Cable Encauchetado Libre De Halogenos STF LS 3X12AWG,2026-08-02,requiere_revision,requiere_permiso,"Inventario desde sitemap público. Validar SKU, ficha técnica, descripción propia, categoría Surtilec y permiso de imagen antes de importar.",,,,
CC-CABLE-ENCAUCHETADO-LIBRE-DE-HALOGENOS-STF-LS-4X12AWG,Cable Encauchetado Libre De Halogenos STF LS 4X12AWG,cable-encauchetado,cable-encauchetado-libre-de-halogenos,https://cablescolombia.com/producto/cable-encauchetado-libre-de-halogenos-stf-ls-4x12awg,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/82095/7520dde2e4357f9d.webp,Cable Encauchetado Libre De Halogenos STF LS 4X12AWG,2026-08-02,requiere_revision,requiere_permiso,"Inventario desde sitemap público. Validar SKU, ficha técnica, descripción propia, categoría Surtilec y permiso de imagen antes de importar.",,,,
CC-CABLE-ENCAUCHETADO-LIBRE-DE-HALOGENOS-STF-LS-2X10AWG,Cable Encauchetado Libre De Halogenos STF LS 2X10AWG,cable-encauchetado,cable-encauchetado-libre-de-halogenos,https://cablescolombia.com/producto/cable-encauchetado-libre-de-halogenos-stf-ls-2x10awg,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/82096/8a08961a40a7b3e7.webp,Cable Encauchetado Libre De Halogenos STF LS 2X10AWG,2026-08-02,requiere_revision,requiere_permiso,"Inventario desde sitemap público. Validar SKU, ficha técnica, descripción propia, categoría Surtilec y permiso de imagen antes de importar.",,,,
CC-CABLE-ENCAUCHETADO-LIBRE-DE-HALOGENOS-STF-LS-3X10AWG,Cable Encauchetado Libre De Halogenos STF LS 3X10AWG,cable-encauchetado,cable-encauchetado-libre-de-halogenos,https://cablescolombia.com/producto/cable-encauchetado-libre-de-halogenos-stf-ls-3x10awg,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/82097/94a38f920552f5ef.webp,Cable Encauchetado Libre De Halogenos STF LS 3X10AWG,2026-08-02,requiere_revision,requiere_permiso,"Inventario desde sitemap público. Validar SKU, ficha técnica, descripción propia, categoría Surtilec y permiso de imagen antes de importar.",,,,
CC-CABLE-ENCAUCHETADO-LIBRE-DE-HALOGENOS-STF-LS-4X10AWG,Cable Encauchetado Libre De Halogenos STF LS 4X10AWG,cable-encauchetado,cable-encauchetado-libre-de-halogenos,https://cablescolombia.com/producto/cable-encauchetado-libre-de-halogenos-stf-ls-4x10awg,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/82098/302b0ab01ecdab93.webp,Cable Encauchetado Libre De Halogenos STF LS 4X10AWG,2026-08-02,requiere_revision,requiere_permiso,"Inventario desde sitemap público. Validar SKU, ficha técnica, descripción propia, categoría Surtilec y permiso de imagen antes de importar.",,,,
CC-CABLE-ENCAUCHETADO-LIBRE-DE-HALOGENOS-STF-LS-2X8AWG,Cable Encauchetado Libre De Halogenos STF LS 2X8AWG,cable-encauchetado,cable-encauchetado-libre-de-halogenos,https://cablescolombia.com/producto/cable-encauchetado-libre-de-halogenos-stf-ls-2x8awg,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/82099/35517b3e790d71f1.webp,Cable Encauchetado Libre De Halogenos STF LS 2X8AWG,2026-08-02,requiere_revision,requiere_permiso,"Inventario desde sitemap público. Validar SKU, ficha técnica, descripción propia, categoría Surtilec y permiso de imagen antes de importar.",,,,
CC-CABLE-ENCAUCHETADO-LIBRE-DE-HALOGENOS-STF-LS-3X8AWG,Cable Encauchetado Libre De Halogenos STF LS 3X8AWG,cable-encauchetado,cable-encauchetado-libre-de-halogenos,https://cablescolombia.com/producto/cable-encauchetado-libre-de-halogenos-stf-ls-3x8awg,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/82100/af72a1994f10ecb3.webp,Cable Encauchetado Libre De Halogenos STF LS 3X8AWG,2026-08-02,requiere_revision,requiere_permiso,"Inventario desde sitemap público. Validar SKU, ficha técnica, descripción propia, categoría Surtilec y permiso de imagen antes de importar.",,,,
CC-CABLE-ENCAUCHETADO-LIBRE-DE-HALOGENOS-STF-LS-4X8AWG,Cable Encauchetado Libre De Halogenos STF LS 4X8AWG,cable-encauchetado,cable-encauchetado-libre-de-halogenos,https://cablescolombia.com/producto/cable-encauchetado-libre-de-halogenos-stf-ls-4x8awg,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/82101/c0e4fc3ea757cc63.webp,Cable Encauchetado Libre De Halogenos STF LS 4X8AWG,2026-08-02,requiere_revision,requiere_permiso,"Inventario desde sitemap público. Validar SKU, ficha técnica, descripción propia, categoría Surtilec y permiso de imagen antes de importar.",,,,
CC-CABLE-DUPLEX-POLARIZADO-2X10-CU,Cable Dúplex Polarizado 2X10 Cu,cable-duplex,cable-duplex-polarizado-cu,https://cablescolombia.com/producto/cable-duplex-polarizado-2x10-cu,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/504/ef9bfa6f34c36f61.webp,Cable Dúplex Polarizado 2X10 Cu,2026-08-02,requiere_revision,requiere_permiso,"Inventario desde sitemap público. Validar SKU, ficha técnica, descripción propia, categoría Surtilec y permiso de imagen antes de importar.",,,,
CC-CABLE-DUPLEX-POLARIZADO-2X12-CU,Cable Dúplex Polarizado 2X12 Cu,cable-duplex,cable-duplex-polarizado-cu,https://cablescolombia.com/producto/cable-duplex-polarizado-2x12-cu,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/505/b47311ba0c46f3e4.webp,Cable Dúplex Polarizado 2X12 Cu,2026-08-02,requiere_revision,requiere_permiso,"Inventario desde sitemap público. Validar SKU, ficha técnica, descripción propia, categoría Surtilec y permiso de imagen antes de importar.",,,,
CC-CABLE-DUPLEX-POLARIZADO-2X14-CU,Cable Dúplex Polarizado 2X14 Cu,cable-duplex,cable-duplex-polarizado-cu,https://cablescolombia.com/producto/cable-duplex-polarizado-2x14-cu,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/506/db1593ca74ca682f.webp,Cable Dúplex Polarizado 2X14 Cu,2026-08-02,requiere_revision,requiere_permiso,"Inventario desde sitemap público. Validar SKU, ficha técnica, descripción propia, categoría Surtilec y permiso de imagen antes de importar.",,,,
CC-CABLE-DUPLEX-POLARIZADO-2X16-CU-3,Cable Duplex Polarizado 2X16 Cu,cable-duplex,cable-duplex-polarizado-cu,https://cablescolombia.com/producto/cable-duplex-polarizado-2x16-cu_3,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/507/105afa5863081d0f.webp,Cable Duplex Polarizado 2X16 Cu,2026-08-02,requiere_revision,requiere_permiso,"Inventario desde sitemap público. Validar SKU, ficha técnica, descripción propia, categoría Surtilec y permiso de imagen antes de importar.",,,,
CC-CABLE-DUPLEX-POLARIZADO-2X18-CU,Cable Dúplex Polarizado 2X18 Cu,cable-duplex,cable-duplex-polarizado-cu,https://cablescolombia.com/producto/cable-duplex-polarizado-2x18-cu,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/508/ecb525b8bb9cfd9e.webp,Cable Dúplex Polarizado 2X18 Cu,2026-08-02,requiere_revision,requiere_permiso,"Inventario desde sitemap público. Validar SKU, ficha técnica, descripción propia, categoría Surtilec y permiso de imagen antes de importar.",,,,
CC-CABLE-DUPLEX-POLARIZADO-2X20-CU,Cable Dúplex Polarizado 2X20 Cu,cable-duplex,cable-duplex-polarizado-cu,https://cablescolombia.com/producto/cable-duplex-polarizado-2x20-cu,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/509/d44fa344794a6ef8.webp,Cable Dúplex Polarizado 2X20 Cu,2026-08-02,requiere_revision,requiere_permiso,"Inventario desde sitemap público. Validar SKU, ficha técnica, descripción propia, categoría Surtilec y permiso de imagen antes de importar.",,,,
CC-CABLE-DUPLEX-2X10-CU,Cable Duplex 2X10 Cu,cable-duplex,cable-duplex-flexible-cu-cca,https://cablescolombia.com/producto/cable-duplex-2x10-cu,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/490/f4ac2b6acefb1ca3.webp,Cable Duplex 2X10 Cu,2026-08-02,requiere_revision,requiere_permiso,"Inventario desde sitemap público. Validar SKU, ficha técnica, descripción propia, categoría Surtilec y permiso de imagen antes de importar.",,,,
CC-CABLE-DUPLEX-2X12-CU,Cable Duplex 2X12 Cu,cable-duplex,cable-duplex-flexible-cu-cca,https://cablescolombia.com/producto/cable-duplex-2x12-cu,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/494/e616f2fe2f3f813a.webp,Cable Duplex 2X12 Cu,2026-08-02,requiere_revision,requiere_permiso,"Inventario desde sitemap público. Validar SKU, ficha técnica, descripción propia, categoría Surtilec y permiso de imagen antes de importar.",,,,
CC-CABLE-DUPLEX-2X14-CU,Cable Duplex 2X14 Cu,cable-duplex,cable-duplex-flexible-cu-cca,https://cablescolombia.com/producto/cable-duplex-2x14-cu,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/495/efa6b780d6cdfe4c.webp,Cable Duplex 2X14 Cu,2026-08-02,requiere_revision,requiere_permiso,"Inventario desde sitemap público. Validar SKU, ficha técnica, descripción propia, categoría Surtilec y permiso de imagen antes de importar.",,,,
CC-CABLE-DUPLEX-2X16-CU,Cable Duplex 2X16 Cu,cable-duplex,cable-duplex-flexible-cu-cca,https://cablescolombia.com/producto/cable-duplex-2x16-cu,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/498/a851fa2bec2ec7d7.webp,Cable Duplex 2X16 Cu,2026-08-02,requiere_revision,requiere_permiso,"Inventario desde sitemap público. Validar SKU, ficha técnica, descripción propia, categoría Surtilec y permiso de imagen antes de importar.",,,,
CC-CABLE-DUPLEX-2X18-CU,Cable Duplex 2X18 Cu,cable-duplex,cable-duplex-flexible-cu-cca,https://cablescolombia.com/producto/cable-duplex-2x18-cu,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/499/be6b5045d2caf4f5.webp,Cable Duplex 2X18 Cu,2026-08-02,requiere_revision,requiere_permiso,"Inventario desde sitemap público. Validar SKU, ficha técnica, descripción propia, categoría Surtilec y permiso de imagen antes de importar.",,,,
CC-CABLE-DUPLEX-2X14-NEGRO-CU,Cable Duplex 2X14 Negro Cu,cable-duplex,cable-duplex-flexible-cu-cca,https://cablescolombia.com/producto/cable-duplex-2x14-negro-cu,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/500/167c27b087ef1dcd.webp,Cable Duplex 2X14 Negro Cu,2026-08-02,requiere_revision,requiere_permiso,"Inventario desde sitemap público. Validar SKU, ficha técnica, descripción propia, categoría Surtilec y permiso de imagen antes de importar.",,,,
CC-CABLE-DUPLEX-2X16-NEGRO-CU,Cable Duplex 2X16 Negro Cu,cable-duplex,cable-duplex-flexible-cu-cca,https://cablescolombia.com/producto/cable-duplex-2x16-negro-cu,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/501/f0b94a151dabff40.webp,Cable Duplex 2X16 Negro Cu,2026-08-02,requiere_revision,requiere_permiso,"Inventario desde sitemap público. Validar SKU, ficha técnica, descripción propia, categoría Surtilec y permiso de imagen antes de importar.",,,,
CC-CABLE-DUPLEX-DESOXIGENADO-N10-CU-AL,Cable Duplex Desoxigenado N10 Cu - Al,cable-duplex,cable-duplex-desoxigenado-cu-al,https://cablescolombia.com/producto/cable-duplex-desoxigenado-n10-cu-al,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/479/73aeebd575ab2389.webp,Cable Duplex Desoxigenado N10 Cu - Al,2026-08-02,requiere_revision,requiere_permiso,"Inventario desde sitemap público. Validar SKU, ficha técnica, descripción propia, categoría Surtilec y permiso de imagen antes de importar.",,,,
CC-CABLE-DUPLEX-DESOXIGENADO-N12-CU-AL,Cable Duplex Desoxigenado N12 Cu - Al,cable-duplex,cable-duplex-desoxigenado-cu-al,https://cablescolombia.com/producto/cable-duplex-desoxigenado-n12-cu-al,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/480/0910b0af7199b63f.webp,Cable Duplex Desoxigenado N12 Cu - Al,2026-08-02,requiere_revision,requiere_permiso,"Inventario desde sitemap público. Validar SKU, ficha técnica, descripción propia, categoría Surtilec y permiso de imagen antes de importar.",,,,
CC-CABLE-DUPLEX-DESOXIGENADO-N14-CU-AL,Cable Duplex Desoxigenado N14 Cu - Al,cable-duplex,cable-duplex-desoxigenado-cu-al,https://cablescolombia.com/producto/cable-duplex-desoxigenado-n14-cu-al,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/481/119d63051d615c1a.webp,Cable Duplex Desoxigenado N14 Cu - Al,2026-08-02,requiere_revision,requiere_permiso,"Inventario desde sitemap público. Validar SKU, ficha técnica, descripción propia, categoría Surtilec y permiso de imagen antes de importar.",,,,
CC-CABLE-DUPLEX-DESOXIGENADO-N16-CU-AL,Cable Duplex Desoxigenado N16 Cu - Al,cable-duplex,cable-duplex-desoxigenado-cu-al,https://cablescolombia.com/producto/cable-duplex-desoxigenado-n16-cu-al,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/482/93df9af4ddba7913.webp,Cable Duplex Desoxigenado N16 Cu - Al,2026-08-02,requiere_revision,requiere_permiso,"Inventario desde sitemap público. Validar SKU, ficha técnica, descripción propia, categoría Surtilec y permiso de imagen antes de importar.",,,,
CC-CABLE-DUPLEX-DESOXIGENADO-N18-CU-AL,Cable Duplex Desoxigenado N18 Cu - Al,cable-duplex,cable-duplex-desoxigenado-cu-al,https://cablescolombia.com/producto/cable-duplex-desoxigenado-n18-cu-al,https://multimedia02.s3.us-east-2.amazonaws.com/Produccion/tiendas/127/productos/483/6b515b3427f3f71b.webp,Cable Duplex Desoxigenado N18 Cu - Al,2026-08-02,requiere_revision,requiere_permiso,"Inventario desde sitemap público. Validar SKU, ficha técnica, descripción propia, categoría Surtilec y permiso de imagen antes de importar.",,,,
