sku,nombre,estado_staging,source_key,nota_staging
SRT-PENDING-1166A4BE4FAB,Pendiente de verificación - Cable Aislado Thhw Cu N12 Azul,pendiente_investigacion,CC-CABLE-AISLADO-THHW-CU-N12-AZUL,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-75C2F07B5EC2,Pendiente de verificación - Cable Aislado Thhw Cu N12 Rojo,pendiente_investigacion,CC-CABLE-AISLADO-THHW-CU-N12-ROJO,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-DFD91AC5C680,Pendiente de verificación - Cable Aislado Thhw Cu N12 Negro,pendiente_investigacion,CC-CABLE-AISLADO-THHW-CU-N12-NEGRO,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-6C3361585ADF,Pendiente de verificación - Cable Aislado Thhw Cu N12 Blanco,pendiente_investigacion,CC-CABLE-AISLADO-THHW-CU-N12-BLANCO,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-756929C8D6E7,Pendiente de verificación - Cable Aislado Thhw Cu N12 Amarillo,pendiente_investigacion,CC-CABLE-AISLADO-THHW-CU-N12-AMARILLO,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-86987D275B9F,Pendiente de verificación - Cable Aislado Thhw Cu N12 Verde,pendiente_investigacion,CC-CABLE-AISLADO-THHW-CU-N12-VERDE,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-21FD6C300A41,Pendiente de verificación - Cable Aislado Thhw Cu N10 Blanco,pendiente_investigacion,CC-CABLE-AISLADO-THHW-CU-N10-BLANCO,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-F5A166F079E1,Pendiente de verificación - Cable Aislado Thhw Cu N10 Amarillo,pendiente_investigacion,CC-CABLE-AISLADO-THHW-CU-N10-AMARILLO,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-60537BFEA285,Pendiente de verificación - Cable Aislado Thhw Cu N10 Rojo,pendiente_investigacion,CC-CABLE-AISLADO-THHW-CU-N10-ROJO,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-AD03162171F4,Pendiente de verificación - Cable Aislado Thhw Cu N10 Azul,pendiente_investigacion,CC-CABLE-AISLADO-THHW-CU-N10-AZUL,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-C19135D919A3,Pendiente de verificación - Cable Aislado Thhw Cu N10 Verde,pendiente_investigacion,CC-CABLE-AISLADO-THHW-CU-N10-VERDE,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-B4C4339BB418,Pendiente de verificación - Cable Aislado Thhw Cu N10 Negro,pendiente_investigacion,CC-CABLE-AISLADO-THHW-CU-N10-NEGRO,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-BF4F71F6A068,Pendiente de verificación - Cable Aislado Thhw Cu N8 Verde,pendiente_investigacion,CC-CABLE-AISLADO-THHW-CU-N8-VERDE,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-CCECBBFDD5DE,Pendiente de verificación - Cable Aislado Thhw Cu N8 Azul,pendiente_investigacion,CC-CABLE-AISLADO-THHW-CU-N8-AZUL,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-816DD2F59DE2,Pendiente de verificación - Cable Aislado Thhw Cu N8 Blanco,pendiente_investigacion,CC-CABLE-AISLADO-THHW-CU-N8-BLANCO,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-CB8A583550CE,Pendiente de verificación - Cable Aislado Thhw Cu N8 Negro,pendiente_investigacion,CC-CABLE-AISLADO-THHW-CU-N8-NEGRO,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-8F3183B05B49,Pendiente de verificación - Cable Aislado Thhw Cu N8 Rojo,pendiente_investigacion,CC-CABLE-AISLADO-THHW-CU-N8-ROJO,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-073A5AB5611A,Pendiente de verificación - Cable Aislado Thhw Cu N8 Amarillo,pendiente_investigacion,CC-CABLE-AISLADO-THHW-CU-N8-AMARILLO,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-DDE1F397583D,Pendiente de verificación - Cable Aislado Thhw Cu 3X12 Trenzado Rojo,pendiente_investigacion,CC-CABLE-AISLADO-THHW-CU-3X12-TRENZADO-ROJO,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-692D488C739A,Pendiente de verificación - Cable Aislado Thhw Cu 3X12 Trenzado Azul,pendiente_investigacion,CC-CABLE-AISLADO-THHW-CU-3X12-TRENZADO-AZUL,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-0793CB189B99,Pendiente de verificación - Cable Aislado Thhw Cu N6 Amarillo,pendiente_investigacion,CC-CABLE-AISLADO-THHW-CU-N6-AMARILLO,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-E165E6F74DD3,Pendiente de verificación - Cable Aislado Thhw Cu N6 Azul,pendiente_investigacion,CC-CABLE-AISLADO-THHW-CU-N6-AZUL,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-92276926BA9C,Pendiente de verificación - Cable Aislado Thhw Cu N6 Blanco,pendiente_investigacion,CC-CABLE-AISLADO-THHW-CU-N6-BLANCO,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-1EE8DD2575A6,Pendiente de verificación - Cable Aislado Thhw Cu N6 Negro,pendiente_investigacion,CC-CABLE-AISLADO-THHW-CU-N6-NEGRO,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-6BA5A1DAA2AC,Pendiente de verificación - Cable Aislado Thhw Cu N6 Rojo,pendiente_investigacion,CC-CABLE-AISLADO-THHW-CU-N6-ROJO,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-8B3722E7CB2B,Pendiente de verificación - Cable Aislado Thhw Cu N6 Verde,pendiente_investigacion,CC-CABLE-AISLADO-THHW-CU-N6-VERDE,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-0CEB7A30C550,Pendiente de verificación - Cable Aislado Thhw Cu N4,pendiente_investigacion,CC-CABLE-AISLADO-THHW-CU-N4,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-1CEB98D50A52,Pendiente de verificación - Cable Aislado Thhw Cu N2,pendiente_investigacion,CC-CABLE-AISLADO-THHW-CU-N2,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-CCD73200B6F2,Pendiente de verificación - Cable Aislado Thhw Cu 1/0,pendiente_investigacion,CC-CABLE-AISLADO-THHW-CU-1-0,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-F261807B9900,Pendiente de verificación - Cable Aislado Thhw Cu 2/0,pendiente_investigacion,CC-CABLE-AISLADO-THHW-CU-2-0,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-4C460F3BCB10,Pendiente de verificación - Cable Aislado Thhw Cu 3/0,pendiente_investigacion,CC-CABLE-AISLADO-THHW-CU-3-0,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-B03FCD60601B,Pendiente de verificación - Cable Aislado Thhw Cu 4/0,pendiente_investigacion,CC-CABLE-AISLADO-THHW-CU-4-0,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-03893103C5CC,Pendiente de verificación - Cable Aislado Thhw Cu 250MCM,pendiente_investigacion,CC-CABLE-AISLADO-THHW-CU-250MCM,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-BB2B59952D1B,Pendiente de verificación - Cable Aislado Thhw Cu 350MCM,pendiente_investigacion,CC-CABLE-AISLADO-THHW-CU-350MCM,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-920AA95588FF,Pendiente de verificación - Cable Aislado Thhw Cu 500MCM,pendiente_investigacion,CC-CABLE-AISLADO-THHW-CU-500MCM,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-5D89757874CE,Pendiente de verificación - Cable Aislado Thhw Cu 400MCM,pendiente_investigacion,CC-CABLE-AISLADO-THHW-CU-400MCM,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-86DB4130DA9A,Pendiente de verificación - Cable Aislado Thhw Cu N14 Amarillo,pendiente_investigacion,CC-CABLE-AISLADO-THHW-CU-N14-AMARILLO,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-780ABB517110,Pendiente de verificación - Alambre Desnudo N14 x Metro,pendiente_investigacion,CC-ALAMBRE-DESNUDO-N14-X-METRO,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-1804F14F0031,Pendiente de verificación - Alambre Desnudo N12 x Metro,pendiente_investigacion,CC-ALAMBRE-DESNUDO-N12-X-METRO,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-CCE01012E007,Pendiente de verificación - Alambre Desnudo N10 x Metro,pendiente_investigacion,CC-ALAMBRE-DESNUDO-N10-X-METRO,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-E8DD5A6639BC,Pendiente de verificación - Alambre Desnudo N8 x Metro,pendiente_investigacion,CC-ALAMBRE-DESNUDO-N8-X-METRO,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-97A4BB65EF11,Pendiente de verificación - Cable Desnudo Cobre N14,pendiente_investigacion,CC-CABLE-DESNUDO-COBRE-N14,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-62ECCB9CBC7F,Pendiente de verificación - Cable Desnudo Cobre N12,pendiente_investigacion,CC-CABLE-DESNUDO-COBRE-N12,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-3E3E2E48D6A4,Pendiente de verificación - Cable Desnudo Cobre N10,pendiente_investigacion,CC-CABLE-DESNUDO-COBRE-N10,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-54AFC653C391,Pendiente de verificación - Cable Desnudo Cobre N8,pendiente_investigacion,CC-CABLE-DESNUDO-COBRE-N8,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-77E92A904BC9,Pendiente de verificación - Cable Desnudo Cobre N6,pendiente_investigacion,CC-CABLE-DESNUDO-COBRE-N6,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-84502B5390F0,Pendiente de verificación - Cable Desnudo Cobre N4,pendiente_investigacion,CC-CABLE-DESNUDO-COBRE-N4,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-8E7EFB9E9172,Pendiente de verificación - Cable Desnudo Cobre N2,pendiente_investigacion,CC-CABLE-DESNUDO-COBRE-N2,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-53E9D5D96B7F,Pendiente de verificación - Cable Desnudo Cobre 1/0,pendiente_investigacion,CC-CABLE-DESNUDO-COBRE-1-0,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-8EAF5D9C2C85,Pendiente de verificación - Cable Desnudo Cobre 2/0,pendiente_investigacion,CC-CABLE-DESNUDO-COBRE-2-0,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-54D394A49AB8,Pendiente de verificación - Cable Desnudo Cobre 4/0,pendiente_investigacion,CC-CABLE-DESNUDO-COBRE-4-0,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-F0425DF85B52,Pendiente de verificación - Cable Desnudo Cobre 3/0,pendiente_investigacion,CC-CABLE-DESNUDO-COBRE-3-0-3,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-69E2CF6A9559,Pendiente de verificación - Cable Libre de Halógeno N14 Amarillo Cu,pendiente_investigacion,CC-CABLE-LIBRE-DE-HALOGENO-N14-AMARILLO-CU,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-A0314224E766,Pendiente de verificación - Cable Libre de Halógeno N14 Azul Cu,pendiente_investigacion,CC-CABLE-LIBRE-DE-HALOGENO-N14-AZUL-CU,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-C94E1E870A26,Pendiente de verificación - Cable Libre de Halógeno N14 Blanco Cu,pendiente_investigacion,CC-CABLE-LIBRE-DE-HALOGENO-N14-BLANCO-CU,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-04ACB9EA61A1,Pendiente de verificación - Cable Libre de Halógeno N14 Negro Cu,pendiente_investigacion,CC-CABLE-LIBRE-DE-HALOGENO-N14-NEGRO-CU,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-756CD6407BE0,Pendiente de verificación - Cable Libre de Halógeno N14 Rojo Cu,pendiente_investigacion,CC-CABLE-LIBRE-DE-HALOGENO-N14-ROJO-CU,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-4BC064D08D6A,Pendiente de verificación - Cable Libre de Halógeno N14 Verde Cu,pendiente_investigacion,CC-CABLE-LIBRE-DE-HALOGENO-N14-VERDE-CU,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-7369268D0BC2,Pendiente de verificación - Cable Libre de Halógeno N12 Negro Cu,pendiente_investigacion,CC-CABLE-LIBRE-DE-HALOGENO-N12-NEGRO-CU,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-A0245B1C009E,Pendiente de verificación - Cable Libre de Halógeno N12 Amarillo,pendiente_investigacion,CC-CABLE-LIBRE-DE-HALOGENO-N12-AMARILLO,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-440FF4D96875,Pendiente de verificación - Cable Libre de Halógeno N12 Azul Cu,pendiente_investigacion,CC-CABLE-LIBRE-DE-HALOGENO-N12-AZUL-CU,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-10BAA11455B0,Pendiente de verificación - Cable Libre de Halógeno N12 Blanco Cu,pendiente_investigacion,CC-CABLE-LIBRE-DE-HALOGENO-N12-BLANCO-CU,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-243D5EC2CB12,Pendiente de verificación - Cable Libre de Halógeno N12 Rojo Cu,pendiente_investigacion,CC-CABLE-LIBRE-DE-HALOGENO-N12-ROJO-CU,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-754DB4144A5A,Pendiente de verificación - Cable Libre de Halógeno N12 Verde Cu,pendiente_investigacion,CC-CABLE-LIBRE-DE-HALOGENO-N12-VERDE-CU,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-FE40981C6EE2,Pendiente de verificación - Cable Libre de Halógeno N10 Amarillo Cu,pendiente_investigacion,CC-CABLE-LIBRE-DE-HALOGENO-N10-AMARILLO-CU,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-8A5260740314,Pendiente de verificación - Cable Libre de Halógeno N10 Azul Cu,pendiente_investigacion,CC-CABLE-LIBRE-DE-HALOGENO-N10-AZUL-CU,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-EB924394D412,Pendiente de verificación - Cable Libre de Halógeno N10 Blanco Cu,pendiente_investigacion,CC-CABLE-LIBRE-DE-HALOGENO-N10-BLANCO-CU-6,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-04898B1D8929,Pendiente de verificación - Cable Libre de Halógeno N10 Negro Cu,pendiente_investigacion,CC-CABLE-LIBRE-DE-HALOGENO-N10-NEGRO-CU,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-CBCDD04A16CB,Pendiente de verificación - Cable Libre de Halógeno N10 Rojo Cu,pendiente_investigacion,CC-CABLE-LIBRE-DE-HALOGENO-N10-ROJO-CU,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-9D1C28539091,Pendiente de verificación - Cable Libre de Halógeno N10 Verde Cu,pendiente_investigacion,CC-CABLE-LIBRE-DE-HALOGENO-N10-VERDE-CU,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-B30A4A9CBDD7,Pendiente de verificación - Cable Libre de Halógeno N8 Amarillo Cu,pendiente_investigacion,CC-CABLE-LIBRE-DE-HALOGENO-N8-AMARILLO-CU,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-1B13B1046562,Pendiente de verificación - Cable Libre de Halógeno N8 Azul Cu,pendiente_investigacion,CC-CABLE-LIBRE-DE-HALOGENO-N8-AZUL-CU,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-35553BFE8787,Pendiente de verificación - Cable Libre de Halógeno N8 Blanco Cu,pendiente_investigacion,CC-CABLE-LIBRE-DE-HALOGENO-N8-BLANCO-CU,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-D7EDD3DFC08C,Pendiente de verificación - Cable Libre de Halógeno N8 Negro Cu,pendiente_investigacion,CC-CABLE-LIBRE-DE-HALOGENO-N8-NEGRO-CU,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-A97EFB583217,Pendiente de verificación - Cable Libre de Halógeno N8 Rojo Cu,pendiente_investigacion,CC-CABLE-LIBRE-DE-HALOGENO-N8-ROJO-CU,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-CEC6A01178EF,Pendiente de verificación - Cable Libre de Halógeno N8 Verde Cu,pendiente_investigacion,CC-CABLE-LIBRE-DE-HALOGENO-N8-VERDE-CU,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-A046D906ADB0,Pendiente de verificación - Cable Libre de Halógeno N6 Amarillo Cu,pendiente_investigacion,CC-CABLE-LIBRE-DE-HALOGENO-N6-AMARILLO-CU,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-07FA0BD6AEB2,Pendiente de verificación - Cable Libre de Halógeno N6 Azul Cu,pendiente_investigacion,CC-CABLE-LIBRE-DE-HALOGENO-N6-AZUL-CU,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-2089E87C0AAF,Pendiente de verificación - Cable Libre de Halógeno N6 Blanco Cu,pendiente_investigacion,CC-CABLE-LIBRE-DE-HALOGENO-N6-BLANCO-CU,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-077F4FF8E9DE,Pendiente de verificación - Cable Libre de Halógeno N6 Negro Cu,pendiente_investigacion,CC-CABLE-LIBRE-DE-HALOGENO-N6-NEGRO-CU,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-82C171848667,Pendiente de verificación - Cable Libre de Halógeno N6 Rojo Cu,pendiente_investigacion,CC-CABLE-LIBRE-DE-HALOGENO-N6-ROJO-CU,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-C88FD9CE58CA,Pendiente de verificación - Cable Libre de Halógeno N6 Verde Cu,pendiente_investigacion,CC-CABLE-LIBRE-DE-HALOGENO-N6-VERDE-CU,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-DB9D247A6425,Pendiente de verificación - Cable Libre de Halógeno N4 Cu,pendiente_investigacion,CC-CABLE-LIBRE-DE-HALOGENO-N4-CU,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-8D8F8E0DCE81,Pendiente de verificación - Cable Libre de Halógeno N2 Cu,pendiente_investigacion,CC-CABLE-LIBRE-DE-HALOGENO-N2-CU,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-029EB10AC9CB,Pendiente de verificación - Cable Libre de Halógeno N1/0 Cu,pendiente_investigacion,CC-CABLE-LIBRE-DE-HALOGENO-N1-0-CU,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-388A73331D8A,Pendiente de verificación - Cable Libre de Halógeno N2/0 Cu,pendiente_investigacion,CC-CABLE-LIBRE-DE-HALOGENO-N2-0-CU,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-017B0187FD40,Pendiente de verificación - Cable Libre de Halógeno N4/0 Cu,pendiente_investigacion,CC-CABLE-LIBRE-DE-HALOGENO-N4-0-CU,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-AE93C6CB0019,Pendiente de verificación - Cable Libre de Halógeno N3/0 Cu,pendiente_investigacion,CC-CABLE-LIBRE-DE-HALOGENO-N3-0-CU,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-38E9EBE15577,Pendiente de verificación - Cable Libre de Halógeno N250 Cu,pendiente_investigacion,CC-CABLE-LIBRE-DE-HALOGENO-N250-CU,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-02119178F055,Pendiente de verificación - Cable Libre de Halógeno N300 Cu,pendiente_investigacion,CC-CABLE-LIBRE-DE-HALOGENO-N300-CU,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-971D42F0840C,Pendiente de verificación - Cable Libre de Halógeno N350 Cu,pendiente_investigacion,CC-CABLE-LIBRE-DE-HALOGENO-N350-CU,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-F7158784A620,Pendiente de verificación - Cable Libre de Halógeno N500 Cu,pendiente_investigacion,CC-CABLE-LIBRE-DE-HALOGENO-N500-CU,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-ENCAU-7x16AWG-CU,Pendiente de verificación - Cable Encauchetado 7X16 AWG CU,pendiente_piloto,CC-CABLE-ENCAUCHETADO-7X16-AWG-CU,La tabla Termoflex MP revisada no publica 7 conductores en 16 AWG.
SRT-ENCAU-7x14AWG-CU,Pendiente de verificación - Cable Encauchetado 7X14 AWG CU,pendiente_piloto,CC-CABLE-ENCAUCHETADO-7X14-AWG-CU,La tabla Termoflex MP revisada no publica 7 conductores en 14 AWG.
SRT-ENCAU-7x10AWG-CU,Pendiente de verificación - Cable Encauchetado 7X10 AWG CU,pendiente_piloto,CC-CABLE-ENCAUCHETADO-7X10-AWG-CU,La tabla Termoflex MP revisada no publica 7 conductores en 10 AWG.
SRT-ENCAU-6x18AWG-CU,Pendiente de verificación - Cable Encauchetado 6X18 AWG CU,pendiente_piloto,CC-CABLE-ENCAUCHETADO-6X18-AWG-CU,La tabla Termoflex MP revisada no publica 6 conductores en 18 AWG.
SRT-ENCAU-6x16AWG-CU,Pendiente de verificación - Cable Encauchetado 6X16 AWG Cu,pendiente_piloto,CC-CABLE-ENCAUCHETADO-6X16-AWG-CU,La tabla Termoflex MP revisada no publica 6 conductores en 16 AWG.
SRT-ENCAU-6x14AWG-CU,Pendiente de verificación - Cable Encauchetado 6X14 AWG CU,pendiente_piloto,CC-CABLE-ENCAUCHETADO-6X14-AWG-CU,La tabla Termoflex MP revisada no publica 6 conductores en 14 AWG.
SRT-ENCAU-6x12AWG-CU,Pendiente de verificación - Cable Encauchetado 6X12 AWG CU,pendiente_piloto,CC-CABLE-ENCAUCHETADO-6X12-AWG-CU,La tabla Termoflex MP revisada no publica 6 conductores en 12 AWG.
SRT-ENCAU-5x18AWG-CU,Pendiente de verificación - Cable Encauchetado 5X18 AWG Cu,pendiente_piloto,CC-CABLE-ENCAUCHETADO-5X18-AWG-CU,La tabla Termoflex MP revisada no publica 5 conductores en 18 AWG.
SRT-ENCAU-5x16AWG-CU,Pendiente de verificación - Cable Encauchetado 5X16 AWG Cu,pendiente_piloto,CC-CABLE-ENCAUCHETADO-5X16-AWG-CU,La tabla Termoflex MP revisada no publica 5 conductores en 16 AWG.
SRT-PENDING-79A2BDF66D2B,Pendiente de verificación - Cable Encauchetado 3X10 Cu,pendiente_investigacion,CC-CABLE-ENCAUCHETADO-3X10-CU,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-93AC5F0F0161,Pendiente de verificación - Cable Encauchetado 3X12 Cu,pendiente_investigacion,CC-CABLE-ENCAUCHETADO-3X12-CU,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-E11C429FBC9C,Pendiente de verificación - Cable Encauchetado 3X14 Cu,pendiente_investigacion,CC-CABLE-ENCAUCHETADO-3X14-CU,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-9C954DF4F63F,Pendiente de verificación - Cable Encauchetado 3X16 Cu,pendiente_investigacion,CC-CABLE-ENCAUCHETADO-3X16-CU,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-F5F1E89CBB39,Pendiente de verificación - Cable Encauchetado 3X18 Cu,pendiente_investigacion,CC-CABLE-ENCAUCHETADO-3X18-CU,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-8851C823D3C1,Pendiente de verificación - Cable Encauchetado 4X8 Cu,pendiente_investigacion,CC-CABLE-ENCAUCHETADO-4X8-CU,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-9E30CCD48105,Pendiente de verificación - Cable Encauchetado 4X10 Cu,pendiente_investigacion,CC-CABLE-ENCAUCHETADO-4X10-CU,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-69DA3B02F573,Pendiente de verificación - Cable Encauchetado 4X12 Cu,pendiente_investigacion,CC-CABLE-ENCAUCHETADO-4X12-CU,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-5DC320A76AD7,Pendiente de verificación - Cable Encauchetado 4X14 Cu,pendiente_investigacion,CC-CABLE-ENCAUCHETADO-4X14-CU,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-19640B390520,Pendiente de verificación - Cable Encauchetado 4X16 Cu,pendiente_investigacion,CC-CABLE-ENCAUCHETADO-4X16-CU,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
SRT-PENDING-D23957217C5F,Pendiente de verificación - Cable Encauchetado 4X18 Cu,pendiente_investigacion,CC-CABLE-ENCAUCHETADO-4X18-CU,"Referencia descubierta; ficha oficial exacta, marca e imagen todavía pendientes."
