sku,nombre_provisional,estado_staging,marca,referencia_fabricante,enlace_producto_oficial,enlace_ficha_tecnica,enlace_imagen_directa,estado_derechos_imagen,referencia_permiso_imagen,datos_confirmados,observaciones
SRT-PENDING-7802C84DE1B3,Pendiente de verificación - Cable Aluminio 4 Awg Serie 8000,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-BD8088AD9745,Pendiente de verificación - Cable Aluminio 2 Awg Serie 8000,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-D2AF8D0AFA5B,Pendiente de verificación - Cable Aluminio 1/0 Awg Serie 8000,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-17B5235302EA,Pendiente de verificación - Cable Aluminio 2/0 Awg Serie 8000,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-FE68D8389306,Pendiente de verificación - Cable Aluminio 4/0 Awg Serie 8000,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-E4C3804FAEF6,Pendiente de verificación - Cable Aluminio 250 Kcmil Serie 8000,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-08F3829DA7AE,Pendiente de verificación - Cable Aluminio 350 Kcmil Serie 8000,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-2B93CC066BC7,Pendiente de verificación - Cable Aluminio 500 Kcmil Serie 8000,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-B57B2EE1A859,Pendiente de verificación - Cable Aluminio S8000 Libre de Halógeno N6,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-B046A49FCC82,Pendiente de verificación - Cable Aluminio S8000 Libre de Halógeno N4,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-7246E8E3A573,Pendiente de verificación - Cable Aluminio Serie 8000 Libre de Halógeno N2,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-C775808B3073,Pendiente de verificación - Cable Aluminio Serie 8000 Libre de Halógeno 1/0,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-CDB94E717A0C,Pendiente de verificación - Cable Aluminio Serie 8000 Libre de Halógeno 2/0,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-510C78A9F1D1,Pendiente de verificación - Cable Aluminio Serie 8000 Libre de Halógeno 4/0,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-A0CFFB40DD66,Pendiente de verificación - Cable Aluminio Serie 8000 Libre de Halógeno 250kcm,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-C395AD6C2B57,Pendiente de verificación - Cable Aluminio Serie 8000 Libre de Halógeno 350kcm,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-4648B0B0D442,Pendiente de verificación - Cable Aluminio Serie 8000 Libre de Halógeno 500kcm,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-263562792023,Pendiente de verificación - Cable Aluminio ACSR 336.4 Kcmil (26/7),pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-FEDCA5B2130A,Pendiente de verificación - Cable Aluminio ACSR 266.8 Kcmil (26/7),pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-FA246626787C,Pendiente de verificación - Cable Aluminio ACSR 266.8 Kcmil (18/1),pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-067154A42972,Pendiente de verificación - Cable ACSR 2,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-0F15D54AACAC,Pendiente de verificación - Cable ACSR 1/0,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-A73CFC9A0727,Pendiente de verificación - Cable ACSR 2/0,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-266E0D610A17,Pendiente de verificación - Cable ACSR 4/0,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-5023C4F2A294,Pendiente de verificación - Cable ACSR 3/0,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-9E98C10B8CED,Pendiente de verificación - Cable Aluminio Acsr 4awg Desnudo,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-A69BDCC48792,Pendiente de verificación - Cable Aluminio Acsr 266.8kcmil,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-8044A4C1B9DC,Pendiente de verificación - Cable Aluminio Cuadruplex Aislado 3x4/0 + 4/0 N.A XLPE,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-75B78DEB2833,Pendiente de verificación - Cable Aluminio Cuadruplex Aislado 3x4/0 + 2/0 N.A XLPE,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-B1B9FD4A3D6D,Pendiente de verificación - Cable Aluminio Cuadruplex Aislado 3x4/0 + 1/0 N.A XLPE,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-27D8B25958DA,Pendiente de verificación - Cable Aluminio Cuadruplex Aislado 3x2/0 + 2/0 N.A XLPE,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-D96DEC8CDC15,Pendiente de verificación - Cable Aluminio Cuadruplex Aislado 3x2/0 + 1/0 N.A XLPE,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-4713A378D085,Pendiente de verificación - Cable Aluminio Cuadruplex Aislado 3x1/0 + 1/0 N.A XLPE,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-2104A7D24A9E,Pendiente de verificación - Cable Aluminio Cuadruplex Aislado 3x1/0 + 2 N.A XLPE,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-6B93A56C256A,Pendiente de verificación - Cable Aluminio Cuadruplex Aislado 3x2 + 1/0 N.A XLPE,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-34D217C09266,Pendiente de verificación - Cable Aluminio Cuadruplex Aislado 3x2 + 2 N.A XLPE,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-042EE4D4AB06,Pendiente de verificación - Cable Aluminio Cuadruplex Aislado 3x4 + 4 N.A XLPE,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-196E7A66EC82,Pendiente de verificación - Cable Aluminio Cuadruplex Desnudo 3x4/0 + 4/0 N.D XLPE,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-6D4A60D14D34,Pendiente de verificación - Cable Aluminio Cuadruplex Desnudo 3x4/0 + 2/0 N.D XLPE,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-84363C00914B,Pendiente de verificación - Cable Aluminio Cuadruplex Desnudo 3x2/0 + 2/0 N.D XLPE,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-E00051A36FB6,Pendiente de verificación - Cable Aluminio Cuadruplex Desnudo 3x2/0 + 1/0 N.D XLPE,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-FB07F7E9A51B,Pendiente de verificación - Cable Aluminio Cuadruplex Desnudo 3x1/0 + 1/0 N.D XLPE,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-34CD8C37BC1C,Pendiente de verificación - Cable Aluminio Cuadruplex Desnudo 3x1/0 + 2 N.D XLPE,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-2D1847DB2E7B,Pendiente de verificación - Cable Aluminio Cuadruplex Desnudo 3x2 + 2 N.D XLPE,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-F8A7919373AD,Pendiente de verificación - Cable Aluminio Cuadruplex Desnudo 3x2 + 4 N.D XLPE,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-3BD5191D4ECE,Pendiente de verificación - Cable Aluminio Cuadruplex Desnudo 3x4 + 4 N.D XLPE,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-1FA91735D6F2,Pendiente de verificación - Cable Aluminio Cuadruplex Desnudo 3x6 + 6 N.D XLPE,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-4667F1459C76,Pendiente de verificación - Cable Aluminio Triplex Desnudo 2x4/0 + 4/0 N.D XLPE,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-A6EB12EB3ABE,Pendiente de verificación - Cable Aluminio Triplex Desnudo 2x4/0 + 2/0 N.D XLPE,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-98CDD9236AD2,Pendiente de verificación - Cable Aluminio Triplex Desnudo 2x2/0 + 2/0 N.D XLPE,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-4316A8FAA999,Pendiente de verificación - Cable Aluminio Triplex Desnudo 2x2/0 + 1/0 N.D XLPE,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-9EC49C7A28A9,Pendiente de verificación - Cable Aluminio Triplex Desnudo 2x1/0 + 1/0 N.D XLPE,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-3364423C1A92,Pendiente de verificación - Cable Aluminio Triplex Desnudo 2x1/0 + 2 N.D XLPE,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-6CB32956DF6E,Pendiente de verificación - Cable Aluminio Triplex Desnudo 2x2 + 2 N.D XLPE,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-4F6FC158B6F6,Pendiente de verificación - Cable Aluminio Triplex Desnudo 2x2 + 4 N.D XLPE,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-B16203A08F0E,Pendiente de verificación - Cable Aluminio Triplex Desnudo 2x4 + 4 N.D XLPE,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-9F87DBDC8A7A,Pendiente de verificación - Cable Aluminio Triplex Desnudo 2x6 + 6 N.D XLPE,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-97BC9D6F9F20,Pendiente de verificación - Cable Aluminio Triplex Aislado 2x1/0 + 123.3 Kcmil AAAC N.A,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-489F09CF9F93,Pendiente de verificación - Cable Aluminio Triplex Aislado 2x4/0 + 4/0 N.A XLPE,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-A489247D6512,Pendiente de verificación - Cable Aluminio Triplex Aislado 2x4/0 + 2/0 N.A XLPE,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-781A57233F63,Pendiente de verificación - Cable Aluminio Triplex Aislado 2x2/0 + 2/0 N.A XLPE,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-4867D6D22AAF,Pendiente de verificación - Cable Aluminio Triplex Aislado 2x2/0 + 1/0 N.A XLPE,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-B11AA016E2B8,Pendiente de verificación - Cable Aluminio Triplex Aislado 2x1/0 + 1/0 N.A XLPE,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-BEE533777F39,Pendiente de verificación - Cable Aluminio Triplex Aislado 2x1/0 + 2 N.A XLPE,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-F0C739013C64,Pendiente de verificación - Cable Aluminio Triplex Aislado 2x2 + 1/0 N.A XLPE,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-FEF1B0043135,Pendiente de verificación - Cable Aluminio Triplex Aislado 2x2 + 2 N.A XLPE,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-9D6BDB0B6AF8,Pendiente de verificación - Cable Aluminio Triplex Aislado 2x4 + 2 N.A XLPE,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-A5F2945A3C24,Pendiente de verificación - Cable Aluminio Triplex Aislado 2x4 + 4 N.A XLPE,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-8C051F2F5E7C,Pendiente de verificación - Cable Aluminio Duplex Desnudo 1X2 + 2 N.D XLPE,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-DDC30E095636,Pendiente de verificación - Cable Aluminio Duplex Desnudo 1X4 + 4 N.D XLPE,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-9B3D2F96EFA8,Pendiente de verificación - Cable Aluminio Duplex 1x2+ 2 N.A XLPE,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-AD0F27BB25AA,Pendiente de verificación - Cable Aluminio Duplex 1x4+ 4 N.A XLPE,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-061EAC97419A,Pendiente de verificación - Cable Bateria N4,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-358405226874,Pendiente de verificación - Cable Bateria N2,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-CTRL-7x12AWG-CU-PVC,Pendiente de verificación - Cable Control 7x12 AWG PC Cu PVC,pendiente_piloto,,,,,,pendiente,,pendiente,
SRT-CTRL-2x14-20AWG-CU-PVC-600V,Pendiente de verificación - Cable Control 2x14+20 awg cu pvc tc ls 90°c 600v,pendiente_piloto,,,,,,pendiente,,pendiente,
SRT-CTRL-4x14-20AWG-CU-PVC-600V,Pendiente de verificación - Cable Control 4x14+20 awg cu pvc tc ls 90°c 600v,pendiente_piloto,,,,,,pendiente,,pendiente,
SRT-CTRL-6x14-20AWG-CU-PVC-600V,Pendiente de verificación - Cable Control 6x14+20 awg cu pvc tc ls 90°c 600v,pendiente_piloto,,,,,,pendiente,,pendiente,
SRT-CTRL-9x14-20AWG-CU-PVC-600V,Pendiente de verificación - Cable Control 9x14+20 awg cu pvc tc ls 90°c 600v,pendiente_piloto,,,,,,pendiente,,pendiente,
SRT-CTRL-2x12-20AWG-CU-PVC-600V,Pendiente de verificación - Cable Control 2x12+20 awg cu pvc tc ls 90°c 600v,pendiente_piloto,,,,,,pendiente,,pendiente,
SRT-CTRL-4x12-20AWG-CU-PVC-600V,Pendiente de verificación - Cable Control 4x12+20 awg cu pvc tc ls 90°c 600v,pendiente_piloto,,,,,,pendiente,,pendiente,
SRT-CTRL-6x12-20AWG-CU-PVC-600V,Pendiente de verificación - Cable Control 6x12+20 awg cu pvc tc ls 90°c 600v,pendiente_piloto,,,,,,pendiente,,pendiente,
SRT-CTRL-9x12-20AWG-CU-PVC-600V,Pendiente de verificación - Cable Control 9x12+20 awg cu pvc tc ls 90°c 600v,pendiente_piloto,,,,,,pendiente,,pendiente,
SRT-CTRL-2x10-20AWG-CU-PVC-600V,Pendiente de verificación - Cable Control 2x10+20 awg cu pvc tc ls 90°c 600v,pendiente_piloto,,,,,,pendiente,,pendiente,
SRT-CTRL-4x10-20AWG-CU-PVC-600V,Pendiente de verificación - Cable Control 4x10+20 awg cu pvc tc ls 90°c 600v,pendiente_piloto,,,,,,pendiente,,pendiente,
SRT-CTRL-9x10-20AWG-CU-PVC-600V,Pendiente de verificación - Cable Control 9x10+20 awg cu pvc tc ls 90°c 600v,pendiente_piloto,,,,,,pendiente,,pendiente,
SRT-PENDING-D5407E35166B,Pendiente de verificación - Cable Acometida 1X8+8 Monofasico Cu,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-057D58022FDD,Pendiente de verificación - Cable Acometida 2X8+8 Bifasico Cu,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-3A016A2ED5CF,Pendiente de verificación - Cable Acometida 3X8+10 Trifásico Trébol Cu,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-4C5E4B9A7608,Pendiente de verificación - Cable Acometida 3X8+8 Trifásico Cu,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-CB11D6CC147A,Pendiente de verificación - Cable Acometida 3X6+8 Trifásico Trébol Cu,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-82211F992308,Pendiente de verificación - Cable Acometida 3X4+6 Trifásico Trébol Cu,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-84C5415A058A,Pendiente de verificación - Cable Acometida 3X2+4 Trebol Trifasico Cu,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-91D6A3C793FA,Pendiente de verificación - Cable Acometida Aluminio 1x6+6 Monofásico,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-8E11A5B06622,Pendiente de verificación - Cable Ecologico AL-ACSR 1/0 13.2KV/15KV,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-235E33CBA9A7,Pendiente de verificación - Cable Ecologico AL-ACSR 2/0 13.2KV/15KV,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-4F60E7FF2406,Pendiente de verificación - Cable Ecologico AL-ACSR 4/0 13.2KV/15KV,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-5EC7E5DAAF50,Pendiente de verificación - Cable Ecológico AL-ACSR 266.38 13.2KV/15KV,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-8FCC4E5B7572,Pendiente de verificación - Cable Ecologico AL-ACSR 1/0 34.5KV,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-78EE0A2AE0E5,Pendiente de verificación - Cable Ecologico AL-ACSR 2/0 34.5KV,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-35EE11579D66,Pendiente de verificación - Cable Ecologico AL-ACSR 4/0 34.5KV,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-E4258346E928,Pendiente de verificación - Cable Ecológico AL-ACSR 266.8 34.5KV,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-8E4A84C51885,Pendiente de verificación - Cable Fibra Optica LSZH 4 Núcleos Rollo 100m,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-A6602A7A1353,Pendiente de verificación - Cable Fibra Optica LSZH 2 Núcleos Rollo 100m,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-99E26045D3D7,Pendiente de verificación - Cable Fibra Optica LSZH 1 Núcleo Rollo 100m,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-DFC1513D0C3E,Pendiente de verificación - Cable Fibra Adss 24 Hilos - *2 Km (Uso Exterior - Span 100),pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-095A03DF0197,Pendiente de verificación - Cable Fibra Adss 12 Hilos - *2 Km (Uso Exterior - Span 100),pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-28C87BA093A9,Pendiente de verificación - Cable Fibra Adss 6 Hilos - *2 Km (Uso Exterior - Span 100),pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-AF3507515DDF,Pendiente de verificación - Cable Fibra Drop 2 Hilos Con Mensajero - * 1Km (Uso Exterior - Lszh),pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-9BEC9FA35927,Pendiente de verificación - Cable Fibra Drop 1 Hilo Con Mensajero - * 1Km (Uso Exterior - Lszh),pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-A1412AE78FD3,Pendiente de verificación - Cable Solar Fotovoltaico 4Mm2,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-805721FBF6F1,Pendiente de verificación - Cable Solar Fotovoltaico 6Mm2,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-9A88679D8AD6,Pendiente de verificación - Cable Solar Fotovoltaico 10Mm2,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-E67A9A1A46DB,Pendiente de verificación - Cable Solar Fotovoltaico 35Mm2,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-86A1C7E43C49,Pendiente de verificación - Cable Solar Fotovoltaico 16Mm2,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-03D1945CFA7D,Pendiente de verificación - Cable Solar Fotovoltaico 50Mm2,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-7D60DB9DFF53,Pendiente de verificación - Cable Iluminación AWM CC 10 AWG Cu PVC 105°,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-EA778CFDDA9B,Pendiente de verificación - Cable Iluminación AWM CC 12 AWG Cu PVC 105°,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-EAC8A473BFEB,Pendiente de verificación - Cable Iluminación AWM CC 14 AWG Cu PVC 105°,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-C4114DD1AC80,Pendiente de verificación - Cable Iluminación AWM CC 16 AWG Cu PVC 105°,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-412FFC5C94B9,Pendiente de verificación - Cable Iluminación AWM CC 18 AWG Cu PVC 105°,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-3370646577EB,Pendiente de verificación - Cable Iluminación AWM CC 20 AWG Cu PVC 105°,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-919E21897BBE,Pendiente de verificación - Cable Instrumentación 2x18+20 awg cu pvc tc 105°c 600v/300v,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-B4AEE6492655,Pendiente de verificación - Cable Instrumentación 3x18+20 awg cu pvc tc 105°c 600v/300v,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-94AC706D41A6,Pendiente de verificación - Cable Instrumentación 4x18+20 awg cu pvc tc 105°c 600v/300v,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-10B212FEBFFE,Pendiente de verificación - Cable Instrumentación 6x18+20 awg cu pvc tc 105°c 600v/300v,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-C1CC25DAE03E,Pendiente de verificación - Cable Instrumentación 12x18+20 awg cu pvc tc 105°c 600v/300v,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-8D5E569C3F69,Pendiente de verificación - Cable Instrumentación 18x18+20 awg cu pvc tc 105°c 600v/300v,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-F651D769D79D,Pendiente de verificación - Cable Instrumentación 2x16+20 awg cu pvc tc 105°c 600v/300v,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-A18F6A8F29EA,Pendiente de verificación - Cable Instrumentación 3x16+20 awg cu pvc tc 105°c 600v/300v,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-C4355DF306F7,Pendiente de verificación - Cable Instrumentación 4x16+20 awg cu pvc tc 105°c 600v/300v,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-14AF2C78A875,Pendiente de verificación - Cable Instrumentación 9x18+20 awg cu pvc tc 105°c 600v/300v,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-05B89A5D3499,Pendiente de verificación - Cable Instrumentación 9x16+20 awg cu pvc tc 105°c 600v/300v,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-9C5726EFF653,Pendiente de verificación - Cable Instrumentación 12x16+20 awg cu pvc tc 105°c 600v/300v,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-3772A6900D19,Pendiente de verificación - Cable Instrumentación 18x16+20 awg cu pvc tc 105°c 600v/300v,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-4DB43417FE55,Pendiente de verificación - Media Tensión Aluminio XLPE 35kV 133% PC PVC 2 AWG,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-7C4F0C4F8DDC,Pendiente de verificación - Media Tensión Aluminio XLPE 35kV 133% PC PVC 1/0 AWG,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-0E4D564DCC73,Pendiente de verificación - Media Tensión Aluminio XLPE 35kV 133% PC PVC 2/0 AWG,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-927455C1F75E,Pendiente de verificación - Media Tensión Aluminio XLPE 35kV 133% PC PVC 3/0 AWG,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-DD34CD3E0D87,Pendiente de verificación - Media Tensión Aluminio XLPE 35kV 133% PC PVC 4/0 AWG,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-0A2A49AD2D7A,Pendiente de verificación - Media Tensión Aluminio XLPE 35kV 133% PC PVC 250 kcmil,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-43D7CB471925,Pendiente de verificación - Media Tensión Aluminio XLPE 35kV 133% PC PVC 350 kcmil,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-1C231A9009BF,Pendiente de verificación - Media Tensión Aluminio XLPE 35kV 133% PC PVC 500 kcmil,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-4FC9B9A4A075,Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 35 kV 100% N=1/3 PVC 1/0 AWG,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-21FDEE12A15A,Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 35 kV 100% N=1/3 PVC 2/0 AWG,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-4CF105DE30C2,Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 35 kV 100% N=1/3 PVC 3/0 AWG,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-5EEA3418D619,Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 35 kV 100% N=1/3 PVC 4/0 AWG,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-664ADB6569BA,Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 35 kV 100% N=1/3 PVC 250 kcmil,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-24B076CA4A91,Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 35 kV 100% N=1/3 PVC 350 kcmil,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-4D7A8DBC465B,Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 35 kV 100% N=1/3 PVC 500 kcmil,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-5B87EE556F4F,Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 35 kV 133% N=1/3 PVC 1/0 AWG,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-36C5EDC88BF4,Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 35 kV 133% N=1/3 PVC 2/0 AWG,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-2805FE222FAB,Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 35 kV 133% N=1/3 PVC 3/0 AWG,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-7163D24622CF,Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 35 kV 133% N=1/3 PVC 4/0 AWG,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-FB810094753B,Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 35 kV 133% N=1/3 PVC 250 kcmil,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-05BE371389F4,Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 35 kV 133% N=1/3 PVC 350 kcmil,pendiente_investigacion,,,,,,pendiente,,pendiente,
