sku,nombre_provisional,estado_staging,marca,referencia_fabricante,enlace_producto_oficial,enlace_ficha_tecnica,enlace_imagen_directa,estado_derechos_imagen,referencia_permiso_imagen,datos_confirmados,observaciones
SRT-PENDING-45A5EB711460,Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 35 kV 133% N=1/3 PVC 500 kcmil,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-2B279C123F20,Pendiente de verificación - Cable Aluminio 1/0 AWG 15kV PH 100% N 100%,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-8190551DE932,Pendiente de verificación - Cable Aluminio 1/0 AWG 15kV PH 133%,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-A6E3F754CE04,Pendiente de verificación - Cable Aluminio 185mm² 15kV PH 100%,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-5DBBBDA2896B,Pendiente de verificación - Cable Aluminio 240mm² 15kV PH 100%,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-A2FFEA41745E,Pendiente de verificación - Cable Aluminio 95mm² 15kV PH 100%,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-D5281A627DB0,Pendiente de verificación - Cable Aluminio 70mm² 15kV PH 100%,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-34EF4D91B8ED,Pendiente de verificación - Cable Aluminio 240mm² 15kV PH 133%,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-3FCD38309023,Pendiente de verificación - Cable Aluminio 185mm² 15kV PH 133%,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-EF8381DEF90E,Pendiente de verificación - Cable Aluminio 120mm² 15kV PH 133%,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-C474385D0CD5,Pendiente de verificación - Cable Aluminio 95mm² 15kV PH 133%,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-58249E8B06CE,Pendiente de verificación - Cable Aluminio 70mm² 15kV PH 133%,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-BBA3D6BF9EDC,Pendiente de verificación - Cable Media Tensión Aluminio 90°C XLPE 15kV No 2 100% PC PVC,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-A54804483E6B,Pendiente de verificación - Cable Media Tensión Aluminio 90°C XLPE 15kV No 350 kcmil 100% PC PVC,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-203BBF52C5D5,Pendiente de verificación - Cable Media Tensión Aluminio 90°C XLPE 15kV No 500 Kcmil 100% PC PVC,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-CB612095409C,Pendiente de verificación - Cable Media Tensión Aluminio 90°C XLPE 15kV No 4/0 100% PC PVC,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-CB6E228A3272,Pendiente de verificación - Cable Media Tensión Aluminio 90°C XLPE 15kV No 1/0 100% PC PVC,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-2929BC6D87A2,Pendiente de verificación - Cable Media Tensión Aluminio 90°C XLPE 15kV No 2/0 100% PC PVC,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-AA1D791BFE33,Pendiente de verificación - Cable Media Tensión Aluminio 90°C XLPE 15kV No 3/0 100% PC PVC,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-C65574C8189E,Pendiente de verificación - Cable Media Tensión Aluminio 90°C XLPE 15kV No 250 Kcmil 100% PC PVC,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-8C1CDD016042,Pendiente de verificación - Media Tensión Aluminio 90°C XLPE 15kV 133% PC PVC 2 AWG,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-D27B33BF98AF,Pendiente de verificación - Media Tensión Aluminio 90°C XLPE 15kV 133% PC PVC 1/0 AWG,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-4C2645D6F44E,Pendiente de verificación - Media Tensión Aluminio 90°C XLPE 15kV 133% PC PVC 2/0 AWG,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-4D475875C29C,Pendiente de verificación - Media Tensión Aluminio 90°C XLPE 15kV 133% PC PVC 3/0 AWG,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-697D8A7D63E2,Pendiente de verificación - Media Tensión Aluminio 90°C XLPE 15kV 133% PC PVC 4/0 AWG,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-EED5A17010C9,Pendiente de verificación - Media Tensión Aluminio 90°C XLPE 15kV 133% PC PVC 250 kcmil,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-6106DBF723E4,Pendiente de verificación - Media Tensión Aluminio 90°C XLPE 15kV 133% PC PVC 350 kcmil,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-41719E3AD7A9,Pendiente de verificación - Media Tensión Aluminio 90°C XLPE 15kV 133% PC PVC 500 kcmil,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-2E1E744FA0B7,Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 15 kV 100% N=1/3 PVC 2 AWG,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-A4394BCB4A1A,Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 15 kV 100% N=1/3 PVC 1/0 AWG,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-B957BF39DB5A,Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 15 kV 100% N=1/3 PVC 2/0 AWG,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-4A63CBD45621,Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 15 kV 100% N=1/3 PVC 3/0 AWG,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-C08BCCBE5E8A,Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 15 kV 100% N=1/3 PVC 4/0 AWG,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-DA1DDA0F1AE4,Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 15 kV 100% N=1/3 PVC 350 kcmil,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-FC3EF16AF7AB,Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 15 kV 100% N=1/3 PVC 500 kcmil,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-3D4135D6F164,Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 15 kV 133% N=1/3 PVC 2 AWG,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-27662CB9D45E,Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 15 kV 133% N=1/3 PVC 1/0 AWG,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-DA11D6041422,Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 15 kV 133% N=1/3 PVC 2/0 AWG,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-1DCABF714A1D,Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 15 kV 133% N=1/3 PVC 3/0 AWG,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-36B099E7846C,Pendiente de verificación - Media Tensión Aluminio 90°C XLPE hilos 15 kV 133% N=1/3 PVC 4/0 AWG,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-4DC0746ECBFB,Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 15 kV 133% N=1/3 PVC 250 kcmil,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-46F0BDD5F53E,Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 15 kV 133% N=1/3 PVC 350 kcmil,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-A4E8ED35EE7F,Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 15 kV 133% N=1/3 PVC 500 kcmil,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-2D373E3FD73E,Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 8.7/15kV N=25mm2 PVC 70 mm2,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-DAA55C842BE3,Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 8.7/15kV N=25mm2 PVC 95 mm2,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-590D4330D95C,Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 8.7/15kV N=25mm2 PVC 120 mm2,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-5F2E45451001,Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 8.7/15kV N=25mm2 PVC 185 mm2,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-D9FD95B83E59,Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 8.7/15kV N=25mm 200mm2 PVC,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-898C94937850,Pendiente de verificación - Media Tensión Aluminio 90°C XLPE Hilos 15 kV 100% N=1/3 PVC 250 kcmil,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-490B7CE2806B,Pendiente de verificación - Media Tensión Cobre 90°C XLPE 35kV No 2/0 100% PC PVC,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-3222B7A7CFD2,Pendiente de verificación - Media Tensión Cobre 90°C XLPE 35kV No 4/0 100% PC PVC,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-56FC23BAFC07,Pendiente de verificación - Media Tensión Cobre 90°C XLPE 35kV No 1/0 133% PC PVC,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-9204397946C1,Pendiente de verificación - Media Tensión Cobre 90°C XLPE 35kV No 2/0 133% PC PVC,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-E328104BC9F1,Pendiente de verificación - Media Tensión Cobre 90°C XLPE 35kV No 3/0 133% PC PVC,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-D48C9ED890D3,Pendiente de verificación - Media Tensión Cobre 90°C XLPE 35kV No 4/0 133% PC PVC,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-BC7AB6C0DB1B,Pendiente de verificación - Media Tensión Cobre 90°C XLPE 35kV No 250 133% PC PVC,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-2D3B75775E4F,Pendiente de verificación - Media Tensión Cobre 90°C XLPE 35kV No 350 133% PC PVC,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-C5F8C46F6DF4,Pendiente de verificación - Media Tensión Cobre 90°C XLPE 35kV No 500 133% PC PVC,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-A1EEF1269335,Pendiente de verificación - Cable Media Tensión Cobre XLPE 1/0 AWG 15kV 100% PH,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-2D40F0A1D1B6,Pendiente de verificación - Cable Media Tensión Cobre XLPE 1/0 AWG 15kV 133% PC,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-3958B7C0BEF2,Pendiente de verificación - Cable Media Tensión Cobre XLPE 1/0 AWG 15kV 100% PC,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-BE1B2D69B2D0,Pendiente de verificación - Cable Media Tensión Cobre XLPE 2 AWG 15kV 133% PH,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-39C487C5DE72,Pendiente de verificación - Cable Media Tensión Cobre XLPE 2 AWG 15kV 100% PH,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-2F9A9886A1F6,Pendiente de verificación - Cable Media Tensión Cobre XLPE 2 AWG 15kV 133% PC,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-D9E22C29AF82,Pendiente de verificación - Cable Media Tensión Cobre XLPE 2 AWG 15kV 100% PC,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-DC66FFA29AB5,Pendiente de verificación - Media Tensión Cobre 90°C XLPE 15kV No 2/0 100% PC PVC,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-47C93D2B1C0F,Pendiente de verificación - Media Tensión Cobre 90°C XLPE 15kV No 2 133% PC PVC,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-EACAD6DB3991,Pendiente de verificación - Media Tensión Cobre 90°C XLPE 15kV No 1/0 100% PC PVC,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-D3F3B43777D8,Pendiente de verificación - Media Tensión Cobre 90°C XLPE 15kV No 3/0 133% PC PVC,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-1C8BC0CAAD59,Pendiente de verificación - Media Tensión Cobre 90°C XLPE 15kV No 4/0 133% PC PVC,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-74A49AEFEA79,Pendiente de verificación - Media Tensión Cobre 90°C XLPE 15kV No 1/0 133% PC PVC,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-12EFE0C7DB3A,Pendiente de verificación - Cable De Cobre XLPE De 15 KV No 250 Kcmil En Cinta 133%,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-C35BA134FFF6,Pendiente de verificación - Media Tensión Cobre 90°C XLPE 15kV No 350 Kcmil 133% PC PVC,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-3ADF260C8695,Pendiente de verificación - Media Tensión Cobre 90°C XLPE 15kV No 2/0 133% PC PVC,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-ABCAE6062FCC,Pendiente de verificación - Media Tensión Cobre 90°C XLPE 15kV No 2 100% PC PVC,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-B7219EB6AB8B,Pendiente de verificación - Media Tensión Cobre 90°C XLPE 15kV No 3/0 100% PC PVC,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-40A53F247828,Pendiente de verificación - Media Tensión Cobre 90°C XLPE 15kV No 4/0 100% PC PVC,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-54E54ADB17D6,Pendiente de verificación - Media Tensión Cobre 90°C XLPE 15kV No 250 kcmil 100% PC PVC,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-3F39F1104F57,Pendiente de verificación - Media Tensión Cobre 90°C XLPE 15kV No 350 kcmil 100% PC PVC,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-B810509BCD60,Pendiente de verificación - Media Tensión Cobre 90°C XLPE 15kV No 500 kcmil 100% PC PVC,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-1BB7C80490C5,Pendiente de verificación - Cable De Cobre XLPE De 15 KV No 500 Kcmil En Cinta 133%,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-94F94B9ACBDB,Pendiente de verificación - Cable Semaforización CC 3X16 AWG Cu PVC 90°C 600V,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-02BF301AF356,Pendiente de verificación - Cable Semaforización CC 4X16 AWG Cu PVC 90°C 600V,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-9F6CAF1AAAE6,Pendiente de verificación - Cable Semaforización CC 4X18 AWG Cu PVC 90°C 600V,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-F7C244D2214C,Pendiente de verificación - Cable Siliconado FV 6AWG,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-ECB7765E15A7,Pendiente de verificación - Cable Siliconado FV 10Awg,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-9521BFEF0CA0,Pendiente de verificación - Cable Siliconado FV 8Awg,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-5EDB0B93C63C,Pendiente de verificación - Cable Siliconado FV 12Awg,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-8989A0255528,Pendiente de verificación - Cable Siliconado FV 14Awg,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-13717C18F00D,Pendiente de verificación - Cable Siliconado FV 16AWG,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-A6276C788A3C,Pendiente de verificación - Cable Siliconado FV 18Awg,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-75D2D2B06C60,Pendiente de verificación - Cable Soldador N6,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-139187864D52,Pendiente de verificación - Cable Soldador N4,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-9871FB242991,Pendiente de verificación - Cable Soldador N2,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-07BC28A592EE,Pendiente de verificación - Cable Soldador 1/0 AWG,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-C41FBFD2E592,Pendiente de verificación - Cable Soldador 2/0 AWG,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-93137BE075F2,Pendiente de verificación - Cable Soldador 3/0 AWG,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-EE0E03761529,Pendiente de verificación - Cable Soldador 4/0 AWG,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-5B5B243A0F59,Pendiente de verificación - Cable UTP Aleacion Cat 5E Carrete Interior,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-8BE2DC733DE4,Pendiente de verificación - Cable Utp Aleacion Cat 5E Carrete Exterior,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-97ED39B116A4,Pendiente de verificación - Cable Utp Aleacion Cat 6 Carrete Interior,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-5570BB222E81,Pendiente de verificación - Cable Utp Aleacion Cat 6 Carrete Exterior,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-7119E708949F,Pendiente de verificación - Cable Utp 100% Cobre Cat 5E Carrete Interior,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-0CBC5FB456EB,Pendiente de verificación - Cable Utp 100% Cobre Cat 5E Carrete Exterior,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-E6F06CC40DD7,Pendiente de verificación - Cable Utp 100% Cobre Cat 6 Carrete Interior,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-A09C5E947671,Pendiente de verificación - Cable Utp 100% Cobre Cat 6 Carrete Exterior,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-BF708A70F703,Pendiente de verificación - Cable Utp 100% Cobre Cat 6A Carrete Interior,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-935994F7A6A5,Pendiente de verificación - Cable Utp 100% Cobre Cat 6A Carrete Exterior,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-7D36590B02AB,Pendiente de verificación - Cable Baja N6 Blanco,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-BA004FF6990E,Pendiente de verificación - Cable Baja N6 Cafe,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-7CF7206D973D,Pendiente de verificación - Cable Baja N6 Morado,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-A128B8CB6FEB,Pendiente de verificación - Cable Baja N6 Naranja,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-BD76EEB13459,Pendiente de verificación - Cable Baja N6 Negro,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-3981093FFAFD,Pendiente de verificación - Cable Baja N6 Rojo,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-9D58BFB37CD8,Pendiente de verificación - Cable Baja N6 Verde,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-F21AB4BAC8CA,Pendiente de verificación - Cable CC MTW(TWK) N10 Amarillo,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-682C5D0A0934,Pendiente de verificación - Cable CC MTW(TWK) N10 Blanco,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-40DFD3223D4A,Pendiente de verificación - Cable CC MTW(TWK) N10 Café,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-F2CBCC65C867,Pendiente de verificación - Cable CC MTW(TWK) N10 Morado,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-620D2F87780B,Pendiente de verificación - Cable CC MTW(TWK) N10 Naranja,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-FD5791B9A534,Pendiente de verificación - Cable CC MTW(TWK) N10 Negro,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-3548BD6A674E,Pendiente de verificación - Cable CC MTW(TWK) N10 Rojo,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-2E3F9AC5B117,Pendiente de verificación - Cable CC MTW(TWK) N10 Verde,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-5CACE114CA4F,Pendiente de verificación - Cable CC MTW(TWK) N12 Amarillo,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-298B449092F0,Pendiente de verificación - Cable CC MTW(TWK) N12 Blanco,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-B846373BFADD,Pendiente de verificación - Cable CC MTW(TWK) N12 Café,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-04070B3FE12A,Pendiente de verificación - Cable CC MTW(TWK) N12 Naranja,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-0B27149FA8A1,Pendiente de verificación - Cable CC MTW(TWK) N12 Negro,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-BCBD7F3EB86D,Pendiente de verificación - Cable CC MTW(TWK) N12 Rojo,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-4DFBA15EF4AC,Pendiente de verificación - Cable CC MTW(TWK) N12 Verde,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-00D52A324A7A,Pendiente de verificación - Cable CC MTW(TWK) N14 Amarillo,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-7AC3712CEA7C,Pendiente de verificación - Cable CC MTW(TWK) N14 Blanco,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-D2B91FEDDE51,Pendiente de verificación - Cable CC MTW(TWK) N14 Café,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-C1987586D8D0,Pendiente de verificación - Cable CC MTW(TWK) N14 Morado,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-A22DB63FDD13,Pendiente de verificación - Cable CC MTW(TWK) N14 Naranja,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-14A0AC62DB1B,Pendiente de verificación - Cable CC MTW(TWK) N14 Negro,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-85704BD3B4F2,Pendiente de verificación - Cable CC MTW(TWK) N14 Rojo,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-97509E130001,Pendiente de verificación - Cable CC MTW(TWK) N14 Verde,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-35A3D3D63657,Pendiente de verificación - Cable CC TFF N16 Amarillo,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-6E4411427ED4,Pendiente de verificación - Cable CC TFF N16 Blanco,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-688116380EBA,Pendiente de verificación - Cable CC TFF N16 Café,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-44D02D7CC950,Pendiente de verificación - Cable CC TFF N16 Morado,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-C123A9EAC875,Pendiente de verificación - Cable CC TFF N16 Naranja,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-31993EC9DB11,Pendiente de verificación - Cable CC TFF N16 Negro,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-33D093F9BD72,Pendiente de verificación - Cable CC TFF N16 Rojo,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-BBD242E8628E,Pendiente de verificación - Cable CC TFF N16 Verde,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-E2E89C3CDB3C,Pendiente de verificación - Cable CC TFF N18 Blanco,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-E2175E292AD4,Pendiente de verificación - Cable CC TFF N18 Café,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-C0F95F150525,Pendiente de verificación - Cable CC TFF N18 Morado,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-9F727277CC70,Pendiente de verificación - Cable CC TFF N18 Naranja,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-E92B8F867376,Pendiente de verificación - Cable CC TFF N18 Negro,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-949BEFDBED1F,Pendiente de verificación - Cable CC TFF N18 Rojo,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-95911EF85308,Pendiente de verificación - Cable CC TFF N18 Verde,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-1078F0D00E75,Pendiente de verificación - Cable CC TFF N6 Amarillo,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-ECEDB4494AD2,Pendiente de verificación - Cable CC TFF N8 Café,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-5C402979118A,Pendiente de verificación - Cable CC TFF N8 Morado,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-1ABE987AF0AC,Pendiente de verificación - Cable CC TFF N8 Naranja,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-5EB5F15D5B6D,Pendiente de verificación - Cable CC TFF N8 Negro,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-437A6CFF3C13,Pendiente de verificación - Cable CC TFF N8 Rojo,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-BC90394EFA5C,Pendiente de verificación - Cable CC TFF N8 Verde,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-75B9E5CEA7C9,Pendiente de verificación - Cable Alumoweld 7x10 AWG,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-398F38D306E4,Pendiente de verificación - Cable Alumoweld 7x8 AWG,pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-C947F80FF333,"Pendiente de verificación - Cable De Acero Galvanizado 3/8""",pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-1DE752DC1C7B,"Pendiente de verificación - Cable De Acero Galvanizado 5/16""",pendiente_investigacion,,,,,,pendiente,,pendiente,
SRT-PENDING-5AD5CC3ECD2A,"Pendiente de verificación - Cable De Acero Galvanizado 1/4""",pendiente_investigacion,,,,,,pendiente,,pendiente,
