"sku","nombre_surtilec","image_file","sha256","variantes_que_comparten_hash","estado_verificacion","accion"
"SRT-PENDING-8851C823D3C1","Cable Encauchetado 4x8 AWG Cobre","surtilec-cable-encauchetado-4x8-awg-cobre-srt-pending-8851c823d3c1.webp","29ea60a77b2e5913679abc6fd7faf4a00e325e679e8ae70b935f0eca4bb3e8bc","Cable Encauchetado 4x8 AWG Cobre | Cable Encauchetado 4x10 AWG Cobre | Cable Encauchetado 4x12 AWG Cobre | Cable Encauchetado 4x14 AWG Cobre | Cable Encauchetado 4x16 AWG Cobre | Cable Encauchetado 4x18 AWG Cobre","fuente_visual_reutilizada_entre_variantes","mantener_sin_miniatura"
"SRT-ENCAU-7x10AWG-CU","Cable Encauchetado 7x10 AWG Cobre","surtilec-cable-encauchetado-7x10-awg-cobre-srt-encau-7x10awg-cu.webp","6d76d956233027eec34846810c1ed48fc3cddf9c673edd0476e3ba4fd5276c46","Cable Encauchetado 7x16 AWG Cobre | Cable Encauchetado 7x14 AWG Cobre | Cable Encauchetado 6x18 AWG Cobre | Cable Encauchetado 6x16 AWG Cobre | Cable Encauchetado 6x14 AWG Cobre | Cable Encauchetado 6x12 AWG Cobre | Cable Encauchetado 7x10 AWG Cobre","fuente_visual_reutilizada_entre_variantes","mantener_sin_miniatura"
"SRT-PENDING-9E30CCD48105","Cable Encauchetado 4x10 AWG Cobre","surtilec-cable-encauchetado-4x10-awg-cobre-srt-pending-9e30ccd48105.webp","29ea60a77b2e5913679abc6fd7faf4a00e325e679e8ae70b935f0eca4bb3e8bc","Cable Encauchetado 4x8 AWG Cobre | Cable Encauchetado 4x10 AWG Cobre | Cable Encauchetado 4x12 AWG Cobre | Cable Encauchetado 4x14 AWG Cobre | Cable Encauchetado 4x16 AWG Cobre | Cable Encauchetado 4x18 AWG Cobre","fuente_visual_reutilizada_entre_variantes","mantener_sin_miniatura"
"SRT-PENDING-69DA3B02F573","Cable Encauchetado 4x12 AWG Cobre","surtilec-cable-encauchetado-4x12-awg-cobre-srt-pending-69da3b02f573.webp","29ea60a77b2e5913679abc6fd7faf4a00e325e679e8ae70b935f0eca4bb3e8bc","Cable Encauchetado 4x8 AWG Cobre | Cable Encauchetado 4x10 AWG Cobre | Cable Encauchetado 4x12 AWG Cobre | Cable Encauchetado 4x14 AWG Cobre | Cable Encauchetado 4x16 AWG Cobre | Cable Encauchetado 4x18 AWG Cobre","fuente_visual_reutilizada_entre_variantes","mantener_sin_miniatura"
"SRT-PENDING-5DC320A76AD7","Cable Encauchetado 4x14 AWG Cobre","surtilec-cable-encauchetado-4x14-awg-cobre-srt-pending-5dc320a76ad7.webp","29ea60a77b2e5913679abc6fd7faf4a00e325e679e8ae70b935f0eca4bb3e8bc","Cable Encauchetado 4x8 AWG Cobre | Cable Encauchetado 4x10 AWG Cobre | Cable Encauchetado 4x12 AWG Cobre | Cable Encauchetado 4x14 AWG Cobre | Cable Encauchetado 4x16 AWG Cobre | Cable Encauchetado 4x18 AWG Cobre","fuente_visual_reutilizada_entre_variantes","mantener_sin_miniatura"
"SRT-PENDING-19640B390520","Cable Encauchetado 4x16 AWG Cobre","surtilec-cable-encauchetado-4x16-awg-cobre-srt-pending-19640b390520.webp","29ea60a77b2e5913679abc6fd7faf4a00e325e679e8ae70b935f0eca4bb3e8bc","Cable Encauchetado 4x8 AWG Cobre | Cable Encauchetado 4x10 AWG Cobre | Cable Encauchetado 4x12 AWG Cobre | Cable Encauchetado 4x14 AWG Cobre | Cable Encauchetado 4x16 AWG Cobre | Cable Encauchetado 4x18 AWG Cobre","fuente_visual_reutilizada_entre_variantes","mantener_sin_miniatura"
"SRT-PENDING-D23957217C5F","Cable Encauchetado 4x18 AWG Cobre","surtilec-cable-encauchetado-4x18-awg-cobre-srt-pending-d23957217c5f.webp","29ea60a77b2e5913679abc6fd7faf4a00e325e679e8ae70b935f0eca4bb3e8bc","Cable Encauchetado 4x8 AWG Cobre | Cable Encauchetado 4x10 AWG Cobre | Cable Encauchetado 4x12 AWG Cobre | Cable Encauchetado 4x14 AWG Cobre | Cable Encauchetado 4x16 AWG Cobre | Cable Encauchetado 4x18 AWG Cobre","fuente_visual_reutilizada_entre_variantes","mantener_sin_miniatura"
"SRT-PENDING-5FB84384A44F","Cable Encauchetado Libre de Halógeno STF-LS 3x18 AWG","surtilec-cable-encauchetado-libre-de-halogeno-stf-ls-3x18-awg-srt-pending-5fb84384a44f.webp","948d7d9a4317d3e9a32b2c621ce18a944d22897598bd6d651146106887b0efca","Cable Encauchetado Libre de Halógeno STF-LS 3x18 AWG","coincidencia_exacta_hash_unico","asignar_imagen"
"SRT-PENDING-AF3A85B543EB","Cable Encauchetado Libre de Halógeno STF-LS 2x18 AWG","surtilec-cable-encauchetado-libre-de-halogeno-stf-ls-2x18-awg-srt-pending-af3a85b543eb.webp","7a2d497170b5cfddb66bd384f5c56e92e8167233663db75042be4e556f2ae291","Cable Encauchetado Libre de Halógeno STF-LS 2x18 AWG","coincidencia_exacta_hash_unico","asignar_imagen"
"SRT-PENDING-8BD8E77FFE26","Cable Encauchetado Libre de Halógeno STF-LS 4x18 AWG","surtilec-cable-encauchetado-libre-de-halogeno-stf-ls-4x18-awg-srt-pending-8bd8e77ffe26.webp","6f2e2a1f05dc68bf403e9b127bf35cc286619e57f9c2f6929570578adf5f3d65","Cable Encauchetado Libre de Halógeno STF-LS 4x18 AWG","coincidencia_exacta_hash_unico","asignar_imagen"
"SRT-PENDING-B33C9EA4395B","Cable Encauchetado Libre de Halógeno STF-LS 2x16 AWG","surtilec-cable-encauchetado-libre-de-halogeno-stf-ls-2x16-awg-srt-pending-b33c9ea4395b.webp","8c28132fdafcb5ecbb4afc06a9337b3a4d659092ce9d14e3afcd5f75f513f530","Cable Encauchetado Libre de Halógeno STF-LS 2x16 AWG","coincidencia_exacta_hash_unico","asignar_imagen"
"SRT-PENDING-60380DD3295A","Cable Encauchetado Libre de Halógeno STF-LS 3x16 AWG","surtilec-cable-encauchetado-libre-de-halogeno-stf-ls-3x16-awg-srt-pending-60380dd3295a.webp","4495b09a5b3058fd505902ab49fec9b394646cef5e7f5b015a27aaddf7855bec","Cable Encauchetado Libre de Halógeno STF-LS 3x16 AWG","coincidencia_exacta_hash_unico","asignar_imagen"
"SRT-PENDING-99CACFBA8491","Cable Encauchetado Libre de Halógeno STF-LS 4x16 AWG","surtilec-cable-encauchetado-libre-de-halogeno-stf-ls-4x16-awg-srt-pending-99cacfba8491.webp","69674f5528b1b697f2c01de7c886cb9a2b06d22a4fcb883305e86b5f7e1e6e26","Cable Encauchetado Libre de Halógeno STF-LS 4x16 AWG","coincidencia_exacta_hash_unico","asignar_imagen"
"SRT-PENDING-EF31466FE03C","Cable Encauchetado Libre de Halógeno STF-LS 2x14 AWG","surtilec-cable-encauchetado-libre-de-halogeno-stf-ls-2x14-awg-srt-pending-ef31466fe03c.webp","4ae4678903cc9506073d972d9cd406ec197ecd77502a5a891262958e3a9f371b","Cable Encauchetado Libre de Halógeno STF-LS 2x14 AWG","coincidencia_exacta_hash_unico","asignar_imagen"
"SRT-PENDING-5A5C2682E16C","Cable Encauchetado Libre de Halógeno STF-LS 3x14 AWG","surtilec-cable-encauchetado-libre-de-halogeno-stf-ls-3x14-awg-srt-pending-5a5c2682e16c.webp","d297fff9df06125cdbb363cd84d7c65fc0135016b4091cddc26a3731fb77bbfb","Cable Encauchetado Libre de Halógeno STF-LS 3x14 AWG","coincidencia_exacta_hash_unico","asignar_imagen"
"SRT-PENDING-F53EF417439D","Cable Encauchetado Libre de Halógeno STF-LS 4x14 AWG","surtilec-cable-encauchetado-libre-de-halogeno-stf-ls-4x14-awg-srt-pending-f53ef417439d.webp","82d95c3e234cafb96891b01d90545f4214221065074d9a3d8355bd237d1805d2","Cable Encauchetado Libre de Halógeno STF-LS 4x14 AWG","coincidencia_exacta_hash_unico","asignar_imagen"
"SRT-PENDING-AB3433A8A279","Cable Encauchetado Libre de Halógeno STF-LS 3x12 AWG","surtilec-cable-encauchetado-libre-de-halogeno-stf-ls-3x12-awg-srt-pending-ab3433a8a279.webp","3f70eada93131463b2a3b0c21e1f9df77b6705044e429e00e640f95df0c0f9be","Cable Encauchetado Libre de Halógeno STF-LS 3x12 AWG","coincidencia_exacta_hash_unico","asignar_imagen"
"SRT-PENDING-2FAD996C1713","Cable Encauchetado Libre de Halógeno STF-LS 2x12 AWG","surtilec-cable-encauchetado-libre-de-halogeno-stf-ls-2x12-awg-srt-pending-2fad996c1713.webp","244dbb7a052f3b7ebe29f20a055c6e05a3803fc5233ae43405eaac6d9372fd08","Cable Encauchetado Libre de Halógeno STF-LS 2x12 AWG","coincidencia_exacta_hash_unico","asignar_imagen"
"SRT-PENDING-64F6D52D1104","Cable Encauchetado Libre de Halógeno STF-LS 4x12 AWG","surtilec-cable-encauchetado-libre-de-halogeno-stf-ls-4x12-awg-srt-pending-64f6d52d1104.webp","7ec0f4908c8b865f6f65d96f06fd29821a12b3da422c87b1b54d26bd1d34d009","Cable Encauchetado Libre de Halógeno STF-LS 4x12 AWG","coincidencia_exacta_hash_unico","asignar_imagen"
"SRT-PENDING-F599C358F081","Cable Encauchetado Libre de Halógeno STF-LS 2x10 AWG","surtilec-cable-encauchetado-libre-de-halogeno-stf-ls-2x10-awg-srt-pending-f599c358f081.webp","31ac01bb3044972ee2f460107048506016d7e58d65e019b99fab783ca7cc1c34","Cable Encauchetado Libre de Halógeno STF-LS 2x10 AWG","coincidencia_exacta_hash_unico","asignar_imagen"
"SRT-PENDING-C11966418B2F","Cable Encauchetado Libre de Halógeno STF-LS 3x10 AWG","surtilec-cable-encauchetado-libre-de-halogeno-stf-ls-3x10-awg-srt-pending-c11966418b2f.webp","61d4b30ee08f936229f485c2a94aa129980e99beefc79d543b932ea52812a651","Cable Encauchetado Libre de Halógeno STF-LS 3x10 AWG","coincidencia_exacta_hash_unico","asignar_imagen"
"SRT-PENDING-54C0621797BA","Cable Encauchetado Libre de Halógeno STF-LS 4x10 AWG","surtilec-cable-encauchetado-libre-de-halogeno-stf-ls-4x10-awg-srt-pending-54c0621797ba.webp","62b6c215707f11647ce6165189efb3dd1305faff6e20ed351e2da452243f31ab","Cable Encauchetado Libre de Halógeno STF-LS 4x10 AWG","coincidencia_exacta_hash_unico","asignar_imagen"
"SRT-PENDING-745B2E9EFC41","Cable Encauchetado Libre de Halógeno STF-LS 2x8 AWG","surtilec-cable-encauchetado-libre-de-halogeno-stf-ls-2x8-awg-srt-pending-745b2e9efc41.webp","0b9a62916e1ec36eb5d0f3c8efc59793c9051008be94b10617dbc0f14d58778f","Cable Encauchetado Libre de Halógeno STF-LS 2x8 AWG","coincidencia_exacta_hash_unico","asignar_imagen"
"SRT-PENDING-A23F84BEAF24","Cable Encauchetado Libre de Halógeno STF-LS 3x8 AWG","surtilec-cable-encauchetado-libre-de-halogeno-stf-ls-3x8-awg-srt-pending-a23f84beaf24.webp","d16023497cff37db9f23aeb175bd529ca64ad29ebd57b3e614f08a9406b51c4e","Cable Encauchetado Libre de Halógeno STF-LS 3x8 AWG","coincidencia_exacta_hash_unico","asignar_imagen"
"SRT-PENDING-E0C7582D9DF4","Cable Dúplex Polarizado 2x12 AWG Cobre","surtilec-cable-duplex-polarizado-2x12-awg-cobre-srt-pending-e0c7582d9df4.webp","530a9185aa2fb5f0abab7b1fa318ae0a4702d7976e912aeacca7599b68b30053","Cable Dúplex Polarizado 2x12 AWG Cobre | Cable Dúplex Polarizado 2x10 AWG Cobre | Cable Dúplex Polarizado 2x16 AWG Cobre | Cable Dúplex Polarizado 2x14 AWG Cobre | Cable Dúplex Polarizado 2x18 AWG Cobre | Cable Dúplex Polarizado 2x20 AWG Cobre","fuente_visual_reutilizada_entre_variantes","mantener_sin_miniatura"
"SRT-PENDING-23FC537018EE","Cable Dúplex Polarizado 2x10 AWG Cobre","surtilec-cable-duplex-polarizado-2x10-awg-cobre-srt-pending-23fc537018ee.webp","530a9185aa2fb5f0abab7b1fa318ae0a4702d7976e912aeacca7599b68b30053","Cable Dúplex Polarizado 2x12 AWG Cobre | Cable Dúplex Polarizado 2x10 AWG Cobre | Cable Dúplex Polarizado 2x16 AWG Cobre | Cable Dúplex Polarizado 2x14 AWG Cobre | Cable Dúplex Polarizado 2x18 AWG Cobre | Cable Dúplex Polarizado 2x20 AWG Cobre","fuente_visual_reutilizada_entre_variantes","mantener_sin_miniatura"
"SRT-PENDING-48317269D40B","Cable Encauchetado Libre de Halógeno STF-LS 4x8 AWG","surtilec-cable-encauchetado-libre-de-halogeno-stf-ls-4x8-awg-srt-pending-48317269d40b.webp","3d34b80694864e086309382759cc701bdc7a1c10e8f27f5be456b0abfe8f89a7","Cable Encauchetado Libre de Halógeno STF-LS 4x8 AWG","coincidencia_exacta_hash_unico","asignar_imagen"
"SRT-PENDING-197AD43647B6","Cable Dúplex Polarizado 2x16 AWG Cobre","surtilec-cable-duplex-polarizado-2x16-awg-cobre-srt-pending-197ad43647b6.webp","530a9185aa2fb5f0abab7b1fa318ae0a4702d7976e912aeacca7599b68b30053","Cable Dúplex Polarizado 2x12 AWG Cobre | Cable Dúplex Polarizado 2x10 AWG Cobre | Cable Dúplex Polarizado 2x16 AWG Cobre | Cable Dúplex Polarizado 2x14 AWG Cobre | Cable Dúplex Polarizado 2x18 AWG Cobre | Cable Dúplex Polarizado 2x20 AWG Cobre","fuente_visual_reutilizada_entre_variantes","mantener_sin_miniatura"
"SRT-PENDING-FC14EDD12C47","Cable Dúplex Polarizado 2x14 AWG Cobre","surtilec-cable-duplex-polarizado-2x14-awg-cobre-srt-pending-fc14edd12c47.webp","530a9185aa2fb5f0abab7b1fa318ae0a4702d7976e912aeacca7599b68b30053","Cable Dúplex Polarizado 2x12 AWG Cobre | Cable Dúplex Polarizado 2x10 AWG Cobre | Cable Dúplex Polarizado 2x16 AWG Cobre | Cable Dúplex Polarizado 2x14 AWG Cobre | Cable Dúplex Polarizado 2x18 AWG Cobre | Cable Dúplex Polarizado 2x20 AWG Cobre","fuente_visual_reutilizada_entre_variantes","mantener_sin_miniatura"
"SRT-PENDING-EAF6D9A252F8","Cable Dúplex Polarizado 2x18 AWG Cobre","surtilec-cable-duplex-polarizado-2x18-awg-cobre-srt-pending-eaf6d9a252f8.webp","530a9185aa2fb5f0abab7b1fa318ae0a4702d7976e912aeacca7599b68b30053","Cable Dúplex Polarizado 2x12 AWG Cobre | Cable Dúplex Polarizado 2x10 AWG Cobre | Cable Dúplex Polarizado 2x16 AWG Cobre | Cable Dúplex Polarizado 2x14 AWG Cobre | Cable Dúplex Polarizado 2x18 AWG Cobre | Cable Dúplex Polarizado 2x20 AWG Cobre","fuente_visual_reutilizada_entre_variantes","mantener_sin_miniatura"
"SRT-PENDING-A318A86A3026","Cable Dúplex Polarizado 2x20 AWG Cobre","surtilec-cable-duplex-polarizado-2x20-awg-cobre-srt-pending-a318a86a3026.webp","530a9185aa2fb5f0abab7b1fa318ae0a4702d7976e912aeacca7599b68b30053","Cable Dúplex Polarizado 2x12 AWG Cobre | Cable Dúplex Polarizado 2x10 AWG Cobre | Cable Dúplex Polarizado 2x16 AWG Cobre | Cable Dúplex Polarizado 2x14 AWG Cobre | Cable Dúplex Polarizado 2x18 AWG Cobre | Cable Dúplex Polarizado 2x20 AWG Cobre","fuente_visual_reutilizada_entre_variantes","mantener_sin_miniatura"
"SRT-PENDING-AA8592B17B19","Cable Dúplex 2x10 AWG Cobre","surtilec-cable-duplex-2x10-awg-cobre-srt-pending-aa8592b17b19.webp","07875aa1fb09733f714d7868568d154b2b01c18463311185953c903576483f77","Cable Dúplex 2x10 AWG Cobre | Cable Dúplex 2x14 AWG Cobre | Cable Dúplex 2x12 AWG Cobre | Cable Dúplex 2x16 AWG Cobre | Cable Dúplex 2x18 AWG Cobre","fuente_visual_reutilizada_entre_variantes","mantener_sin_miniatura"
"SRT-PENDING-DA4E2A0F5D22","Cable Dúplex 2x14 AWG Cobre","surtilec-cable-duplex-2x14-awg-cobre-srt-pending-da4e2a0f5d22.webp","07875aa1fb09733f714d7868568d154b2b01c18463311185953c903576483f77","Cable Dúplex 2x10 AWG Cobre | Cable Dúplex 2x14 AWG Cobre | Cable Dúplex 2x12 AWG Cobre | Cable Dúplex 2x16 AWG Cobre | Cable Dúplex 2x18 AWG Cobre","fuente_visual_reutilizada_entre_variantes","mantener_sin_miniatura"
"SRT-PENDING-38D59C99D61B","Cable Dúplex 2x12 AWG Cobre","surtilec-cable-duplex-2x12-awg-cobre-srt-pending-38d59c99d61b.webp","07875aa1fb09733f714d7868568d154b2b01c18463311185953c903576483f77","Cable Dúplex 2x10 AWG Cobre | Cable Dúplex 2x14 AWG Cobre | Cable Dúplex 2x12 AWG Cobre | Cable Dúplex 2x16 AWG Cobre | Cable Dúplex 2x18 AWG Cobre","fuente_visual_reutilizada_entre_variantes","mantener_sin_miniatura"
"SRT-PENDING-A787A4628636","Cable Dúplex 2x16 AWG Cobre","surtilec-cable-duplex-2x16-awg-cobre-srt-pending-a787a4628636.webp","07875aa1fb09733f714d7868568d154b2b01c18463311185953c903576483f77","Cable Dúplex 2x10 AWG Cobre | Cable Dúplex 2x14 AWG Cobre | Cable Dúplex 2x12 AWG Cobre | Cable Dúplex 2x16 AWG Cobre | Cable Dúplex 2x18 AWG Cobre","fuente_visual_reutilizada_entre_variantes","mantener_sin_miniatura"
"SRT-PENDING-93FB91870A58","Cable Dúplex 2x18 AWG Cobre","surtilec-cable-duplex-2x18-awg-cobre-srt-pending-93fb91870a58.webp","07875aa1fb09733f714d7868568d154b2b01c18463311185953c903576483f77","Cable Dúplex 2x10 AWG Cobre | Cable Dúplex 2x14 AWG Cobre | Cable Dúplex 2x12 AWG Cobre | Cable Dúplex 2x16 AWG Cobre | Cable Dúplex 2x18 AWG Cobre","fuente_visual_reutilizada_entre_variantes","mantener_sin_miniatura"
"SRT-PENDING-2C19362BAAE5","Cable Dúplex 2x16 AWG Cobre, Negro","surtilec-cable-duplex-2x16-awg-cobre-negro-srt-pending-2c19362baae5.webp","395582b079dd98989c98290db2c3cec4ab2ccc39427ae39938e6105afda36950","Cable Dúplex 2x16 AWG Cobre, Negro","coincidencia_exacta_hash_unico","asignar_imagen"
"SRT-PENDING-41FBFE6E73E8","Cable Dúplex 2x14 AWG Cobre, Negro","surtilec-cable-duplex-2x14-awg-cobre-negro-srt-pending-41fbfe6e73e8.webp","d91e99e3c3a127b03c8c6d0e565b3ce5690a2fc271a2fd195ef80d318475cc00","Cable Dúplex 2x14 AWG Cobre, Negro","coincidencia_exacta_hash_unico","asignar_imagen"
"SRT-PENDING-BB6C17498CE3","Cable Dúplex Desoxigenado 16 AWG Cobre-aluminio","surtilec-cable-duplex-desoxigenado-16-awg-cobre-aluminio-srt-pending-bb6c17498ce3.webp","450731a4eee0152ce1923405e4aff15f7571996d73f68d0c3946b6646dece465","Cable Dúplex Desoxigenado 16 AWG Cobre-aluminio | Cable Dúplex Desoxigenado 12 AWG Cobre-aluminio | Cable Dúplex Desoxigenado 22 AWG Cobre-aluminio | Cable Dúplex Desoxigenado 20 AWG Cobre-aluminio | Cable Dúplex Desoxigenado 14 AWG Cobre-aluminio | Cable Dúplex Desoxigenado 18 AWG Cobre-aluminio | Cable Dúplex Desoxigenado 10 AWG Cobre-aluminio","fuente_visual_reutilizada_entre_variantes","mantener_sin_miniatura"
"SRT-PENDING-025FBE5A4E6A","Cable Dúplex Desoxigenado 12 AWG Cobre-aluminio","surtilec-cable-duplex-desoxigenado-12-awg-cobre-aluminio-srt-pending-025fbe5a4e6a.webp","450731a4eee0152ce1923405e4aff15f7571996d73f68d0c3946b6646dece465","Cable Dúplex Desoxigenado 16 AWG Cobre-aluminio | Cable Dúplex Desoxigenado 12 AWG Cobre-aluminio | Cable Dúplex Desoxigenado 22 AWG Cobre-aluminio | Cable Dúplex Desoxigenado 20 AWG Cobre-aluminio | Cable Dúplex Desoxigenado 14 AWG Cobre-aluminio | Cable Dúplex Desoxigenado 18 AWG Cobre-aluminio | Cable Dúplex Desoxigenado 10 AWG Cobre-aluminio","fuente_visual_reutilizada_entre_variantes","mantener_sin_miniatura"
"SRT-PENDING-71B6AC43BD2A","Cable Dúplex Desoxigenado 22 AWG Cobre-aluminio","surtilec-cable-duplex-desoxigenado-22-awg-cobre-aluminio-srt-pending-71b6ac43bd2a.webp","450731a4eee0152ce1923405e4aff15f7571996d73f68d0c3946b6646dece465","Cable Dúplex Desoxigenado 16 AWG Cobre-aluminio | Cable Dúplex Desoxigenado 12 AWG Cobre-aluminio | Cable Dúplex Desoxigenado 22 AWG Cobre-aluminio | Cable Dúplex Desoxigenado 20 AWG Cobre-aluminio | Cable Dúplex Desoxigenado 14 AWG Cobre-aluminio | Cable Dúplex Desoxigenado 18 AWG Cobre-aluminio | Cable Dúplex Desoxigenado 10 AWG Cobre-aluminio","fuente_visual_reutilizada_entre_variantes","mantener_sin_miniatura"
"SRT-PENDING-098875622BFE","Cable Dúplex Desoxigenado 20 AWG Cobre-aluminio","surtilec-cable-duplex-desoxigenado-20-awg-cobre-aluminio-srt-pending-098875622bfe.webp","450731a4eee0152ce1923405e4aff15f7571996d73f68d0c3946b6646dece465","Cable Dúplex Desoxigenado 16 AWG Cobre-aluminio | Cable Dúplex Desoxigenado 12 AWG Cobre-aluminio | Cable Dúplex Desoxigenado 22 AWG Cobre-aluminio | Cable Dúplex Desoxigenado 20 AWG Cobre-aluminio | Cable Dúplex Desoxigenado 14 AWG Cobre-aluminio | Cable Dúplex Desoxigenado 18 AWG Cobre-aluminio | Cable Dúplex Desoxigenado 10 AWG Cobre-aluminio","fuente_visual_reutilizada_entre_variantes","mantener_sin_miniatura"
"SRT-PENDING-9A6072001869","Cable Dúplex Desoxigenado 14 AWG Cobre-aluminio","surtilec-cable-duplex-desoxigenado-14-awg-cobre-aluminio-srt-pending-9a6072001869.webp","450731a4eee0152ce1923405e4aff15f7571996d73f68d0c3946b6646dece465","Cable Dúplex Desoxigenado 16 AWG Cobre-aluminio | Cable Dúplex Desoxigenado 12 AWG Cobre-aluminio | Cable Dúplex Desoxigenado 22 AWG Cobre-aluminio | Cable Dúplex Desoxigenado 20 AWG Cobre-aluminio | Cable Dúplex Desoxigenado 14 AWG Cobre-aluminio | Cable Dúplex Desoxigenado 18 AWG Cobre-aluminio | Cable Dúplex Desoxigenado 10 AWG Cobre-aluminio","fuente_visual_reutilizada_entre_variantes","mantener_sin_miniatura"
"SRT-PENDING-6D85330E7595","Cable Dúplex 2x20 AWG Cobre, Cristal","surtilec-cable-duplex-2x20-awg-cobre-cristal-srt-pending-6d85330e7595.webp","576dcb5f889b84c0ab1fe96e473b341b345807b6c186e8801365f6c9612291d7","Cable Dúplex 2x20 AWG Cobre, Cristal | Cable Dúplex 2x16 AWG Cobre, Cristal","fuente_visual_reutilizada_entre_variantes","mantener_sin_miniatura"
"SRT-PENDING-9DE2ECCC6E24","Cable Dúplex Desoxigenado 18 AWG Cobre-aluminio","surtilec-cable-duplex-desoxigenado-18-awg-cobre-aluminio-srt-pending-9de2eccc6e24.webp","450731a4eee0152ce1923405e4aff15f7571996d73f68d0c3946b6646dece465","Cable Dúplex Desoxigenado 16 AWG Cobre-aluminio | Cable Dúplex Desoxigenado 12 AWG Cobre-aluminio | Cable Dúplex Desoxigenado 22 AWG Cobre-aluminio | Cable Dúplex Desoxigenado 20 AWG Cobre-aluminio | Cable Dúplex Desoxigenado 14 AWG Cobre-aluminio | Cable Dúplex Desoxigenado 18 AWG Cobre-aluminio | Cable Dúplex Desoxigenado 10 AWG Cobre-aluminio","fuente_visual_reutilizada_entre_variantes","mantener_sin_miniatura"
"SRT-PENDING-BE050281F599","Cable Dúplex 2x16 AWG Cobre, Cristal","surtilec-cable-duplex-2x16-awg-cobre-cristal-srt-pending-be050281f599.webp","576dcb5f889b84c0ab1fe96e473b341b345807b6c186e8801365f6c9612291d7","Cable Dúplex 2x20 AWG Cobre, Cristal | Cable Dúplex 2x16 AWG Cobre, Cristal","fuente_visual_reutilizada_entre_variantes","mantener_sin_miniatura"
"SRT-PENDING-32E3F97E7A37","Cable Dúplex Desoxigenado 10 AWG Cobre-aluminio","surtilec-cable-duplex-desoxigenado-10-awg-cobre-aluminio-srt-pending-32e3f97e7a37.webp","450731a4eee0152ce1923405e4aff15f7571996d73f68d0c3946b6646dece465","Cable Dúplex Desoxigenado 16 AWG Cobre-aluminio | Cable Dúplex Desoxigenado 12 AWG Cobre-aluminio | Cable Dúplex Desoxigenado 22 AWG Cobre-aluminio | Cable Dúplex Desoxigenado 20 AWG Cobre-aluminio | Cable Dúplex Desoxigenado 14 AWG Cobre-aluminio | Cable Dúplex Desoxigenado 18 AWG Cobre-aluminio | Cable Dúplex Desoxigenado 10 AWG Cobre-aluminio","fuente_visual_reutilizada_entre_variantes","mantener_sin_miniatura"
"SRT-PENDING-DA37AC5700DE","Cable Dúplex 2x14 AWG Cobre, Cristal","surtilec-cable-duplex-2x14-awg-cobre-cristal-srt-pending-da37ac5700de.webp","8e916d104dd41751d2eca4e6677c71182fd25de6833f7c5248b6c2f4cb41d92e","Cable Dúplex 2x14 AWG Cobre, Cristal | Cable Dúplex 2x22 AWG Cobre, Cristal | Cable Dúplex 2x10 AWG Cobre, Cristal | Cable Dúplex 2x18 AWG Cobre, Cristal | Cable Dúplex 2x12 AWG Cobre, Cristal","fuente_visual_reutilizada_entre_variantes","mantener_sin_miniatura"
"SRT-PENDING-1F5C990D1A3D","Cable Dúplex 2x22 AWG Cobre, Cristal","surtilec-cable-duplex-2x22-awg-cobre-cristal-srt-pending-1f5c990d1a3d.webp","8e916d104dd41751d2eca4e6677c71182fd25de6833f7c5248b6c2f4cb41d92e","Cable Dúplex 2x14 AWG Cobre, Cristal | Cable Dúplex 2x22 AWG Cobre, Cristal | Cable Dúplex 2x10 AWG Cobre, Cristal | Cable Dúplex 2x18 AWG Cobre, Cristal | Cable Dúplex 2x12 AWG Cobre, Cristal","fuente_visual_reutilizada_entre_variantes","mantener_sin_miniatura"
"SRT-PENDING-F6E3F9037813","Cable Dúplex 2x10 AWG Cobre, Cristal","surtilec-cable-duplex-2x10-awg-cobre-cristal-srt-pending-f6e3f9037813.webp","8e916d104dd41751d2eca4e6677c71182fd25de6833f7c5248b6c2f4cb41d92e","Cable Dúplex 2x14 AWG Cobre, Cristal | Cable Dúplex 2x22 AWG Cobre, Cristal | Cable Dúplex 2x10 AWG Cobre, Cristal | Cable Dúplex 2x18 AWG Cobre, Cristal | Cable Dúplex 2x12 AWG Cobre, Cristal","fuente_visual_reutilizada_entre_variantes","mantener_sin_miniatura"
"SRT-PENDING-618220FAA1AB","Cable de Aluminio Serie 8000 6 AWG Trenzado","surtilec-cable-de-aluminio-serie-8000-6-awg-trenzado-srt-pending-618220faa1ab.webp","70fdbe30ed2e9e3f5ecc2037a8ee4e29093484abcece047c9d40407bfb2a09ed","Cable de Aluminio Serie 8000 6 AWG Trenzado | Cable de Aluminio Serie 8000 4 AWG Trenzado","fuente_visual_reutilizada_entre_variantes","mantener_sin_miniatura"
"SRT-PENDING-F303325FA0CC","Cable Dúplex 2x18 AWG Cobre, Cristal","surtilec-cable-duplex-2x18-awg-cobre-cristal-srt-pending-f303325fa0cc.webp","8e916d104dd41751d2eca4e6677c71182fd25de6833f7c5248b6c2f4cb41d92e","Cable Dúplex 2x14 AWG Cobre, Cristal | Cable Dúplex 2x22 AWG Cobre, Cristal | Cable Dúplex 2x10 AWG Cobre, Cristal | Cable Dúplex 2x18 AWG Cobre, Cristal | Cable Dúplex 2x12 AWG Cobre, Cristal","fuente_visual_reutilizada_entre_variantes","mantener_sin_miniatura"
