id,sku,titulo,familia,familia_etiqueta,confianza,regla,marca,categorias
384,106637,4 AWG DLO Cable RHH RHW-2 RW90 90C 2KV CPE,dlo,Cable DLO,alta,\bDLO\b,,Cable DLO|Cables especiales
385,106638,6 AWG DLO Cable RHH RHW-2 RW90 90C 2KV CPE,dlo,Cable DLO,alta,\bDLO\b,,Cable DLO|Cables especiales
386,106639,8 AWG DLO Cable RHH RHW-2 RW90 90C 2KV CPE,dlo,Cable DLO,alta,\bDLO\b,,Cable DLO|Cables especiales
387,106640,1/0 AWG DLO Cable RHH RHW-2 RW90 90C 2KV CPE,dlo,Cable DLO,alta,\bDLO\b,,Cable DLO|Cables especiales
388,106641,12 AWG DLO Cable RHH RHW-2 RW90 90C 2KV CPE,dlo,Cable DLO,alta,\bDLO\b,,Cable DLO|Cables especiales
389,106642,2/0 AWG DLO Cable RHH RHW-2 RW90 90C 2KV CPE,dlo,Cable DLO,alta,\bDLO\b,,Cable DLO|Cables especiales
390,106643,262 MCM DLO Cable RHH RHW-2 RW90 90C 2KV CPE,dlo,Cable DLO,alta,\bDLO\b,,Cable DLO|Cables especiales
391,106644,3/0 AWG DLO Cable RHH RHW-2 RW90 90C 2KV CPE,dlo,Cable DLO,alta,\bDLO\b,,Cable DLO|Cables especiales
392,106645,313 MCM DLO Cable RHH RHW-2 RW90 90C 2KV CPE,dlo,Cable DLO,alta,\bDLO\b,,Cable DLO|Cables especiales
393,106646,373 MCM DLO Cable RHH RHW-2 RW90 90C 2KV CPE,dlo,Cable DLO,alta,\bDLO\b,,Cable DLO|Cables especiales
394,106647,4/0 AWG DLO Cable RHH RHW-2 RW90 90C 2KV CPE,dlo,Cable DLO,alta,\bDLO\b,,Cable DLO|Cables especiales
395,106648,444 MCM DLO Cable RHH RHW-2 RW90 90C 2KV CPE,dlo,Cable DLO,alta,\bDLO\b,,Cable DLO|Cables especiales
396,106649,535 MCM DLO Cable RHH RHW-2 RW90 90C 2KV CPE,dlo,Cable DLO,alta,\bDLO\b,,Cable DLO|Cables especiales
397,106650,646 MCM DLO Cable RHH RHW-2 RW90 90C 2KV CPE,dlo,Cable DLO,alta,\bDLO\b,,Cable DLO|Cables especiales
398,106651,777 MCM DLO Cable RHH RHW-2 RW90 90C 2KV CPE,dlo,Cable DLO,alta,\bDLO\b,,Cable DLO|Cables especiales
399,106652,16 AWG 2 conductores SJOOW Cordón portátil 300V,soow-portatil,Cordón portátil SOOW encauchetado,alta,\bS[JO]?OOW\b|cord[oó]n port[aá]til|encauchetado,,Cable encauchetado|Cable flexible
400,106653,10/4C plano festón 105C 600V PVC,feston,Cable festón,alta,fest[oó]n,,Cable festón|Cables especiales
401,106654,12/4C plano festón 105C 600V PVC,feston,Cable festón,alta,fest[oó]n,,Cable festón|Cables especiales
402,106655,12/8C plano festón 105C 600V PVC,feston,Cable festón,alta,fest[oó]n,,Cable festón|Cables especiales
403,106656,14/4C plano festón 105C 600V PVC,feston,Cable festón,alta,fest[oó]n,,Cable festón|Cables especiales
404,106657,14/8C plano festón 105C 600V PVC,feston,Cable festón,alta,fest[oó]n,,Cable festón|Cables especiales
405,106658,16/8C plano festón 105C 600V PVC,feston,Cable festón,alta,fest[oó]n,,Cable festón|Cables especiales
406,106659,16/12C plano festón 105C 600V PVC,feston,Cable festón,alta,fest[oó]n,,Cable festón|Cables especiales
407,106660,14/1C FEP tipo K (19 STR) 150C 600V,fep-tipo-k,Cable FEP tipo K,alta,FEP tipo K|\bFEP\b,,Cable de alta temperatura|Cables especiales
408,106664,18/1C FEP tipo K (19 STR) 150C 600V,fep-tipo-k,Cable FEP tipo K,alta,FEP tipo K|\bFEP\b,,Cable de alta temperatura|Cables especiales
409,106665,"12 AWG PTFE teflón, negro 2",alta-temperatura,Cable de alta temperatura,alta,\bPTFE\b|tefl[oó]n|alta temperatura|silicona|fibra de vidrio|mica,,Cable de alta temperatura|Cables especiales
410,106666,"14 AWG PTFE teflón,",alta-temperatura,Cable de alta temperatura,alta,\bPTFE\b|tefl[oó]n|alta temperatura|silicona|fibra de vidrio|mica,,Cable de alta temperatura|Cables especiales
411,106667,10 AWG PTFE teflón,alta-temperatura,Cable de alta temperatura,alta,\bPTFE\b|tefl[oó]n|alta temperatura|silicona|fibra de vidrio|mica,,Cable de alta temperatura|Cables especiales
412,106668,"10 AWG PTFE teflón,",alta-temperatura,Cable de alta temperatura,alta,\bPTFE\b|tefl[oó]n|alta temperatura|silicona|fibra de vidrio|mica,,Cable de alta temperatura|Cables especiales
413,106670,14 AWG PTFE teflón negro 2,alta-temperatura,Cable de alta temperatura,alta,\bPTFE\b|tefl[oó]n|alta temperatura|silicona|fibra de vidrio|mica,,Cable de alta temperatura|Cables especiales
414,106671,14 AWG PTFE teflón,alta-temperatura,Cable de alta temperatura,alta,\bPTFE\b|tefl[oó]n|alta temperatura|silicona|fibra de vidrio|mica,,Cable de alta temperatura|Cables especiales
415,106675,16 AWG PTFE teflón,alta-temperatura,Cable de alta temperatura,alta,\bPTFE\b|tefl[oó]n|alta temperatura|silicona|fibra de vidrio|mica,,Cable de alta temperatura|Cables especiales
416,106680,16(19ST)TFE-E MIL-16878/4 GRY,tfe-mil,Cable TFE-E MIL-16878,alta,\bTFE-?E\b|MIL-?16878,,Cable de alta temperatura|Cables especiales
417,106682,"16 AWG PTFE teflón,",alta-temperatura,Cable de alta temperatura,alta,\bPTFE\b|tefl[oó]n|alta temperatura|silicona|fibra de vidrio|mica,,Cable de alta temperatura|Cables especiales
418,106685,18(19ST)TFE-E MIL-16878/4 BLK,tfe-mil,Cable TFE-E MIL-16878,alta,\bTFE-?E\b|MIL-?16878,,Cable de alta temperatura|Cables especiales
419,106686,18 AWG PTFE teflón,alta-temperatura,Cable de alta temperatura,alta,\bPTFE\b|tefl[oó]n|alta temperatura|silicona|fibra de vidrio|mica,,Cable de alta temperatura|Cables especiales
420,106688,18(19ST)TFE-E MIL-16878/4 GRN,tfe-mil,Cable TFE-E MIL-16878,alta,\bTFE-?E\b|MIL-?16878,,Cable de alta temperatura|Cables especiales
421,106690,"18 AWG PTFE teflón,",alta-temperatura,Cable de alta temperatura,alta,\bPTFE\b|tefl[oó]n|alta temperatura|silicona|fibra de vidrio|mica,,Cable de alta temperatura|Cables especiales
422,106693,22 AWG PTFE teflón,alta-temperatura,Cable de alta temperatura,alta,\bPTFE\b|tefl[oó]n|alta temperatura|silicona|fibra de vidrio|mica,,Cable de alta temperatura|Cables especiales
423,106696,"22 AWG PTFE teflón,",alta-temperatura,Cable de alta temperatura,alta,\bPTFE\b|tefl[oó]n|alta temperatura|silicona|fibra de vidrio|mica,,Cable de alta temperatura|Cables especiales
424,106697,14/1C Gas Tube Only GTO-15 Cable 105C 15KV,gto-alta-tension,Cable GTO de alta tensión,alta,\bGTO\b,,Cables apantallados|Cables especiales
425,106698,2 AWG 133 hilos cobre desnudo PVC,cobre-desnudo,Conductor de cobre desnudo,alta,desnudo,,Cable desnudo|Conductores desnudos
426,106699,8 AWG 133 hilos cobre desnudo PVC,cobre-desnudo,Conductor de cobre desnudo,alta,desnudo,,Cable desnudo|Conductores desnudos
427,106701,10 AWG 105 hilos cobre estañado PVC,cobre-estanado-hookup,Alambre de cobre estañado,alta,cobre estañado|UL 1007|m[aá]quina herramienta|\bSIS\b,,Cables apantallados|Cables especiales
428,106707,12 AWG 65 hilos cobre estañado PVC,cobre-estanado-hookup,Alambre de cobre estañado,alta,cobre estañado|UL 1007|m[aá]quina herramienta|\bSIS\b,,Cables apantallados|Cables especiales
429,106716,14 AWG 41 hilos cobre estañado PVC,cobre-estanado-hookup,Alambre de cobre estañado,alta,cobre estañado|UL 1007|m[aá]quina herramienta|\bSIS\b,,Cables apantallados|Cables especiales
430,106726,16 AWG 26 hilos cobre estañado PVC,cobre-estanado-hookup,Alambre de cobre estañado,alta,cobre estañado|UL 1007|m[aá]quina herramienta|\bSIS\b,,Cables apantallados|Cables especiales
431,106737,18 AWG cobre desnudo sólido PVC,cobre-desnudo,Conductor de cobre desnudo,alta,desnudo,,Cable desnudo|Conductores desnudos
432,106738,18 AWG 16 hilos cobre estañado PVC,cobre-estanado-hookup,Alambre de cobre estañado,alta,cobre estañado|UL 1007|m[aá]quina herramienta|\bSIS\b,,Cables apantallados|Cables especiales
433,106750,20 AWG 10 hilos cobre estañado PVC,cobre-estanado-hookup,Alambre de cobre estañado,alta,cobre estañado|UL 1007|m[aá]quina herramienta|\bSIS\b,,Cables apantallados|Cables especiales
434,106760,22 AWG 7 hilos cobre estañado PVC,cobre-estanado-hookup,Alambre de cobre estañado,alta,cobre estañado|UL 1007|m[aá]quina herramienta|\bSIS\b,,Cables apantallados|Cables especiales
435,106770,22 AWG máquina herramienta cable UL 1007/1569,cobre-estanado-hookup,Alambre de cobre estañado,alta,cobre estañado|UL 1007|m[aá]quina herramienta|\bSIS\b,,Cables apantallados|Cables especiales
436,106773,16/1PR PLTC N/S 105C 300V PVC,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cable para bandeja / tray cable|Cables especiales
437,106774,16/1PR PLTC general blindaje PVC 105C 300V,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cable para bandeja / tray cable|Cables especiales
438,106776,18/1PR PLTC general blindaje PVC 105C 300V,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cable para bandeja / tray cable|Cables especiales
439,106777,20/1PR PLTC general blindaje PVC 105C 300V,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cable para bandeja / tray cable|Cables especiales
440,106778,16/1TR PLTC general blindaje PVC 105C 300V,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cable para bandeja / tray cable|Cables especiales
441,106779,18/1TR PLTC general blindaje PVC 105C 300V,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cable para bandeja / tray cable|Cables especiales
442,106780,20/1TR PLTC general blindaje PVC 105C 300V,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cable para bandeja / tray cable|Cables especiales
443,106781,16/1PR PLTC apantallado 105C 300V PVC,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cable para bandeja / tray cable|Cables especiales
444,106782,18/1PR PLTC apantallado 105C 300V PVC,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cable para bandeja / tray cable|Cables especiales
445,106783,20/1PR PLTC apantallado 105C 300V PVC,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cable para bandeja / tray cable|Cables especiales
446,106784,16/4PR PLTC apantallado 105C 300V PVC,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cable para bandeja / tray cable|Cables especiales
447,106785,16/8PR PLTC apantallado 105C 300V PVC,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cable para bandeja / tray cable|Cables especiales
448,106786,16/12PR PLTC apantallado 105C 300V PVC,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cable para bandeja / tray cable|Cables especiales
449,106787,16/16PR PLTC apantallado 105C 300V PVC,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cable para bandeja / tray cable|Cables especiales
450,106788,16/24PR PVC/OS/PVC BLK/WHT,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cables apantallados|Cables especiales
451,106789,16/36PR PLTC apantallado 105C 300V PVC,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cable para bandeja / tray cable|Cables especiales
452,106790,20/12PR PLTC apantallado 105C 300V PVC,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cable para bandeja / tray cable|Cables especiales
453,106791,16/2PR PVC/OS/PVC BLK/WHT 600V,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cables apantallados|Cables especiales
454,106792,16/3PR PVC/OS/PVC BLK/WHT 600V,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cables apantallados|Cables especiales
455,106793,16/4PR PVC/OS/PVC BLK/WHT 600V,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cables apantallados|Cables especiales
456,106794,16/5PR PVC/OS/PVC BLK/WHT 600V,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cables apantallados|Cables especiales
457,106795,16/8PR PVC/OS/PVC BLK/WHT 600V,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cables apantallados|Cables especiales
458,106796,16/12PR PVC/OS/PVC BL/WH 600V,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cables apantallados|Cables especiales
459,106797,16/16PR PVC/OS/PVC BL/WH 600V,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cables apantallados|Cables especiales
460,106798,16/24PR PVC/OS/PVC BL/WH 600V,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cables apantallados|Cables especiales
461,106799,18/2PR PVC/OS/PVC BLK/WHT 600V,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cables apantallados|Cables especiales
462,106800,18/4PR PVC/OS/PVC BLK/WHT 600V,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cables apantallados|Cables especiales
463,106801,18/6PR PVC/OS/PVC BLK/WHT 600V,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cables apantallados|Cables especiales
464,106802,18/8PR PVC/OS/PVC BLK/WHT 600V,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cables apantallados|Cables especiales
465,106803,18/12PR PVC/OS/PVC BLK/WHT,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cables apantallados|Cables especiales
466,106804,18/24PR PVC/OS/PVC BLK/WHT,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cables apantallados|Cables especiales
467,106805,18/36PR PVC/OS/PVC BLK/WHT,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cables apantallados|Cables especiales
468,106806,16/2PR PLTC SPOS 105C 300V PVC,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cable para bandeja / tray cable|Cables especiales
469,106807,16/4PR PLTC SPOS 105C 300V PVC,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cable para bandeja / tray cable|Cables especiales
470,106808,16/8PR PLTC SPOS 105C 300V PVC,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cable para bandeja / tray cable|Cables especiales
471,106809,16/12PR PLTC SPOS 105C 300V PVC,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cable para bandeja / tray cable|Cables especiales
472,106810,16/16PR PLTC SPOS 105C 300V PVC,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cable para bandeja / tray cable|Cables especiales
473,106811,16/24PR PLTC SPOS 105C 300V PVC,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cable para bandeja / tray cable|Cables especiales
474,106812,16/36PR PLTC SPOS 105C 300V PVC,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cable para bandeja / tray cable|Cables especiales
475,106813,18/2PR PLTC SPOS 105C 300V PVC,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cable para bandeja / tray cable|Cables especiales
476,106814,18/4PR PLTC SPOS 105C 300V PVC,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cable para bandeja / tray cable|Cables especiales
477,106815,18/8PR PLTC SPOS 105C 300V PVC,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cable para bandeja / tray cable|Cables especiales
478,106816,18/12PR PLTC SPOS 105C 300V PVC,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cable para bandeja / tray cable|Cables especiales
479,106817,18/16PR PLTC SPOS 105C 300V PVC,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cable para bandeja / tray cable|Cables especiales
480,106818,18/24PR PLTC SPOS 105C 300V PVC,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cable para bandeja / tray cable|Cables especiales
481,106819,18/36PR PLTC SPOS 105C 300V PVC,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cable para bandeja / tray cable|Cables especiales
482,106820,20/2PR PLTC SPOS 105C 300V PVC,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cable para bandeja / tray cable|Cables especiales
483,106821,20/4PR PLTC SPOS 105C 300V PVC,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cable para bandeja / tray cable|Cables especiales
484,106822,20/8PR PLTC SPOS 105C 300V PVC,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cable para bandeja / tray cable|Cables especiales
485,106823,20/12PR PLTC SPOS 105C 300V PVC,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cable para bandeja / tray cable|Cables especiales
486,106824,20/16PR PLTC SPOS 105C 300V PVC,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cable para bandeja / tray cable|Cables especiales
487,106825,20 AWG 20 pr PLTC apantallado pares general apantallado,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cable para bandeja / tray cable|Cables especiales
488,106826,20/24PR PLTC SPOS 105C 300V PVC,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cable para bandeja / tray cable|Cables especiales
489,106827,20/36PR PLTC SPOS 105C 300V PVC,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cable para bandeja / tray cable|Cables especiales
490,106828,20/50PR PLTC SPOS 105C 300V PVC,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cable para bandeja / tray cable|Cables especiales
491,106829,14/2PR TC SPOS PVC 600V,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cables apantallados|Cables especiales
492,106830,14/4PR TC SPOS PVC 600V,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cables apantallados|Cables especiales
493,106831,14/8PR TC SPOS PVC 600V,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cables apantallados|Cables especiales
494,106832,14/12PR TC SPOS PVC 600V,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cables apantallados|Cables especiales
495,106833,14/24PR TC SPOS PVC 600V,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cables apantallados|Cables especiales
496,106834,16/2PR TC SPOS PVC 600V,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cables apantallados|Cables especiales
497,106835,16/3PR TC SPOS PVC 600V,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cables apantallados|Cables especiales
498,106836,16/4PR PVC/SPOS/PVC BLK/WHT,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cables apantallados|Cables especiales
499,106837,16/6PR TC SPOS PVC 600V,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cables apantallados|Cables especiales
500,106838,16/8PR TC SPOS PVC 600V,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cables apantallados|Cables especiales
501,106839,16/12PR TC SPOS PVC 600V,pltc-tc-instrumentacion,Cable PLTC/TC de instrumentación,media,\bPLTC\b|\bTC\b|\bSPOS\b|\bSTOS\b|\bOS\b|\d+\s?PR\b|\d+\s?TR\b,,Cables apantallados|Cables especiales
